that's awesome; I'm glad we live in this wicked sweet world!!
100.00%: 
14.04%:  I
0.00%:  we don't do
0.00%:  I'm kinda glad this is the most
0.00%:  we're so
0.00%:  I've got to admit
0.00%:  he'd like me
0.01%:  he'd like me to clar
0.00%:  he's still alive so it's a weird
0.00%:  it's like there's some
0.00%:  I've made him that; it's wrong
0.00%:  I'm good with where
0.01%:  I'm good with where we live
0.00%:  I hate the
0.00%:  this is weird now
0.02%:  this is weird now that I've
0.00%:  it did the
0.00%:  wait there's a video
0.00%:  that's a lie; we're living
0.00%:  it's kinda weird that I've called
0.00%:  I'd ask him to come
0.00%:  it's kinda hard to tell who's sm
0.00%:  I don't get what he said
0.00%:  what he did was more like some
0.00%:  I've made it more
0.00%:  all those words came
0.00%:  I'm having a hard time lik
0.00%:  it's given him credit as
0.00%:  we do this
0.00%:  that'd make me his
0.00%:  we all know he did
0.00%:  it made him that second
0.00%:  give me a second while I re
0.00%:  I'm still doing this
0.00%:  I missed the last
0.01%:  I missed the last word
0.00%:  it's called thing
0.00%:  I lied and made it
0.00%:  it's more like he was the son
0.00%:  he's coming to
0.01%:  he's coming to visit
0.00%:  I wrote down this
0.00%:  I think we've called this
0.00%:  I gave it the
0.00%:  we think he's dead;
0.00%:  while we're at it might as well send
0.00%:  the latter is kind
0.00%:  the last line there was a
0.00%:  I've seen his work
0.00%:  I've added his
0.00%:  it's weird that we call things
0.01%:  it's weird that we call things like
0.00%:  we can't solve this with
0.00%:  I got the words
0.00%:  this whole time we've called
0.00%:  it's weird that we'd have
0.00%:  I've still got no idea what he's like as
0.00%:  it's more like he dated
0.00%:  I think he gets credit as
0.00%:  it doesn't matter how well he
0.02%:  it doesn't matter how well he did
0.01%:  it doesn't matter how well he'
0.02%:  it doesn't matter how well he's aged
0.00%:  it's where we all get
0.00%:  I've made him second
0.00%:  it's a little weird how I know these
0.00%:  this was the world we'
0.00%:  this line was added later
0.00%:  this all got weird when
0.00%:  I think the title is
0.00%:  it's clear he doesn
0.01%:  it's clear he doesn't like it
0.01%:  it's clear he doesn't like the
0.00%:  we've all done this
0.00%:  man there's like twelve
0.00%:  I've tried making it
0.00%:  that last line works
0.00%:  it's real called
0.00%:  he's kinda hated
0.00%:  this isn't that good
0.00%:  that's the worst lie I've made
0.00%:  that's h
0.00%:  he's since re
0.00%:  we'll give him more than
0.00%:  since we've got
0.00%:  it's more like he's the oldest
0.01%:  it's more like he's the oldest living
0.00%:  I've lied and made
0.00%:  that still makes me
0.00%:  he's still active right
0.00%:  it's a crime what I did
0.00%:  we've called him the god
0.00%:  it's closer to his
0.00%:  it's making me a little weird
0.00%:  there was like seven
0.00%:  I might have to kill
0.00%:  we've all agreed to stick with the middle
0.00%:  it's me who's the sem
0.00%:  I'd like to hear a
0.00%:  that's his middle name; it's like
0.00%:  it's a letter
0.00%:  that's still how
0.01%:  that's still how we
0.00%:  I've no idea where this last
0.00%:  I am making this shit
0.00%:  wait this all
0.00%:  it makes him the oldest
0.02%:  it makes him the oldest living
0.00%:  he gave it that nick
0.00%:  there can
0.00%:  he's worked at
0.00%:  we've all since agreed that he
0.00%:  it's these two things
0.00%:  we'd have to call
0.01%:  we'd have to call him
0.00%:  while we're at it these
0.00%:  no wait the
0.00%:  this is all a lie I
0.00%:  it's the world we kinda
0.01%:  it's the world we kinda lived
0.00%:  what he did makes
0.00%:  all I've got is like
0.00%:  it's never talked
0.00%:  it's more like he's the two
0.00%:  he's still alive so he gets kinda weird
0.00%:  we don't have a word like
0.00%:  I've made that right
0.00%:  her name
0.00%:  I'd still like him to decide
0.00%:  it seems like he wrote
0.00%:  this is the least well
0.00%:  it was his work that led
0.00%:  I added the last eight
0.00%:  it seems like what
0.01%:  it seems like what he did was come
0.01%:  it seems like what he did was solve
0.00%:  it's not clear he's a
0.00%:  it's more like he adm
0.00%:  I'm glad we're on
0.01%:  I'm glad we're on this
0.01%:  I'm glad we're on the same w
0.00%:  while we're at it I want
0.00%:  we all know he's the god
0.00%:  that's weird I'
0.00%:  I'd like to see this award
0.01%:  I'd like to see this award given
0.00%:  that was him making
0.00%:  it's made his kids
0.01%:  it's made his kids rich
0.00%:  it's kinda hot
0.00%:  did that
0.00%:  I think we all agree it was
0.00%:  I've named him that
0.00%:  it's making me wish that we'd all
0.00%:  it's his middle name;
0.00%:  it's more like he was a sem
0.00%:  he's lived since the
0.00%:  I'm not clear how we
0.00%:  this makes me love
0.00%:  this song made
0.01%:  this song made him
0.01%:  this song made me write
0.00%:  it makes him great
0.00%:  it's given him the middle
0.00%:  I still think he's made
0.00%:  the world we live in is he
0.00%:  it's more like mild
0.00%:  it's more like all he
0.05%:  it's more like all he did was come
0.04%:  it's more like all he did was give
0.03%:  it's more like all he did was give the
0.00%:  it's more like all he did was change
0.00%:  I'd like the last
0.00%:  that's all I've read so
0.00%:  I think he reads
0.00%:  he can't get
0.00%:  all he ever did was get
0.00%:  it's called tree
0.00%:  this is where we've all
0.00%:  that reads like g
0.00%:  the math is kind
0.00%:  it's weird that we have to
0.00%:  we all know him more
0.00%:  he did some math
0.00%:  I kinda messed that rh
0.00%:  this one's weird
0.00%:  it's like the second ever
0.00%:  I think it was called more
0.00%:  we've all agreed that's the nick
0.00%:  it's kinda sad there
0.00%:  this is more like what I've
0.00%:  it's the whole title
0.00%:  it makes him the worlds
0.00%:  we call him the master
0.00%:  it's kinda weird that we'll
0.00%:  this middle
0.00%:  while he did come
0.00%:  all I'm doing here is m
0.00%:  he was good
0.00%:  I'm still kinda h
0.00%:  his real name might
0.00%:  I'd like to read that
0.00%:  the world we live in is heck
0.00%:  it makes me the
0.00%:  it's less clear who'
0.00%:  we can't have
0.00%:  what I've said there is so
0.00%:  we've all said this wrong
0.00%:  we're a little h
0.00%:  I don't see the word
0.00%:  it's kinda got me
0.00%:  it's given him a lot more
0.00%:  what it's made him is listed
0.00%:  that's a rh
0.00%:  this is like the worst I
0.01%:  this is like the worst I've done
0.00%:  it's hard to even tell
0.00%:  what he did was solve like
0.00%:  we stole
0.00%:  that's all the words we
0.00%:  all I've got is this sketch
0.00%:  it doesn't make as
0.00%:  I messed with the tim
0.00%:  no wait that makes
0.00%:  it's made him their
0.00%:  that's a little weird given how we
0.00%:  he's still alive and asked me to write
0.00%:  I think he came to
0.00%:  what it's done is give his
0.00%:  I've heard he doesn't like it all
0.00%:  let's all take
0.00%:  this is a gross
0.00%:  that last line was weird
0.00%:  it's making me ill
0.00%:  the real thing
0.00%:  I might've kind
0.00%:  this is how I know
0.00%:  the world we live in's awesome
0.00%:  he's never asked me what'
0.00%:  I gave him credit
0.00%:  we do live in this world!!
0.00%:  we go
0.00%:  he's still alive; it's great
0.00%:  he was given his doctor
0.00%:  while we're at it this song is called
0.00%:  that's all the verse I'
0.00%:  now that we've all agreed we
0.00%:  wait what's wrong with it
0.00%:  I think he calls it '
0.00%:  while we're at it might as well do some
0.00%:  let's go ahead and strike
0.00%:  there's kids
0.00%:  wait how did we end
0.00%:  I will take credit
0.00%:  writes the
0.00%:  he's still alive and he writes code
0.00%:  no it's more like his
0.00%:  no it's more like his sem
0.00%:  he's held
0.00%:  this was a little weird
0.00%:  it's hard to decide who I'
0.00%:  it's gone over well with the ladies
0.00%:  we've all agreed to stick with this new
0.00%:  that's weird; he's like
0.00%:  it's like he didn
0.00%:  that's a verse
0.00%:  this doesn't make as
0.00%:  it's still the old
0.00%:  he was never called the
0.00%:  it's more like the wh
0.00%:  we live in the same world we did last week!! I
0.00%:  this is wrong; I've
0.00%:  that entire
0.00%:  he's still alive and he's got more
0.00%:  that last line gives me weird ch
0.00%:  it's a crime what I've done to the
0.00%:  he's still alive so I'd stick
0.00%:  what he did was write down most
0.00%:  all I did was give his
0.00%:  I've gotten ahead
0.00%:  his views
0.00%:  all it did was show
0.00%:  I'm aware that this
0.00%:  it's more like the child'
0.02%:  it's more like the child's game
0.00%:  it's more like the child's song
0.00%:  it's weird how he's a
0.00%:  it's the second with
0.00%:  we might have to stick
0.00%:  I was the one who did
0.00%:  we all agree that his
0.00%:  it's clear that we've gone
0.00%:  it's three sem
0.00%:  that's still like the
0.00%:  I'm making this world
0.00%:  what I'm doing is write
0.00%:  we're all thank
0.00%:  I might have to write some new
0.00%:  it's like that movie with
0.00%:  all I did was merge the titles
0.00%:  that's so clever I might
0.00%:  he's still alive and did more
0.00%:  what I did was merge
0.00%:  what I did was merge the
0.00%:  I still think it's hard
0.00%:  it's kinda great we
0.00%:  I still don't get this
0.00%:  I never did like the
0.00%:  it was like the worst thing
0.00%:  it's more like these two
0.00%:  that's their middle name!!
0.00%:  he's a giant dick
0.00%:  this is making me wish we were all
0.00%:  he wishes
0.00%:  this word salad is making
0.00%:  wait let me re
0.00%:  this is what we're called
0.00%:  I think we've all sort
0.00%:  it's more a middle
0.02%:  it's more a middle child
0.01%:  it's more a middle child thing
0.00%:  it's kinda a clever
0.00%:  I think it's all we
0.01%:  I think it's all we've
0.00%:  no it has
0.00%:  all it did was set
0.00%:  that's all I've got like
0.00%:  I've heard it said he
0.00%:  there's this video game I want
0.00%:  I wrote that last line while we
0.00%:  it doesn't seem right
0.00%:  we mis
0.00%:  we might as well rename it
0.00%:  I think these two
0.00%:  it's the same word with two
0.00%:  it's not clear who likes
0.00%:  we've had the title
0.01%:  we've had the title wrong
0.00%:  there's a legend
0.00%:  I've no idea how well that sc
0.00%:  all he did was take some
0.00%:  their name was
0.00%:  it doesn't make him a '
0.00%:  this is me rec
0.00%:  he's dead; it was
0.00%:  right now it's all
0.00%:  we don't have time to read the
0.00%:  he's dead so it's weird to call him like
0.00%:  that seems like it'd have come
0.00%:  he'd get the
0.01%:  he'd get the credit
0.01%:  he'd get the award
0.00%:  that's a lie; it's the world
0.09%:  that's a lie; it's the world we lived
0.00%:  he's more like a middle child I
0.00%:  it's kinda how he's viewed
0.00%:  he's the reason
0.00%:  he's the reason we
0.00%:  that's a term
0.00%:  it's more like the dad who gave
0.00%:  he never asked what
0.00%:  it's tech
0.00%:  he's still alive and works as
0.00%:  I'm glad we had this talk; it's time
0.00%:  this is the last time we'll ever make
0.00%:  I think there's a logic
0.00%:  he'd call
0.00%:  it's hard to listen
0.00%:  it's a clever little
0.00%:  I wrote this last line while
0.00%:  what I did there was lied
0.00%:  I might rename
0.00%:  now I've heard this
0.00%:  this is where it goes down
0.00%:  I asked him and
0.00%:  that's making him worse
0.00%:  I won't lie
0.00%:  we call it god
0.00%:  what he did was mat
0.00%:  I'm kinda sad this is where we live
0.00%:  he's still alive so get
0.00%:  it's this middle
0.00%:  this has all gone
0.00%:  that last line is made
0.00%:  we called him a
0.00%:  wait we've gotta
0.00%:  he's got like three co
0.00%:  I've made him that; we
0.01%:  I've made him that; we're still
0.00%:  he did make a
0.00%:  it's the second time I've said his
0.00%:  that seems like it'd get
0.01%:  that seems like it'd get him
0.00%:  it's like a movie where
0.00%:  his name's more like '
0.00%:  man it's like the worst
0.00%:  we all agree that the second
0.00%:  the world we live in is what we'd
0.01%:  the world we live in is what we'd get
0.00%:  the whole world's making
0.00%:  it's more like he showed we
0.00%:  it's a little weird how we named
0.00%:  it's more like he's dead and the
0.00%:  he told me this
0.00%:  he told me this was
0.00%:  it's more like he's the dads
0.00%:  it has had
0.00%:  it's his middle name I
0.00%:  got
0.00%:  he died last week; I was
0.00%:  wait we don't call them
0.00%:  now that we've raised
0.00%:  he never did ask me what
0.00%:  the letter
0.00%:  it's the world I'd live
0.00%:  that's some clever
0.00%:  I made it the
0.00%:  I don't agree with this claim
0.00%:  let's cross
0.00%:  I think he's a weird
0.00%:  it's kinda sad how little credit
0.01%:  it's kinda sad how little credit he'
0.00%:  I think it's w
0.00%:  that's all I've got here is
0.00%:  it's what he did on
0.00%:  I made him all
0.00%:  it might've come later
0.00%:  he is more like
0.00%:  I've kinda messed with
0.01%:  I've kinda messed with the word
0.00%:  he's dead now so it's like the
0.00%:  he was still alive when I wrote it
0.00%:  I think we've met
0.00%:  that's his degree in
0.00%:  it's a school
0.00%:  it's kinda sweet how we all
0.00%:  it's kinda weird that we got
0.00%:  I think we all agreed that
0.00%:  I think we all agreed that'
0.00%:  it's called ver
0.00%:  it doesn't make him that I
0.00%:  it's more like he's dads
0.01%:  it's more like he's dads with
