even I think that one's not so good.
      0 100.00%: 
      1 183.88%:  thanks
  13007 0.00%:  so I got this one done on
  13008 0.00%:  so I don't think the one on
  13009 0.00%:  so no I don't have the one
  13010 0.00%:  so I have to do these
  13011 0.00%:  so I have to do these in
  13012 0.00%:  I don't have this one one
  13013 0.00%:  no I need to go in that
  13014 0.00%:  thanks. I don't get it
  13015 0.00%:  so this one and the one on
  13016 0.00%: . I've done it that one
  13017 0.00%:  so in the end I have not
  13018 0.00%:  no that one needs to go in
  13019 0.00%:  so I need to go on.
  13020 0.00%:  so that doesn't even go to
  13021 0.00%:  no it doesn't take so
  13022 0.00%:  no this one I've gone
  13023 0.00%: . I have the ending so
  13024 0.00%:  so it got so
  13025 0.00%:  I've gotta do the one
  13026 0.00%: . I got that one done in the
  13027 0.00%:  so the end is a non
  13028 0.00%:  no no no no I have
  13029 0.00%:  no don't even think that
  13030 0.01%:  no don't even think that I
  13031 0.00%:  so on the one hand it's got 
  13032 0.00%:  no I took that one on
  13033 0.00%:  that's not it. I need one
  13034 0.00%:  so. I don't have to
  13035 0.00%:  so not that's it
  13036 0.00%:  that is not the end so go
  13037 0.01%:  that is not the end so go on
  13038 0.00%:  I don't have to get this one
  13039 0.00%:  no thanks to the ending I
  13040 0.01%:  no thanks to the ending I'
  13041 0.00%: . I think that one ends on
  13042 0.00%:  so then I have to tie
  13043 0.00%:  no this one I've gotten
  13044 0.00%: . It's so good that the
  13045 0.00%:  it's not even good to
  13046 0.00%:  and then I hit
  13047 0.00%:  thanks I've got to do the
  13048 0.00%: . It took eight
  13049 0.00%:  no don't think too
  13050 0.00%:  I've done one so
  13051 0.00%:  I've got to head to it
  13052 0.00%:  no it's not I haven
  13053 0.00%:  thanks. I got this one done
  13054 0.00%: . I've hit the end
  13055 0.00%:  no that isn't the end so on
  13056 0.00%:  that one I get too
  13057 0.00%:  so then I've got to end
  13058 0.01%:  so then I've got to end this
  13059 0.00%:  no it goes on and on so
  13060 0.00%:  no i've gotta
  13061 0.00%:  so I need to get on that 
  13062 0.00%:  that's the end. I get no
  13063 0.00%:  no thanks I need to get this 
  13064 0.00%:  no don't it
  13065 0.00%:  no that one I've got
  13066 0.00%:  no that one I've got to
  13067 0.00%:  so on that one I get
  13068 0.00%:  no I think that's one good one.
  13069 0.00%:  so I've got that in sh
  13070 0.00%:  that one is so on
  13071 0.00%:  no thanks I've got to hit
  13072 0.00%:  it's not even good at
  13073 0.00%:  that one ends it so the
  13074 0.00%:  so it doesn't go on a
  13075 0.00%:  no it's not good that I
  13076 0.00%:  so then I've got to set
  13077 0.00%:  the end is not at
  13078 0.00%:  no this one gets that
  13079 0.00%:  so in the end I got that one
  13080 0.00%:  no no that isn
  13081 0.01%:  no no that isn't the end.
  13082 0.03%:  no no that isn't the end. I
  13083 0.01%:  no no that isn't the end I
  13084 0.01%:  no no that isn't good
  13085 0.01%:  no no that isn't the end so
  13086 0.00%:  no no that isn't even
  13087 0.00%:  so I got not that
  13088 0.00%:  so that's one thing done. I
  13089 0.00%:  that one's got to end soon I
  13090 0.00%:  so I've got to do it to
  13091 0.00%:  so. I need to get a
  13092 0.00%:  so I've got to hand in 
  13093 0.00%:  that one's no good on its
  13094 0.00%:  so it's that one I don
  13095 0.00%:  this one I've gotta end
  13096 0.00%:  this one I've gotta end on
  13097 0.00%:  so it's got the hook
  13098 0.00%:  so it's got the hook and
  13099 0.00%:  this one has not gotten
  13100 0.00%:  so on that one he
  13101 0.00%:  so I haven't gotten one so
  13102 0.00%:  no. I
  13103 0.01%:  no. I think
  13104 0.01%:  no. I think that's too
  13105 0.01%:  no. I think that one
  13106 0.07%:  no. I think that one needs
  13107 0.01%:  no. I think that one'
  13108 0.01%:  no. I think that one's too
  13109 0.00%:  no. I think that needs
  13110 0.00%:  so no I don't get it
  13111 0.00%:  that one I think's done
  13112 0.00%:  that's the end. I gots
  13113 0.00%:  so that one is not one I
  13114 0.00%:  so I've gotta do this the
  13115 0.00%:  sooooo I think
  13116 0.01%:  sooooo I think that
  13117 0.00%:  sooooo I think that needs
  13118 0.00%:  so I have to do this 
  13119 0.00%:  that one I don't see in
  13120 0.00%:  so I'd give that 
  13121 0.00%:  so that one ends in the 
  13122 0.00%:  thanks I've got tons done
  13123 0.00%:  so that one isn't even good on
  13124 0.00%:  no one is ste
  13125 0.00%:  so one thing I hate
  13126 0.01%:  so one thing I hate to
  13127 0.00%:  so I need this to go on.
  13128 0.00%:  no no no that's it I
  13129 0.00%:  that one is not so hot. I
  13130 0.00%:  that one is not so hot. I need
  13131 0.00%:  it's not even a good one shot
  13132 0.00%:  it's not on the net so
  13133 0.00%:  so then I had to go into
  13134 0.00%:  I have got to the end so
  13135 0.00%:  no. I think that's too good
  13136 0.00%:  no thanks i need to get on
  13137 0.00%:  I got it one
  13138 0.00%:  I need to go in so thank
  13139 0.00%:  the end I'
  13140 0.00%:  the end I've
  13141 0.01%:  the end I've got
  13142 0.00%:  this one doesn't go on to a
  13143 0.00%:  no it's the end. I have got
  13144 0.00%:  no this one I have to go
  13145 0.00%:  no it's that one I need
  13146 0.00%:  so I need this to get an
  13147 0.00%:  no one asked so
  13148 0.00%:  it's a good one.
  13149 0.00%:  that does it. I've gone to
  13150 0.00%:  so I've had this go on
  13151 0.00%:  so I got the idea on
  13152 0.00%:  so I took a det
  13153 0.00%:  that one is not done so I
  13154 0.00%:  I need to get this on a 
  13155 0.00%:  no I've done that one this
  13156 0.00%:  so then I need to go.
  13157 0.00%:  no that is so good
  13158 0.00%:  so I've gotta note on this one
  13159 0.00%:  so I've gotta note on this one.
  13160 0.00%:  so on the one hand it goes
  13161 0.01%:  so on the one hand it goes on
  13162 0.01%:  so on the one hand it goes to
  13163 0.00%:  no it's not an end.
  13164 0.00%:  no it's not an end. It
  13165 0.00%:  so that one needs to go on
  13166 0.00%:  so the one that I
  13167 0.00%:  so that one goes the
  13168 0.00%:  no I've got this one done
  13169 0.02%:  no I've got this one done thanks
  13170 0.01%:  no I've got this one done thank
  13171 0.00%:  so don't go to this one
  13172 0.00%:  so that's one. I think one
  13173 0.00%:  I gotta do this the
  13174 0.00%:  that one's got the one
  13175 0.00%:  so it's gonna end.
  13176 0.00%:  I see that's got
  13177 0.00%:  and this one I took
  13178 0.00%:  so I've got this on a
  13179 0.00%:  good I've taken
  13180 0.00%: . I need that one thing
  13181 0.00%: . It is an
  13182 0.01%: . It is an honest
  13183 0.00%:  so I need to have '
  13184 0.00%:  that one does go on to
  13185 0.00%:  so I have nothing to do to
  13186 0.00%:  so on that one I get the
  13187 0.00%:  so I've got that on the desk
  13188 0.00%:  so don't eat too
  13189 0.00%:  that one ends soon to
  13190 0.00%:  that's not this one done. I
  13191 0.00%: . I need that one on
  13192 0.00%:  and this one gets 
  13193 0.00%:  that's one so I need to go on
  13194 0.00%:  so in the end I ate
  13195 0.00%:  and I think the '
  13196 0.00%: . I have this on
  13197 0.00%:  so I need it to the
  13198 0.00%:  so I've done it one
  13199 0.00%: . I need that one to go in
  13200 0.00%:  so it's not even done.
  13201 0.00%:  so I take one
  13202 0.00%:  so I need that one thing on
  13203 0.00%:  so I have done this to
  13204 0.00%:  and I got the 
  13205 0.00%:  so it's a ted
  13206 0.00%:  no it's not good to
  13207 0.00%: . I need the 
  13208 0.00%:  so no one gets it
  13209 0.00%:  so don't sign that
  13210 0.01%:  so don't sign that one
  13211 0.00%:  this one I need to go a
  13212 0.00%:  so it's not done I have to go
  13213 0.00%:  I've got to head on in
  13214 0.00%:  so I've got this to a
  13215 0.00%:  that is the one non
  13216 0.00%:  I've done this ten
  13217 0.00%:  that one isn't the one on
  13218 0.00%:  good to see that on
  13219 0.01%:  good to see that on the
  13220 0.00%:  so then I took the 
  13221 0.00%:  so in the end I took the 
  13222 0.00%:  then. I've gone
  13223 0.00%:  so on the one hand it gets
  13224 0.00%:  so. I think that needs
  13225 0.00%:  that one goes in the 'on
  13226 0.00%:  it's no good I have
  13227 0.01%:  it's no good I have no
  13228 0.00%:  so then I need to go on that
  13229 0.00%:  so on that note it's good
  13230 0.00%:  so on that one note
  13231 0.00%: . I've done 
  13232 0.00%:  no one said the
  13233 0.00%:  so I took it on the nose and
  13234 0.00%:  so that one is the one I'd
  13235 0.00%:  so that one is done. It got
  13236 0.00%:  so. I need to have
  13237 0.01%:  so. I need to have this
  13238 0.00%:  no this one's no good h
  13239 0.00%:  no don't sign the
  13240 0.00%:  so I've gotta do this 
  13241 0.00%:  that's not good one I think
  13242 0.00%:  I get it thank
  13243 0.00%:  that one is good. It took
  13244 0.00%:  no that's not on I need
  13245 0.00%:  no that's not on I need to go
  13246 0.00%:  so no that's not in
  13247 0.00%:  no it's not the end I have got so
  13248 0.00%:  I get it and
  13249 0.00%: . It's not even good on
  13250 0.01%: . It's not even good on the
  13251 0.01%: . It's not even good on its
  13252 0.00%:  so one thing I'd have
  13253 0.00%:  I get that one done so
  13254 0.00%:  that's it I need the 
  13255 0.00%:  I had to tie
  13256 0.00%: . I need the night to
  13257 0.00%:  no it doesn't go so
  13258 0.00%:  so I don't have this to get
  13259 0.00%:  that one isn't the end so
  13260 0.00%:  that's one I think needs no
  13261 0.00%:  I had to get it
  13262 0.00%:  I got that one done to
  13263 0.00%:  no this one needs an
  13264 0.00%:  no thanks no one is
  13265 0.00%:  no thanks it's done.
  13266 0.00%:  so then I've had
  13267 0.00%:  I got this one done.
  13268 0.00%:  that one's got one in
  13269 0.00%:  so I don't get to have the
  13270 0.00%:  so on that ending note the
  13271 0.00%:  so in the end I gotta
  13272 0.00%:  so I don't get that one so
  13273 0.00%:  I got to hand
  13274 0.00%:  so i've got that one done so
  13275 0.00%:  so I got that in the end
  13276 0.00%:  that does it. I no
  13277 0.00%:  so I do not have it
  13278 0.00%: . It's one thing to ask
  13279 0.00%:  so. It's got
  13280 0.00%:  so. It's a
  13281 0.00%:  so. It's a good
  13282 0.00%:  so that one's in the 
  13283 0.00%:  I don't see a
  13284 0.00%:  so no need to take
  13285 0.00%:  so no need to take this
  13286 0.00%:  no not that one not
  13287 0.00%:  good to see it on
  13288 0.00%:  so. It's not that kind
  13289 0.00%:  I've done that one too so it
  13290 0.00%: . I'd have
  13291 0.00%: . I'd have to get
  13292 0.00%:  that's too good. It
  13293 0.00%:  this needs to go on to
  13294 0.00%: . I gotta edit the
  13295 0.00%:  then. I've done that
  13296 0.00%:  no I've gotten a
  13297 0.00%:  so that one doesn't get on.
  13298 0.00%:  no that's done. It
  13299 0.00%:  so in the end he got
  13300 0.00%:  no I've got to do it
  13301 0.00%:  that one I need to go think on
  13302 0.00%:  so that one is good even
  13303 0.00%:  that one ends on one.
  13304 0.00%:  so I got this at
  13305 0.02%:  so I got this at the end
  13306 0.00%:  thanks. I need to get on it soon
  13307 0.00%:  so. It doesn
  13308 0.00%:  so. It doesn't have
  13309 0.00%:  so I haven't gotten one on
  13310 0.00%:  so I haven't gotten one on this
  13311 0.00%:  so no that isn't good
  13312 0.00%:  no this one I've not
  13313 0.00%:  no this one I've not gotten
  13314 0.00%:  so then it ends
  13315 0.00%:  so I get it's not the
  13316 0.00%:  this one has to end to
  13317 0.00%: . I've got this one too
  13318 0.00%:  I need this one a
  13319 0.00%:  so I've got that on the one
  13320 0.00%:  so I've kinda got the tone
  13321 0.00%:  so I took it one
  13322 0.00%: . I see nothing to
  13323 0.00%:  so this one I've had to
  13324 0.00%:  that one is done. I got too
  13325 0.00%:  so then I gave it
  13326 0.00%:  so I've not got the end
  13327 0.00%:  so that one does't tie
  13328 0.00%:  that one ends too soon. I
  13329 0.02%:  that one ends too soon. I think
  13330 0.00%:  I think that's one too so
  13331 0.00%:  so that's one thing to do
  13332 0.00%:  so that's one thing to do on
  13333 0.00%:  this one's not gonna do the
  13334 0.00%:  that one I think ends on
  13335 0.00%:  so I get this 
  13336 0.00%:  I've done a ton
  13337 0.00%:  so that one's not even good I think
  13338 0.00%:  so this one I have one
  13339 0.00%:  no it's that end
  13340 0.00%: . It's good to think
  13341 0.00%: . It's good to think these
  13342 0.00%:  I have got this one done
  13343 0.00%:  I have got this one done so
  13344 0.00%:  no it's not so good that
  13345 0.00%:  no need to go on. I
  13346 0.00%:  no need to go on. I think
  13347 0.00%:  no need to go on. I think that
  13348 0.00%:  so on this one I have
  13349 0.00%:  so on this one I have no
  13350 0.00%:  so the thing's on
  13351 0.00%:  so I think that one gets 
  13352 0.00%:  I don't have this one to
  13353 0.00%:  thanks. I need this to go to
  13354 0.00%:  no need to get this
  13355 0.00%:  I need to go sit the
  13356 0.00%:  no that one needs to go to
  13357 0.00%:  I need a sn
  13358 0.00%:  no don't think I even
  13359 0.00%:  so I haven't gotten it done so
  13360 0.00%:  so I got that one done so it
  13361 0.00%: . I got to the end in
  13362 0.01%: . I got to the end in one
  13363 0.00%:  so I don't even get a
  13364 0.00%:  no need to go on this
  13365 0.01%:  no need to go on this one
  13366 0.00%:  I see this one got
  13367 0.00%:  so I get it and the
  13368 0.00%:  the end. I've
  13369 0.00%:  so I got this one too.
  13370 0.00%:  so that one is not '
  13371 0.00%:  so that one is not 'on
  13372 0.00%:  no I got to
  13373 0.00%:  no I got to the
  13374 0.02%:  no I got to the end too
  13375 0.00%:  so it gets to the end a
  13376 0.00%:  so I need to get on to this a
  13377 0.00%:  so I'd go
  13378 0.01%:  so I'd go on
  13379 0.00%:  it's the end so go on
  13380 0.00%:  no. I haven
  13381 0.00%:  no. I haven't gotten
  13382 0.00%:  so the one's not that
  13383 0.01%:  so the one's not that good
  13384 0.00%: . I've got to do that one one
  13385 0.00%:  this one's got an even
  13386 0.00%:  so it's not at the 
  13387 0.00%:  so I've got to think on the
  13388 0.00%:  so I need to get this onto a 
  13389 0.00%:  no no I need this to go
  13390 0.00%:  this one's no good to
  13391 0.00%:  it's good. It
  13392 0.00%:  no no it's not the end I have 
  13393 0.00%:  so that's one good one I think
  13394 0.00%:  so I have to do 
  13395 0.00%:  so no I don't think so
