don't think you should use the word "retarded" like that, Michael Chabon.
100.00%: 
83.59%:  think
19.16%:  think the answer is,
19.15%:  think Michael Chabon should write the story out,
19.15%:  think you should write Michael Chabon, he
21.07%:  think you should write Michael Chabon, he's the
19.14%:  think you should write to Michael Chabon that he does
19.14%:  think you should write a ret
115.59%:  think you should write a retarded book
86.45%:  think you should write a retarded book and
68.71%:  think you should write a retarded Michael
73.67%:  think you should write a retarded Michael Chabon,
61.41%:  think you should write a retarded Michael Chabon.
43.91%:  think you should write a retarded book then
26.17%:  think you should write a retarded book,
39.35%:  think you should write a retarded book, Michael C
27.91%:  think you should write a retarded book, Michael.
24.22%:  think you should write a retarded Michael Chabon to
23.44%:  think you should write a retarded book, Michael "
22.69%:  think you should write a retarded book, then
21.38%:  think you should write a retarded Michael Chabon, dude
19.72%:  think you should write a retarded Michael Chabon'
19.13%:  think you should read another book where
23.13%:  think you should read another book where the
19.12%:  think Michael Chabon would like to see the story that
19.11%:  think you should write the real Michael Chabon that,
21.66%:  think you should write the real Michael Chabon that, dude
19.11%:  think Michael Chabon would ask
19.11%:  think you should read it to see how bad
19.09%:  think you should read the book and write the
39.36%:  think you should read the book and write the rest
19.09%:  asked you to be the
33.99%:  asked you to be the author
99.14%:  asked you to be the author Michael
27.78%:  asked you to be the Michael
19.07%:  know Michael Chabon, he's the author that
19.07%:  think Michael Chabon's work is totally
22.55%:  think Michael Chabon's work is totally ret
224.35%:  think Michael Chabon's work is totally retarded,
257.68%:  think Michael Chabon's work is totally retarded, dude
95.00%:  think Michael Chabon's work is totally retarded.
52.39%:  think Michael Chabon's work is totally retarded too
50.70%:  think Michael Chabon's work is totally retarded, dude.
21.71%:  think Michael Chabon's work is totally retarded too,
27.94%:  think Michael Chabon's work is totally retarded too, dude
19.07%:  think Michael Chabon should take out the word "retarded" they'
19.05%:  think you should write that Michael Chabon author
19.05%:  think you should read another book that
19.05%:  think you should write the rest then,
351.67%:  think you should write the rest then, Michael
19.97%:  think you should write the rest then, Michael "
19.04%:  think you should write Michael Chabon a letter, so that he'
19.04%:  think you should think about that word ret
2724.19%:  think you should think about that word retarded, Michael.
589.82%:  think you should think about that word retarded, Michael C
192.52%:  think you should think about that word retarded Michael
177.08%:  think you should think about that word retarded, Michael "
54.93%:  think you should think about that word retarded, Ch
33.43%:  think you should think about that word retarded.
30.87%:  think you should think about that word retarded, Michael C. "
25.39%:  think you should think about that word retarded, Michael. "
19.03%:  think Michael Chabon would say his
19.03%:  think you should take out the word "retarded" then, h
19.01%:  think you should write the rest, Michael Chabon 
19.00%:  think you should be the one who's retarded Michael C.
19.00%:  know, but this one'
39.91%:  know, but this one's really
19.00%:  think Michael Chabon would say "th
19.00%:  think Michael Chabon should read the story out loud here
19.00%:  think you should read it, Michael and
18.99%:  think you should read about how the
18.99%:  think Michael Chabon should write that as
18.99%:  think Michael Chabon would like that retarded story oh
18.98%:  think Michael Chabon should look out the
18.98%:  think you should use the word "retarded" like that no
18.97%:  know Michael Chabon stories
24.07%:  know Michael Chabon stories are really
18.95%:  think you should be the one who's retarded, Michael. "Ch
18.95%:  think Michael Chabon should write today
20.31%:  think Michael Chabon should write today's date
18.94%:  think Michael Chabon likes retarded authors
18.93%:  think Michael Chabon should take the word "retarded" out to
18.93%:  think Michael Chabon should read it so that
18.92%:  know, Michael.
18.91%:  think you should enter it
18.91%:  think you should write one that takes
18.91%:  think you should look at this and
18.90%:  think Michael Chabon should write today's head
18.90%:  think you should read the words and
18.88%:  think Michael Chabon's work is retarded, that
18.88%:  think Michael Chabon is the author who'll
18.88%:  think you should read that last bit
21.51%:  think you should read that last bit where
18.86%:  know Michael Chabon asked you to read
47.93%:  know Michael Chabon asked you to read this
18.84%:  think you should take down
20.27%:  think you should take down that
20.25%:  think you should take down the
18.84%:  think Michael Chabon should use the word "retarded" like, u
18.84%:  think Michael Chabon should use the word "retarded" to let
18.84%:  asked you to write Michael Chabon on the author'
18.83%:  think Michael Chabon totally wrote it
18.83%:  think you should listen to the book
18.82%:  think the story is about the
18.82%:  think Michael Chabon should write "retarded" out loud
18.80%:  think you should write the other books
18.80%:  think Michael Chabon should try to like
18.80%:  think Michael Chabon should write that story, or he
18.79%:  think Michael Chabon should use the word "retarded" today, like
18.77%:  think you should write the Michael Chabon,
18.76%:  think Michael Chabon does that
18.76%:  think Michael Chabon would also say
18.76%:  think he
35.92%:  think he should
34.05%:  think he liked
27.72%:  think he should write
70.16%:  think he should write a story
229.88%:  think he should write a story about a
144.84%:  think he should write a story about the
120.07%:  think he should write a story about Michael
95.89%:  think he should write a story about a dude
45.79%:  think he should write another
187.00%:  think he should write another story
768.65%:  think he should write another story about
242.48%:  think he should write another story about the
126.74%:  think he should write another book
71.08%:  think he should write another story about a
54.03%:  think he should write another story about Michael
38.84%:  think he should write another story about a dude
35.56%:  think he should write another story,
87.21%:  think he should write another story, Michael
32.55%:  think he should write another story about the dude
27.47%:  think he should write another story, but
26.87%:  think he should write another book,
91.55%:  think he should write another book, Michael
26.58%:  think he likes
26.54%:  think he should write another story that
24.13%:  think he should write a story about that
20.88%:  think he should write a story about an
23.11%:  think he should write a story about an old
20.68%:  think he should write another book that
20.07%:  think he should write about
19.13%:  think he should write another book already
