now I'm certain of it. I am speaking of the ninja teen.
      0 100.00%: 
      1 87.82%:  that
   8708 0.19%:  I think it's time for me to go in a few
   8709 0.19%:  I think I'm gonna paint more often if
   8710 0.19%:  I am the most
   8711 0.27%:  I am the most perfect
   8712 0.19%:  that's an opinion
   8713 0.19%:  I'm certain none of this pain
   8714 0.19%:  I am certain that I meant
   8715 0.19%:  that was a fake
   8716 0.19%:  I keep meaning to frame it.
   8717 0.19%:  I'm not certain it was meant in
   8718 0.19%:  I can't imagine what someone
   8719 0.19%:  it's wearing
   8720 0.19%:  I'm gonna stop there if
   8721 0.19%:  we're on the topic again
   8722 0.19%:  one of them was green
   8723 0.19%:  now I can't paint either.
   8724 0.19%:  there isn't a point
   8725 0.19%:  I think someone went
   8726 0.19%:  I think some part
   8727 0.19%:  there's no point taking me
   8728 0.19%:  I think I meant to point
   8729 0.19%:  I'm aware that some
   8730 0.19%:  there was a moon in
   8731 0.19%:  I think I want to paint one again.
   8732 0.19%:  I'm not gonna contest
   8733 0.29%:  I'm not gonna contest either
   8734 0.26%:  I'm not gonna contest the
   8735 0.19%:  there was one time I got paint
   8736 0.19%:  the scene
   8737 0.19%:  none of that was in fact
   8738 0.19%:  I forgot he was a
   8739 0.19%:  I think I won't paint again in front of a
   8740 0.19%:  I'm certain it was in the
   8741 0.19%:  at the time I wrote
   8742 0.19%:  I know for a fact I'm a
   8743 0.19%:  I was meaning to mention that nin
   8744 0.19%:  I sort of want to paint a
   8745 0.19%:  that's taken care of.
   8746 0.19%:  that's one point
   8747 0.31%:  that's one point for me
   8748 0.23%:  that's one point for team
   8749 0.19%:  I think I was in a
   8750 0.19%:  I'm not the one sitting
   8751 0.19%:  on that note. I'm gonna paint.
   8752 0.19%:  that after
   8753 0.19%:  I want another one
   8754 0.19%:  on that note I am taking
   8755 0.19%:  I think I spent more time ag
   8756 0.19%:  if someone were to paint him
   8757 0.19%:  it was the time I got
   8758 0.19%:  I think someone came
   8759 0.22%:  I think someone came into
   8760 0.19%:  that one's an
   8761 0.19%:  I was meaning to paint more
   8762 0.66%:  I was meaning to paint more often
   8763 0.23%:  I was meaning to paint more often than
   8764 0.19%:  this morning I ate
   8765 0.19%:  we're keeping that one in
   8766 0.19%:  none of that is a matter
   8767 0.19%:  at this point I got
   8768 0.19%:  I'm gonna write that one off
   8769 0.19%:  I swear I'm not the
   8770 0.19%:  I'm aware that making
   8771 0.19%:  I won't promise to
   8772 0.19%:  now it's gone from
   8773 0.19%:  I'm keeping that one on
   8774 0.19%:  I think I'm not a
   8775 1.17%:  I think I'm not a painter
   8776 0.40%:  I think I'm not a master
   8777 0.37%:  I think I'm not a painter.
   8778 0.21%:  I think I'm not a painter at
   8779 0.19%:  there was a c
   8780 1.46%:  there was a caption too
   8781 1.15%:  there was a caption on
   8782 0.50%:  there was a caption.
   8783 0.41%:  there was a caption at
   8784 0.28%:  there was a caption on it.
   8785 0.23%:  there was a caption too.
   8786 0.19%:  I think it's time for me to e
   8787 0.19%:  now I get
   8788 0.19%:  I'm not certain if the paint
   8789 0.19%:  I think it goes
   8790 0.19%:  now I'm certain that one
   8791 0.18%:  I think if I'
   8792 0.18%:  I seem
   8793 0.18%:  I was meaning to mention that'
   8794 0.18%:  I got that opinion
   8795 0.18%:  now he's making
   8796 0.18%:  I can't imagine a reason
   8797 0.18%:  one time I threw a paint
   8798 0.18%:  there was no one to
   8799 0.18%:  it's time for me to face an
   8800 0.18%:  I'm not present
   8801 0.18%:  once again I'm the worst
   8802 0.18%:  I'm speaking with
   8803 0.18%:  I know that means it
   8804 0.18%:  I think it was nice
   8805 0.18%:  I think I can see from
   8806 0.18%:  I was meaning to paint more than
   8807 0.61%:  I was meaning to paint more than once
   8808 0.53%:  I was meaning to paint more than one
   8809 0.23%:  I was meaning to paint more than once.
   8810 0.18%:  I think I'm certain someone
   8811 0.18%:  I think I win
   8812 0.18%:  I think I'm gonna paint more often since we
   8813 0.18%:  that's it for me. I am now
   8814 0.18%:  I meant it in the affirm
   8815 0.18%:  I want that taken
   8816 0.26%:  I want that taken off
   8817 0.18%:  I know it's not the painter
   8818 0.18%:  that is not coming
   8819 0.29%:  that is not coming from
   8820 0.18%:  that makes me perfect
   8821 0.18%:  the joke is on
   8822 0.18%:  I gotta paint more
   8823 0.18%:  none of that is making it into
   8824 0.18%:  I'm waiting for that to sink
   8825 0.18%:  that means I'm a painter
   8826 0.27%:  that means I'm a painter too
   8827 0.18%:  I'm certain that I mean
   8828 0.21%:  I'm certain that I mean it in
   8829 0.18%:  that means we're coming to
   8830 0.18%:  I can't forget to mention we
   8831 0.18%:  I meant to paint it as
   8832 0.18%:  I meant the first
   8833 0.27%:  I meant the first time
   8834 0.23%:  I meant the first one
   8835 0.19%:  I meant the first point
   8836 0.18%:  he's gotta
   8837 0.18%:  I want to remain
   8838 0.18%:  since I know that
   8839 0.18%:  I think it remains
   8840 0.18%:  I gotta start
   8841 0.18%:  it was on that one page
   8842 0.18%:  I'm not certain I want to speak
   8843 0.18%:  I forgot to keep the
   8844 0.18%:  I'm sorta
   8845 0.18%:  now I'm speaking in fiction
   8846 0.18%:  nothing's come
   8847 0.18%:  I'm not gonna mention that a
   8848 0.18%:  I see the
   8849 0.18%:  I'm gonna keep that ninja secret in
   8850 0.18%:  either I
   8851 0.18%:  I think it went on to inspire one
   8852 0.18%:  that means I'm not a perfect
   8853 0.18%:  that means I can't keep
   8854 0.18%:  I think I want to paint again on
   8855 0.18%:  I'm aware that ninjas
   8856 0.18%:  I'm not asking for a new paint
   8857 0.18%:  I think I'm gonna paint a cat now
   8858 0.18%:  I know it's time for a change
   8859 0.18%:  that's coming after I
   8860 0.18%:  I spent the time after
   8861 0.18%:  none of that matters. I
   8862 0.18%:  I won't mention this again.
   8863 0.18%:  it was on a green
   8864 0.18%:  now I think I can paint
   8865 0.71%:  now I think I can paint again
   8866 0.18%:  the image
   8867 0.18%:  that one time I went on
   8868 0.18%:  I know that's not fair to me
   8869 0.18%:  that one time I forgot I was in
   8870 0.18%:  that's me project
   8871 0.18%:  there came
   8872 1.09%:  there came a point
   8873 0.86%:  there came a point in
   8874 0.46%:  there came a point in time
   8875 0.25%:  there came a time in
   8876 0.21%:  there came a point at
   8877 0.18%:  none of that means I can't imagine I
   8878 0.18%:  none of them
   8879 0.50%:  none of them were
   8880 0.18%:  now it's time for him to take
   8881 0.18%:  I think it's time to go off
   8882 0.18%:  we're not taking
   8883 0.52%:  we're not taking this one
   8884 0.38%:  we're not taking that
   8885 0.18%:  we're not gonna mention that name
   8886 0.18%:  now I'm making faces at the
   8887 0.18%:  I think I want to remain a
   8888 0.18%:  I was hoping it
   8889 0.18%:  I know that I'm not certain
   8890 0.18%:  I'm not certain that means I know
   8891 0.18%:  I'm certain I meant it as the
   8892 0.18%:  the reason I'm not taking it
   8893 0.18%:  that came from
   8894 0.18%:  it's gonna take an
   8895 0.19%:  it's gonna take an entire
   8896 0.18%:  if I were to paint again then it
   8897 0.18%:  I think I'm gonna write in
   8898 0.18%:  once again I am
   8899 0.18%:  now I can't imagine the
   8900 0.18%:  I think I'm not as
   8901 0.29%:  I think I'm not as great
   8902 0.18%:  there was a giant foot
   8903 0.18%:  it was meant to hang
   8904 0.19%:  it was meant to hang in a
   8905 0.20%:  it was meant to hang in a room
   8906 0.18%:  that's not a fake
   8907 0.18%:  I think it's time for a t
   8908 0.18%:  I'm not certain someone
   8909 0.18%:  I know that's one
   8910 0.18%:  I'm not certain of what point
   8911 0.18%:  I was gonna paint it in
   8912 0.31%:  I was gonna paint it in the
   8913 0.18%:  I was gonna paint it in front
   8914 0.38%:  I was gonna paint it in front of the
   8915 0.20%:  I was gonna paint it in front of him
   8916 0.18%:  if that means I'm not a painter I
   8917 0.18%:  I'm gonna keep that emotion in
   8918 0.18%:  now that I mention it I'm a
   8919 0.18%:  that was a non
   8920 0.18%:  I know that's not a great com
   8921 0.18%:  I'm not certain of the time
   8922 0.18%:  I know I'm not the first teen
   8923 0.18%:  I was a jerk in the
   8924 0.18%:  I'm gonna keep that as one
   8925 0.18%:  I can't think of a more pat
   8926 0.18%:  I want this conf
   8927 0.18%:  here it
   8928 2.25%:  here it comes
   8929 0.38%:  here it comes again
   8930 0.22%:  here it is again
   8931 0.18%:  that means I'm wearing
   8932 0.18%:  I think it's not a
   8933 0.28%:  I think it's not a great
   8934 0.18%:  we're not gonna mention that a
   8935 0.18%:  it's got
   8936 0.18%:  it was after eating
   8937 0.28%:  it was after eating too
   8938 0.18%:  if this weren
   8939 0.18%:  not in that
   8940 0.18%:  I forgot to name the piece
   8941 0.18%:  none of that means I'm not a painter if
   8942 0.18%:  I know for a fact that's one
   8943 0.18%:  I think we can ignore
   8944 0.18%:  not to change
   8945 0.18%:  I think I wrote it in
   8946 0.18%:  I keep meaning to mention that on
   8947 0.18%:  I know I'm not the first in
   8948 0.18%:  here I come in
   8949 0.18%:  I was that
   8950 0.18%:  at this point we're coming
   8951 0.18%:  now I'm sorta
   8952 0.18%:  I meant that in more of
   8953 0.18%:  I'm certain the two
   8954 0.18%:  I know I'm not that great of a sp
   8955 0.18%:  I mean it
   8956 0.91%:  I mean it in the most
   8957 0.33%:  I mean it in the most non
   8958 0.27%:  I mean it in the respect
   8959 0.18%:  I think it was a cart
   8960 0.29%:  I think it was a cartoon.
   8961 0.18%:  now it's more
   8962 0.18%:  I'm not certain that I mean
   8963 0.18%:  I was making another
   8964 0.18%:  I keep that on
   8965 0.18%:  I wrote it in the
   8966 0.18%:  none of that makes me into
   8967 0.18%:  it takes more
   8968 0.80%:  it takes more than one
   8969 0.39%:  it takes more than one paint
   8970 0.36%:  it takes more than paint
   8971 0.34%:  it takes more than a
   8972 0.51%:  it takes more than a few
   8973 0.32%:  it takes more than a conf
   8974 0.21%:  it takes more than two
   8975 0.19%:  it takes more than fifteen
   8976 0.18%:  I think I'm at peace now
   8977 0.18%:  I'm wearing pants
   8978 0.26%:  I'm wearing pants that
   8979 0.18%:  I'm at peace knowing
   8980 0.23%:  I'm at peace knowing that someone
   8981 0.18%:  I'm at peace knowing that I
   8982 0.18%:  now I'm gonna eat
   8983 0.32%:  now I'm gonna eat this
   8984 0.55%:  now I'm gonna eat this entire
   8985 0.67%:  now I'm gonna eat this entire cake
   8986 0.31%:  now I'm gonna eat some
   8987 0.29%:  now I'm gonna eat some ice
   8988 0.26%:  now I'm gonna eat this entire cake.
   8989 0.25%:  now I'm gonna eat this entire can
   8990 0.59%:  now I'm gonna eat this entire can of paint
   8991 0.39%:  now I'm gonna eat this entire can of paint.
   8992 0.18%:  now I'm certain that no one is
   8993 0.18%:  I can't wait to meet
   8994 0.33%:  I can't wait to meet someone
   8995 0.30%:  I can't wait to meet him
   8996 0.18%:  I know I'm posting that to
   8997 0.18%:  he was facing in
   8998 0.18%:  I know for a fact that most pain
   8999 0.18%:  that was after I took an
   9000 0.18%:  I'm certain that as
   9001 0.18%:  that I'm certain
   9002 0.18%:  the nin
   9003 0.21%:  the ninja part
   9004 0.60%:  the ninja part was
   9005 0.18%:  since when am I a
   9006 0.61%:  since when am I a painter
   9007 0.18%:  that means I know I'm not perfect
   9008 0.18%:  I'm not gonna paint that scene
   9009 0.18%:  it was neither of
   9010 0.18%:  if that comes
   9011 0.18%:  I'm not writing that conf
   9012 0.18%:  I think I'm an awesome painter of
   9013 0.18%:  that was a time
   9014 0.18%:  I'm gonna shoot
   9015 0.18%:  I promise I won't mention that aaa
   9016 0.18%:  I know it's not fair to paint an
   9017 0.18%:  I wanna paint some more.
   9018 0.18%:  from this point on we can
   9019 0.18%:  I'm gonna keep that one a secret now.
   9020 0.18%:  on that note I remain
   9021 0.18%:  I know that if I'm not
   9022 0.18%:  I know that one's a
   9023 0.18%:  it's 
   9024 0.18%:  I promise not to make it an
   9025 0.18%:  I'm not against
   9026 0.20%:  I'm not against that
   9027 0.18%:  a conf
   9028 0.18%:  I'm sitting here on
   9029 0.18%:  it was at night
   9030 0.18%:  I think I can't promise
   9031 0.18%:  that means I'm perfect
   9032 0.18%:  I know it's not the one in
   9033 0.18%:  here I am speaking of
   9034 0.18%:  I'm certain that speaking of it
   9035 0.41%:  I'm certain that speaking of it now
   9036 0.18%:  there's no time to make
   9037 0.18%:  now I'm stating the
   9038 0.18%:  it was in the form of a giant
   9039 0.18%:  I was gonna keep that in
   9040 0.18%:  the reason I'm not coming
   9041 0.18%:  I'm not certain if I meant what
   9042 0.18%:  I think it's time now to face
   9043 0.18%:  I was keeping it
   9044 0.18%:  I'm not gonna mention these
   9045 0.18%:  it's taken me three
   9046 0.18%:  I think if I'm gonna
   9047 0.46%:  I think if I'm gonna paint
   9048 0.18%:  it's time for me to go paint nin
   9049 0.18%:  I think I'm gonna open a
   9050 0.18%:  I think some of it got
   9051 0.18%:  it's gonna take more then
   9052 0.18%:  I'm certain no one knows
   9053 0.23%:  I'm certain no one knows that
   9054 0.18%:  that is a fact I'
   9055 0.18%:  that one time I wrote a son
   9056 0.18%:  I meant to paint it when
   9057 0.18%:  I know that's not an art
   9058 0.18%:  I think I'm gonna paint on it
   9059 0.25%:  I think I'm gonna paint on it some
   9060 0.18%:  we can forget the
   9061 0.18%:  I'm sitting in front of a paint
   9062 0.18%:  I think I'm gonna paint some now.
   9063 0.18%:  I keep meaning to write him a note to
   9064 0.18%:  I forgot the names
   9065 0.18%:  I know there's too
   9066 0.18%:  that's not taking
   9067 0.18%:  now that I'm speaking in
   9068 0.47%:  now that I'm speaking in front
   9069 0.99%:  now that I'm speaking in front of an
   9070 0.30%:  now that I'm speaking in front of a
   9071 0.18%:  I wanna make
   9072 0.18%:  I think it's a crime
   9073 0.18%:  I'm certain that won
   9074 0.18%:  there was a ninja cat too
   9075 0.18%:  I was three
   9076 0.18%:  there was a tattoo
   9077 0.20%:  there was a tattoo of
   9078 0.18%:  now that I mention it I'm seeing
   9079 0.18%:  the reason I can't imagine
   9080 0.18%:  that painter
   9081 0.18%:  most
