definitely possible to get a PhD in that, yes?
100.00%: 
38.08%:  definitely
0.01%:  in the hospital, isn
0.01%:  besides the point, this
0.01%:  besides the point, this feeling
0.01%:  the listening
0.01%:  defiant
0.01%:  eight feet tall and sp
0.01%:  eight feet tall and spins
0.01%:  been hop
0.01%:  in a bottle, she
0.01%:  definitely he
0.01%:  been so long it felt
0.01%:  been doing this lately, yeah
0.01%:  the idea of eating
0.04%:  the idea of eating pills
0.02%:  the idea of eating pills,
0.01%:  the idea of eating only
0.01%:  a little bit sad, yes
0.01%:  this feeling that a
0.01%:  pointless to deny this,
0.01%:  fine, it goes both
0.01%:  eight feet tall too
0.01%:  honestly not a big deal it
0.01%:  a lost feeling, this
0.01%:  as if all the good
0.01%:  the best feeling, to
0.01%:  fall
0.01%:  to benefit
0.01%:  too bad that feeling isn
0.01%:  easy to get lost in his deep
0.01%:  say
0.01%:  in the title of that sign
0.01%:  in the title of that sign,
0.01%:  one of these silly
0.01%:  this pot
0.01%:  not instead
0.01%:  all being
0.01%:  the best episode in this
0.01%:  in the title, yo
0.01%:  none of these ladies, is
0.01%:  golden
0.01%:  got both
0.01%:  so late and yet
0.01%:  a ball
0.01%:  as if the ghost
0.01%:  the only one left that
0.01%:  totally fine that this is being
0.01%:  the both
0.01%:  been so long, that the
0.01%:  a little goofy, yeah
0.01%:  possible she got the title in
0.01%:  so late at night this
0.01%:  one of these tiny
0.01%:  one of these tiny pills
0.01%:  one of these tiny little
0.01%:  the title of the planet
0.01%:  easy to get into the
0.01%:  definitely s
0.01%:  at the end of this bottle,
0.01%:  this little thing, in
0.01%:  this tiny little ghost?
0.01%:  the best thing of its type
0.01%:  fine, this is honestly
0.01%:  too bad she left in the
0.01%:  been doing this a lot these last
0.01%:  latest
0.01%:  gotta be the p
0.01%:  only been the last,
0.01%:  gotta be a side
0.01%:  definitely not a ghost, is that
0.01%:  not on the label,
0.01%:  a taste thing?
0.01%:  possible that, on
0.01%:  said that he
0.01%:  fond
0.01%:  fine that this isn
0.01%:  done that
0.01%:  so big and soft
0.01%:  totally fine, this is a thing
0.01%:  a sight to behold in
0.01%:  a detail
0.01%:  so easy to identify things
0.01%:  a good line, isn
0.01%:  been doing this, all
0.01%:  this feeling inside, a
0.01%:  a sad feeling to be
0.01%:  been one day
0.01%:  a feeling that is possibly
0.01%:  so easily
0.01%:  based on the feeling that
0.01%:  a type of salt
0.01%:  a late night episode of the
0.01%:  not that often he gets
0.01%:  a little past tense
0.01%:  beside the point, is it
0.01%:  only gone
0.01%:  totally fine to be hiding
0.01%:  a type of illness
0.01%:  gotta still
0.01%:  at the end of this alley?
0.01%:  good that the pills
0.01%:  in the title she goes by, so
0.01%:  a sight to behold, le
0.01%:  definitely a thing to see,
0.01%:  in the title, so please say
0.01%:  this old feeling, y
0.01%:  not the old feelings, is
0.01%:  lying on the sofa
0.01%:  gotta be said, this feels
0.01%:  this essential
0.01%:  spending too
0.01%:  behind the sofa, yes
0.01%:  honestly the best feeling, as
0.01%:  not that old, is
0.01%:  the one in the fl
0.01%:  honestly the best title in
0.01%:  in the shape of a little tiny
0.01%:  possible that it is nothing
0.01%:  the last of the old
0.01%:  only a plat
0.01%:  a fine title, isn
0.01%:  definitely bott
0.01%:  a god,
0.01%:  this tiny, pale
0.01%:  the blind
0.01%:  possible that he is eating
0.01%:  pointless and yet it
0.01%:  possible that, if he
0.01%:  this little, shy
0.01%:  little thing
0.01%:  episode
0.01%:  this feel
0.01%:  silly, and yet
0.01%:  been ages, it
0.01%:  the best day to
0.01%:  the best day to finally
0.01%:  definitely not a ghost it
0.01%:  been doing that lately, see
0.01%:  this old feeling that t
0.01%:  not the least bit sad
0.01%:  been said that the single
0.01%:  a deep feeling, is it
0.01%:  this soft
0.01%:  beside the point that it only feels
0.01%:  a sitting
0.01%:  a spelling bee and they
0.01%: , oh
0.01%:  a feeling, and it is
0.01%:  easy to see that he
0.01%:  not that the past is being
0.01%:  this l
0.01%:  a bit long of
0.01%:  too late, this feeling is in
0.01%:  a little thing on the side?
0.01%:  been a long day, p
0.01%:  definitely sne
0.01%:  a fist
0.01%:  easy to tell that this is one
0.01%:  the one that sits inside
0.01%:  the big one on the left?
0.01%:  this doll
0.01%:  bo
0.04%:  boiling
0.01%:  so big it doesn
0.01%:  no big deal, the only
0.01%:  a little past ten
0.01%:  a little past ten,
0.01%:  possible she left and got
0.01%:  to the left, inside the giant
0.01%:  a big nose
0.01%:  a fine line to
0.01%:  been a long day, PhD
0.01%:  a fine title, yes
0.01%:  only polite, she says
0.01%:  the title of his di
0.01%:  so late in the day to be lying
0.01%:  not this one, it
0.01%:  good that this is still
0.01%:  one thing to be the
0.01%:  this endless
0.01%:  in the title, the
0.01%:  this tiny little thing?
0.01%:  this loose
0.01%:  a big step,
0.01%:  so eth
0.01%:  a nothing
0.01%:  this go
0.24%:  this goofy little
0.01%:  this goofy little idea
0.01%:  one of the the
0.01%:  a sl
0.01%:  easy to get tips
0.01%:  this feeling, the nost
0.01%:  fine, he gets this
0.01%:  a little boy, is he
0.01%:  all a bit intense
0.01%:  not de
0.01%:  in the style of that
0.01%:  a goldfish by
0.01%:  often lonely
0.01%:  this feeling that is so deep
0.01%:  no big deal if they only
0.01%:  not a lie
0.01%:  not easy being a self
0.01%:  a fine title to
0.01%:  a sight to be seen, let
0.01%:  been assigned
0.01%:  that last bit of
0.01%:  that P
0.01%:  doing little
0.01%:  fine, he says it
0.01%:  definitely a pal to
0.01%:  this gal
0.01%:  still pointing
0.01%:  landing
0.01%:  ending
0.01%:  a little past eight, isn
0.01%:  been a thing lately, it
0.01%:  a pet that
0.01%:  best to say this
0.01%:  pointless to lie and
0.01%:  in the top of the list
0.01%:  definitely piss
0.01%:  in the title of the sign?
0.01%:  been a long day, so this is the
0.01%:  a pe
0.01%:  not the best idea
0.01%:  pointless to hide feelings that
0.01%:  been so long, yet this feels
0.01%:  a big hit in the lifestyle
0.01%:  the one that only
0.01%:  still fine
0.01%:  not 
0.01%:  a little tiny thing
0.01%:  a little tiny thing,
0.01%:  in the title, they
0.01%:  this god
0.01%:  been a long day, pe
0.01%:  also signed
0.01%:  the lady in the pol
0.01%:  death
0.01%:  in the title of the play, isn
0.01%:  the best of days
0.01%:  at the end of the 
0.01%:  a thing that,
0.01%:  easy to tell its
0.01%:  a sens
0.01%:  the best feeling and that
0.01%:  not spelled,
0.01%:  a lost feeling that needs
0.01%:  plenty
0.01%:  a fine title, honestly
0.01%:  too bad they left the
0.01%:  one of the best and yet
0.01%:  totally a thing she does, by
0.01%:  last
0.02%:  last night
0.01%:  gotta be his least
0.01%:  at the end of this alley, sitting
0.01%:  doing so
0.01%:  a noise
0.01%:  easy to identify, as he
0.01%:  not in his
0.01%:  the state
0.01%:  not easy to get past
0.01%:  not easy to get past his
0.01%:  that old feeling, those
0.01%:  please don
0.01%:  based in
0.01%:  the best thing to eat in
0.01%:  ne
0.01%:  neato that
0.01%:  left the
0.01%:  this tiny little dog in the
0.01%:  fine that this one
0.01%:  been night
0.01%:  not in the table
0.01%:  only polite, if she
0.01%:  not lett
0.01%:  gotten so bad she
0.01%:  the best thing, and
0.01%:  the infinite
0.01%:  besides the point that one
0.01%:  a te
0.01%:  been a long day let
0.01%:  not that long a
0.02%:  not that long a title
0.01%:  totally besides
0.01%:  these floating
0.01%:  a little thing he needs
0.01%:  totally this one,
0.01%:  fine please
0.01%:  a bit long, honestly
0.01%:  one of the tit
0.01%:  not that he does
0.01%:  eight feet tall and shoot
0.01%:  a hospital
0.01%:  this tiny little dog, so
0.01%:  fine, they get that
0.02%:  fine, they get that all
0.01%:  the d
0.01%:  sentient, so please
0.01%:  pointless to say they
0.01%:  a pal o
0.01%:  a hell of an
0.01%:  a hell of an identity
0.01%:  the title of the play, and it
0.01%:  got to be this tall
0.01%:  no big deal if this is the only
0.01%:  hot on
0.02%:  hot on the inside
0.01%:  hot on the inside,
0.01%:  easy to get lost in the past, y
0.01%:  possible that the feeling is on
0.01%:  not totes
0.01%:  not high
0.01%:  this little ghost?
0.01%:  still nothing
0.01%:  definitely l
0.01%:  this tiny little to
0.01%:  so big that it doesn
0.01%:  deb
0.01%:  a thing, and
0.01%:  this sensation, it
0.01%:  beside the point to say she
0.01%:  that flying
0.01%:  a little thing o
0.01%:  a thing, he
0.01%:  fine, this is all good
0.01%:  the title of the song, and it
0.01%:  saying she
0.01%:  pointless to list
0.01%:  the saying
0.01%:  so into
0.01%:  totally it
0.01%:  a tale
0.01%:  so beg
0.01%:  not a title, she
0.01%:  not the pills, they taste
0.02%:  not the pills, they taste fine
0.01%:  been said that this is
0.01%:  in the title of this essay, and
0.01%:  a little in the
0.01%:  the one that tastes
0.01%:  possible that the idea is
0.01%:  one of the best display
0.01%:  that old feeling, both
0.01%:  been a little thing of
0.01%:  the sense of being
0.01%:  sentient, so it
0.01%:  not that big a pile
0.01%:  only being polite, as
0.01%:  a bit of thing lately
0.01%:  less of a thing to
0.01%:  this bell
0.01%:  a blessing, not
0.01%:  a binding
0.01%:  a big hon
0.01%:  all gone so
0.01%:  got a little bit of the
0.01%:  this pain
0.01%:  at the end of this alley, to
0.01%:  biting
0.01%:  definitely the best title in
0.01%:  not bad, she
0.01%:  this teenage boy, and
0.01%:  a silly idea
0.01%:  honestly not a big deal, the
0.01%:  also hitting
0.01%:  potential best
0.01%:  the best thing to do,
0.01%:  filling this
0.01%:  not listed on the list
0.01%:  been so long, that they
0.01%:  sentient, yeah
0.01%:  pointless to hide it,
0.01%:  the best thing yet to
0.01%:  a big hit on the planet
0.01%: , that
0.01%:  easy to get lost in the days
0.01%:  so sne
0.01%:  the best thing, please
0.01%:  the,
0.01%:  eight feet tall, it doesn
0.01%:  been said that life is the longest
0.01%:  at the end of all
0.01%:  only late at night, so
0.01%:  totally fine to say,
0.01%:  not the pills, the
0.01%:  an old feeling, that
0.01%:  been sitting at the top of his
0.01%:  a phase
0.01%:  not shy,
0.01%:  not the best of titles, is
0.01%:  one of the pleasant
0.01%:  totally big
0.01%:  been yelling at the top of its dis
0.01%:  so late in the day, is
0.01%:  sitting on the seat
0.02%:  sitting on the seat beside
0.01%:  tang
0.02%:  tangible, isn
0.01%:  the best pal a
0.01%:  a little intense, e
0.01%:  definitely not a ghost she
0.01%:  been a thing lately, is the
0.01%:  too bad that the feelings
0.01%:  this little dog, she
0.01%:  fine, this thing
0.01%:  tent
0.01%:  honestly the best one yet,
0.01%:  still one
0.01%:  that bad
0.01%:  as if the things
0.01%:  at the end of this page
0.01%:  one of the planet
0.01%:  this feeling, yeah?
0.01%:  in the spelling?
0.01%:  also hot
0.01%:  silly if
0.01%:  that old feeling is it
0.01%:  one night
0.01%:  in one of the little
0.01%:  a bit sad
0.01%:  only being polite, h
0.01%:  the title of the day
0.01%:  so fle
0.09%:  so fleeting and
0.07%:  so fleeting and yet
0.03%:  so fleeting, and
0.05%:  so fleeting, and yet it
0.02%:  so fleeting, yet
0.01%:  so fleeting, it
0.01%:  so fleeting and yet it
0.01%:  so fleeting yet
0.01%:  so fleeting and it
0.01%:  so fleeting and yet,
0.01%:  so fleeting, and it
0.01%:  so fleeting, this
0.01%:  so fleeting that
0.01%:  so fleeting, isn
0.01%:  so fleeting, so
0.01%:  so fleeting and bit
0.01%:  a little thing on top
0.01%:  definitely not a hob
0.01%:  the title of his best song,
0.01%:  only the best feeling this
0.01%:  only so that
0.01%:  a toy
0.01%:  a little to the side of his
0.01%:  gotten so bad, she
0.01%:  definitely eth
0.01%:  not polite, is
0.01%:  been a long hi
0.01%:  at the end of the lane, by
0.01%:  totally not an
0.01%:  been silly
0.01%:  fine to be lonely
0.01%:  this little thing of a
0.01%:  not a bad title, honestly
0.01%:  gold
0.01%:  a sentient ghost?
0.01%:  got a title that
0.01%:  the bl
0.01%:  a blessing, honestly
0.01%:  a ghost that
0.01%:  often so
0.01%:  not sad
0.01%:  all in the eye
0.01%:  that old feeling that isn
0.01%:  not a title she
0.01%:  a hit song
0.01%:  beside the point if they still
0.01%:  easy to get the pills in
0.01%:  that all
0.01%:  hello, not
0.01%:  at the end of the line, possibly
0.01%:  that old pal
0.01%:  that feeling, and the
0.01%:  this old feeling that says,
0.01%:  not sent
0.01%:  a test to see if the pills
0.01%:  played by the one
0.01%:  easy to get into this line
0.01%:  late to be doing that, isn
0.01%:  totally p
0.01%:  best to say it in
0.01%:  this fish
0.01%:  so intense, h
0.01%:  not possible, it feels
0.01%:  a deep feeling, not
0.01%:  to be honest, the
0.01%:  a ghost, yeah
0.01%:  only polite, and this is the best
0.01%:  being silent
0.01%:  the latest in line
0.01%:  totally fine, that doesn
0.01%:  not that big a hole
0.01%:  the latest sensation, they
0.01%:  a little bit insane
0.01%:  so life
0.01%:  a felt
0.01%:  this little thing, a
0.01%:  not a title he
0.01%:  on the sign beside the
0.01%:  a little on the nose, is it
0.01%:  standing at
0.01%:  only been the last eight days
0.01%:  only been the last eight days,
0.01%:  pants
0.01%:  good if it
0.01%:  one of the last bits
0.01%:  besides the point, it
0.01%:  only the last thing
0.01%:  in a bottle on the shelf?
0.01%:  a tangible entity of
0.01%:  that latest
0.01%:  so big, and yet
0.01%:  late in
0.03%:  late in the night
0.03%:  late in the day to
0.07%:  late in the day to be feeling
0.06%:  late in the day to be feeling this,
0.02%:  late in the day to be feeling so
0.01%:  late in the day, so
0.01%:  late in the day to be hitting
0.01%:  late in the day to be seeing
0.01%:  late in the night, so
0.01%:  late in the day to be this
0.01%:  late in the day to be seeing this
0.01%:  late in the day to get
0.01%:  been so long that the detail
0.01%:  all of the things
0.01%:  at the end of that list
0.01%:  fine, she totally does
0.01%:  fine, she totally does this
0.01%:  definitely pot
0.01%:  these pills, see
0.01%:  a little thing he does often,
0.01%:  a feeling that, despite not
0.01%:  the one in the gold
0.01%:  legit that
0.01%:  this tiny, old
0.01%:  only polite, and if
0.01%:  a little, tiny
0.01%:  test
0.01%:  no big deal, that one
0.01%:  not holding
0.01%:  besides the point that a
0.01%:  best not to let the
0.01%:  this nose
0.01%:  not that he needs to
0.01%:  one of the little bits
0.01%:  so honest, it
0.01%:  the best feeling, and yet also
0.01%:  silly things
0.01%:  a thing and
0.01%:  a falling
0.01%:  in the title of the postal
0.01%:  so distant, yet it
0.02%:  so distant, yet it feels
0.01%:  pot
0.01%:  potent,
0.01%:  sitting in the hall
0.01%:  totally a thing on
0.01%: , this
0.01%:  a shifting
0.01%:  fine, she gets this
0.01%:  easy to get lost in the eyes,
0.01%:  not in the little
0.01%:  definitely not that she let
0.01%:  been a little sad,
0.01%:  by phone
0.01%:  only got a
0.01%:  not polite, yes
0.01%:  standing by the pool,
0.01%:  a bit of a lengthy title isn
0.01%:  the big one that
0.01%:  a good sl
0.01%:  agent
0.01%:  too late, it feels
0.01%:  neat to see things
0.01%:  so pleasant to be feeling
0.01%:  been so long that, despite its
0.01%:  so fleeting that it
0.01%:  not as if things
0.01%:  a long list,
0.01%:  a little of both, isn
0.01%:  title
