know just enough about science for that to be really credible!!
41.65%:  think
1.86%:  need to start a science book club right
8.66%:  need to start a science book club right now!!
0.98%:  need to start a science book club with
1.01%:  need to start a science book club with you!!
0.63%:  need to start a science book club!!
0.45%:  need to start a science book club where
0.38%:  need to start a science club for grown
0.33%:  need to start a science club with
1.49%:  need to start a science club with you!!
0.32%:  need to start a science blog where
0.29%:  need to start a science book club for
0.26%:  need to start a science blog like
0.25%:  need to start a blog!!
0.25%:  look forward to telling science to sh
0.25%:  would really rather not go to
0.25%:  could be wrong about science itself
0.25%:  just reached the outer
0.25%:  thought it could only be science
0.25%:  told you this whole
0.25%:  forgot there was other science!!
0.25%:  would like for that to be true only
0.25%:  think you just brought science to bear to
0.25%:  could write a song
0.25%:  need to write a book about all of
0.25%:  should really get back to science after
0.25%:  really should write a book to
0.25%:  just thought of a way science could be real better
0.28%:  just thought of a way science could be real better!!
0.25%:  refuse to talk about science with anyone
0.25%:  feel like you just dou
0.25%:  should totally write a science book but not
0.25%:  was looking for the science
0.25%:  brought science
0.25%:  really ought to write that book before
0.25%:  think you just found al
0.25%:  feel like that would sort
0.25%:  thought you were born before
0.25%:  should go to the science club
0.25%:  just found a hole
0.28%:  just found a hole in science
0.25%:  forgot about all the science and just
0.25%:  could totally be right about these!!
0.25%:  need to talk to this guy about our
0.25%:  think you just tore down the science of
0.25%:  already know it
0.25%:  just figured out where all the t
0.25%:  really thought about it!!
0.25%:  need to get a book
0.25%:  thought you were all science and facts!!
0.25%:  think you just won the science o
0.25%:  forgot about the only real
0.25%:  could be wrong about all those other f
0.25%:  need to go think about how real
0.25%:  totally just got a new science
0.36%:  totally just got a new science book
0.25%:  think we all just agreed that our
0.27%:  think we all just agreed that our science
0.25%:  could be wrong about our entire science of the
0.25%:  thought you were solar
0.25%:  forgot that you could use
1.61%:  forgot that you could use science
0.25%:  could be wrong about science for the last
0.25%:  just thought of a science way to talk
0.25%:  forgot you knew about that science
0.25%:  think you just blew all of science at
2.75%:  think you just blew all of science at once!!
0.25%:  think you just cured science for real
0.25%:  only just figured out where that
0.25%:  just thought of a science idea but
0.25%:  look forward to science telling us that they are
0.25%:  totally think we just found science
0.25%:  just freaked out about how science
0.25%:  hate to burst your wild
0.25%:  really like where
0.25%:  just figured out how totally real
0.25%:  could be wrong about the science but they are still for
0.25%:  just blew a
0.51%:  just blew a giant
0.25%:  could write a book about science just by
0.25%:  should write a science book for the truly
0.25%:  just got all your
0.25%:  just found out there are other science
0.25%:  should be the one talking to you about
0.74%:  should be the one talking to you about science
1.28%:  should be the one talking to you about science!!
0.25%:  would truly
0.33%:  would truly like
0.43%:  would truly like to see
0.44%:  would truly like to see that
0.27%:  would truly like to see that science
0.25%:  think you just created a science bro who
0.25%:  wrote the book on science and
0.25%:  wrote a science book that turned
0.25%:  need to figure out how to talk trash
0.25%:  hate to be the one to bring you back to science
0.25%:  would like that to be our science
0.25%:  would like that to be our science fact
0.25%:  just hit on the
0.25%:  forgot about all the science you learn
0.26%:  forgot about all the science you learn when
0.25%:  think you just created a fourth science
0.25%:  would not argue that
0.25%:  just got the idea to call
0.25%:  just thought of a science nobody
0.25%:  think we just found all the cool science to
0.25%:  think you just won all the science tour
0.25%:  agree with your
0.25%:  could be wrong about all the science but for
0.25%:  just figured out all that science talk
0.25%:  just talked to science about
0.25%:  look forward to seeing you lecture
0.25%:  could be wrong about the final
0.25%:  could be right about another science
0.25%:  hate to agree with you for
1.16%:  hate to agree with you for once but
0.25%:  just got hit by a black hole science
0.25%:  would totally take that science course if
0.25%:  think you just won the actual
1.57%:  think you just won the actual science
0.56%:  think you just won the actual science debate
0.69%:  think you just won the actual science debate!!
0.52%:  think you just won the actual science debate for
0.26%:  think you just won the actual science lot
0.25%:  like those
0.25%:  could be wrong about the other fake bro
0.25%:  just totally figured out how real
0.25%:  just figured out how to eat all the cake!!
0.25%:  just got hit by a truck of science and then
0.25%:  really ought to be careful who
0.25%:  already know enough about this science to be
0.25%:  doubt
0.98%:  doubt it though
1.94%:  doubt it though because
0.86%:  doubt it though because science
0.50%:  doubt it though!!
0.37%:  doubt it!!
0.25%:  think the science just got away
0.25%:  would really rather not think about science too
0.25%:  had better get
0.25%:  would totally forget about the science
0.25%:  just figured out how science can be really
0.25%:  figured out the answer to our
0.25%:  just ignored all your counter
0.25%:  think you just grabbed the bull
0.25%:  just fell into your
0.25%:  think we just fell
0.25%:  would not say
0.25%:  think we all should
0.25%:  hate to break it to your science bud
0.25%:  need to go lie
0.25%:  could write a book for that one
0.25%:  clearly need to start blog
0.25%:  forgot black holes eat
0.25%:  just got science blown
0.32%:  just got science blown out
0.25%:  look forward to the science journey that gets
0.25%:  totally just took a
0.36%:  totally just took a science
0.25%:  just wrote a book before
0.25%:  just need you to know that the
0.25%:  should write a science book for both
0.25%:  brought this
0.25%:  could really go for those
0.25%:  just got hit by a science bullet of
0.25%:  need to figure out how to alter
0.25%:  think we all just created science for
0.25%:  could totally use that in a science
0.25%:  just argued with the
0.25%:  thought you were back in
0.25%:  think we all just got our science bon
0.25%:  just thought of a better way science could be a
0.25%:  fell
0.25%:  just feel like that could be wrong
0.25%:  just thought of actual dark
0.25%:  think you just won the global debate of
0.88%:  think you just won the global debate of science
0.41%:  think you just won the global debate of science!!
