means that not all dreams can come true!)
      0 100.00%: 
      1 185.90%:  rules
  24727 0.00%:  and common sense are at heart!)
  24728 0.00%:  secret!)
  24729 0.00%:  nerds can relate to that so
  24730 0.00%:  has last
  24731 0.00%:  tells us that one can not dream
  24732 0.00%:  tells us that a core
  24733 0.00%:  encountered all
  24734 0.00%:  concerns must
  24735 0.00%:  latter!)
  24736 0.00%:  endorses not the
  24737 0.00%:  calls to me as a
  24738 0.00%:  means more to me than treats)
  24739 0.00%:  underst
  24740 0.00%:  alerted us that a
  24741 0.00%:  has made a real monster out me
  24742 0.00%:  courses can
  24743 0.00%:  teaches us to dare not
  24744 0.00%:  can comment
  24745 0.00%:  can lead to unreal
  24746 0.00%:  has made me a loser man
  24747 0.00%:  hero alert
  24748 0.00%:  threatens to underm
  24749 0.00%:  can a
  24750 0.00%:  lesson cut
  24751 0.00%:  threatened us
  24752 0.00%:  and maths are a
  24753 0.00%:  and maths are a lot
  24754 0.00%:  and maths are a lot more
  24755 0.00%:  and maths are a constant
  24756 0.00%:  theater)
  24757 0.00%:  cases that
  24758 0.00%:  mood)
  24759 0.00%:  means a lot to ner
  24760 0.00%:  means a lot to nerds!)
  24761 0.00%: ) to the end
  24762 0.00%:  shared!)
  24763 0.00%:  names seem
  24764 0.00%:  has made me someone)
  24765 0.00%:  eats the most)
  24766 0.00%: ese
  24767 0.00%:  lets nature
  24768 0.00%:  cannot sound
  24769 0.00%:  and later
  24770 0.00%:  can tell us more than romance!)
  24771 0.00%:  must etern
  24772 0.00%:  teaches me to reaaaa
  24773 0.00%:  decrees that no true
  24774 0.00%:  and common sense are all the arm
  24775 0.00%:  sure collect
  24776 0.00%:  attract me
  24777 0.00%:  lesson mode
  24778 0.00%:  can do no harm unless
  24779 0.00%:  touched a
  24780 0.00%:  commendeth all)
  24781 0.00%:  can score
  24782 0.00%:  reasons later
  24783 0.00%:  encountered)
  24784 0.00%:  dreams sh
  24785 0.00%:  must at
  24786 0.00%:  should seem
  24787 0.00%:  has sent me on a road
  24788 0.00%:  teaches us all to contend
  24789 0.00%:  has made me a late
  24790 0.00%:  means months
  24791 0.00%:  scorns not the
  24792 0.00%:  selected a
  24793 0.00%:  alone has made me a one man
  24794 0.00%:  has made me a teen
  24795 0.00%:  has led me on a monument
  24796 0.00%:  means so much to met and
  24797 0.00%:  school name
  24798 0.00%: ner
  24799 0.00%:  tells us that tracer
  24800 0.00%:  charmed
  24801 0.00%:  and reason are the salt to
  24802 0.00%:  teaches us to dream no car
  24803 0.00%:  means more to me than a dent
  24804 0.00%:  and sanct
  24805 0.00%:  means a lot to me as an adult)
  24806 0.00%:  does mer
  24807 0.00%:  detracts a
  24808 0.00%:  does that to meee
  24809 0.00%:  has at least made me cool)
  24810 0.00%:  has made me a more trust
  24811 0.00%:  renounces all others
  24812 0.00%:  alone has made me res
  24813 0.00%:  has no morale!)
  24814 0.00%:  has led me on a real tour
  24815 0.00%:  has lead me to come
  24816 0.00%:  seems to do that al
  24817 0.00%:  tells me) a
  24818 0.00%:  marches on to meet us all at
  24819 0.00%:  holes!)
  24820 0.00%:  tells us no one can match
  24821 0.00%:  means a lot to me e
  24822 0.00%:  has also made me at
  24823 0.00%:  has made me a tools
  24824 0.00%:  that conduct
  24825 0.00%:  teaches us not to eat land
  24826 0.00%:  are rules
  24827 0.00%:  end statement
  24828 0.00%:  modes are
  24829 0.00%:  has at least made me cut
  24830 0.00%:  has at least made me cuter!)
  24831 0.00%:  tells me not to d
  24832 0.00%:  means to me the most accurate
  24833 0.00%:  means to me the most accurate and
  24834 0.00%:  tells us that once can
  24835 0.00%:  tells me the sun don
  24836 0.00%:  tolerances
  24837 0.00%:  can lead us on a short le
  24838 0.00%:  alerted me to the moral
  24839 0.00%:  reaches)
  24840 0.00%:  cannot tell me the reason!)
  24841 0.00%:  school turns
  24842 0.00%:  teachers consult
  24843 0.00%:  creates cred
  24844 0.00%:  teaches cool
  24845 0.00%:  also acts
  24846 0.00%:  commands us all to recreate the
  24847 0.00%:  rule com
  24848 0.00%:  scented
  24849 0.00%:  and reason are all that most
  24850 0.00%:  sure cannot
  24851 0.00%:  teaches us not to en
  24852 0.00%:  and reason are so ent
  24853 0.00%:  can teach us to dream as
  24854 0.00%:  has led to an
  24855 0.00%:  has led to an accurate
  24856 0.00%:  and the arts are not alone!)
  24857 0.00%:  ras
  24858 0.00%:  ones are
  24859 0.00%:  cheated on me at least
  24860 0.00%:  teaches us all not to eat)
  24861 0.00%:  actors)
  24862 0.00%:  has enumer
  24863 0.00%:  screens me
  24864 0.00%:  tells us that a conno
  24865 0.00%:  endorses all three!)
  24866 0.00%:  maroons
  24867 0.00%:  shreds man
  24868 0.00%:  at least lets me read com
  24869 0.00%:  commands us all to march)
  24870 0.00%:  tale!)
  24871 0.00%:  means a lot to a red
  24872 0.00%:  must endorse
  24873 0.00%:  alerted to the term
  24874 0.00%:  threatens to steal me and
  24875 0.00%:  tossed her
  24876 0.00%:  has come to me real late
  24877 0.00%:  amuses me to
  24878 0.01%:  amuses me to no end)
  24879 0.00%:  attend all
  24880 0.00%:  can lead us to create the
  24881 0.00%:  can lead us to create the most
  24882 0.00%:  can lead us to create the most mar
  24883 0.00%:  has done me some un
  24884 0.00%:  and romance are the one!)
  24885 0.00%:  teaches me not to sl
  24886 0.00%:  scares me too much!
  24887 0.00%:  last date
  24888 0.00%:  means a lot to a research
  24889 0.00%:  sends no
  24890 0.00%:  leads me to a more natural state
  24891 0.00%:  matters to me and not
  24892 0.00%:  made me a much less
  24893 0.00%:  tells us that) don
  24894 0.00%:  has made me a loser a total
  24895 0.00%:  can lead us to that sort
  24896 0.00%:  means a lot to us d
  24897 0.00%:  column three
  24898 0.00%:  condemns us all to heart
  24899 0.00%:  can tell me that to
  24900 0.00%:  cannot attend
  24901 0.00%:  mannn
  24902 0.00%:  means a lot to me that dream
  24903 0.00%:  calls some
  24904 0.00%:  has made me a real mart
  24905 0.00%:  and therm
  24906 0.00%:  and reason are the total sum
  24907 0.00%:  calculated to
  24908 0.00%:  hates us too)
  24909 0.00%:  means a lot to me and them
  24910 0.00%:  teaches us not to) med
  24911 0.00%:  sent a
  24912 0.00%:  cheated on me a
  24913 0.00%:  cheated on me a lot
  24914 0.00%:  has made me start a lot more
  24915 0.00%:  means more to me than unal
  24916 0.00%:  has led me to an actual
  24917 0.00%:  has dealt me one more c
  24918 0.00%:  has non
  24919 0.00%:  enumerated
  24920 0.00%:  has told me some terr
  24921 0.00%:  teaches none
  24922 0.00%:  not our
  24923 0.00%:  school and
  24924 0.00%:  come a
  24925 0.00%:  as a tool can
  24926 0.00%:  also made me lose a race
  24927 0.00%:  hates us mortal men
  24928 0.00%:  marches on unrelated to me)
  24929 0.00%: ch
  24930 0.00%:  means alot to me and has
  24931 0.00%:  tells me that means no more)
  24932 0.00%:  has at least one unre
  24933 0.00%:  has dealt me a sore
  24934 0.00%:  tells us) there are a
  24935 0.00%:  also made me late once)
  24936 0.00%:  has a) moral
  24937 0.00%:  treats matters
  24938 0.00%:  he doesn
  24939 0.00%:  has made me a loser 
  24940 0.00%:  means more to me than a clean cut!)
  24941 0.00%:  school matters
  24942 0.00%:  and romance are the most un
  24943 0.00%:  has ensured me one
  24944 0.00%:  teaches us all to trem
  24945 0.00%:  alerted us to the most
  24946 0.00%:  and reason are the last to
  24947 0.00%:  tells us that one man can create
  24948 0.00%:  shout)
  24949 0.00%:  collector
  24950 0.00%:  too teaches
  24951 0.00%:  also told me that an aster
  24952 0.00%:  nerds can eat that last
  24953 0.00%:  out al
  24954 0.00%:  means succeed
  24955 0.00%:  startes
  24956 0.00%:  has dealt me some real cr
  24957 0.00%:  needs to learn the most!)
  24958 0.00%:  amused me at
  24959 0.00%:  amused me at the start
  24960 0.00%:  amused me at school
  24961 0.00%:  damns me to eternal rest!)
  24962 0.00%:  also led me to crush
  24963 0.00%:  can teach us all to dream so
  24964 0.00%:  returned stolen
  24965 0.00%:  learned as
  24966 0.00%:  has cursed me a lot!)
  24967 0.00%:  and math are so cute)
  24968 0.00%:  has made me lose more at
  24969 0.00%:  and me are on terms
  24970 0.00%:  has made me scream a
  24971 0.00%:  has made me scream a lot!)
  24972 0.00%:  has also made me cel
  24973 0.00%:  cheated me outta romance
  24974 0.00%:  and the real are one)
  24975 0.00%:  tells us that not a damn
  24976 0.00%:  tells me that a moment doesn
  24977 0.00%:  has made me an orator
  24978 0.00%:  measures man
  24979 0.00%:  ensures her
  24980 0.00%:  date has
  24981 0.00%:  has made me a reluctant star!)
  24982 0.00%:  dance)
  24983 0.00%:  recommends that all men use
  24984 0.00%:  also told me that teen
  24985 0.00%:  nerds can relate to me on
  24986 0.00%:  tells us that) men are men
  24987 0.00%:  route!)
  24988 0.00%:  tells us a man cannot create
  24989 0.00%:  teaches me not to mar
  24990 0.00%:  states our
  24991 0.00%:  dames
  24992 0.00%:  has also made me unrom
  24993 0.00%:  has also made me unromant
  24994 0.00%:  nerds are the coolest at
  24995 0.00%:  means customer
  24996 0.00%:  alerted to the trans
  24997 0.00%:  has dealt me one more sm
  24998 0.00%:  has told me no true
  24999 0.00%:  must re
  25000 0.00%:  has dealt me some cur
  25001 0.00%:  to the rescue! and to
  25002 0.00%: ) had
  25003 0.00%:  has led me to some unt
  25004 0.00%:  teaches us not to eat made
  25005 0.00%:  tells us that no one e
  25006 0.00%:  could tear
  25007 0.00%:  means more to me than cause)
  25008 0.00%:  can lead us to start
  25009 0.00%:  has at least one core
  25010 0.00%:  start a
  25011 0.00%:  students on
  25012 0.00%:  came to me as the
  25013 0.00%:  came to me as the result
  25014 0.00%:  learned here
  25015 0.00%:  cats out
  25016 0.00%:  constants rule
  25017 0.00%:  sentence not
  25018 0.00%:  teaches us to read a lot!)
  25019 0.00%:  has lead me to learn a
  25020 0.00%:  consultant!
  25021 0.00%:  let me do that last one
  25022 0.00%:  eludes
  25023 0.00%:  alone has made me ren
  25024 0.00%:  means more to me than trust!)
  25025 0.00%:  clouds are
  25026 0.00%:  has rec
  25027 0.00%:  tells us that one cannot ade
  25028 0.00%:  has made me a true romance
  25029 0.00%:  last used
  25030 0.00%:  and reason are all that comes
  25031 0.00%:  and math are almost a sure
  25032 0.00%:  means a lot to me and central
  25033 0.00%:  letters
  25034 0.00%:  tells us that one can create no
  25035 0.00%:  cum la
  25036 0.00%:  tells me to do the same!)
  25037 0.00%:  cures the cold)
  25038 0.00%:  to the) real
  25039 0.00%:  endorses truth not
  25040 0.00%:  tells us that none can dream
  25041 0.00%:  round!
  25042 0.00%:  treats romance
  25043 0.00%:  alone has made me more c
  25044 0.00%:  rules too)!
  25045 0.00%:  shall succeed
  25046 0.00%:  does the same to actual real
  25047 0.00%:  transcendant
  25048 0.00%:  has made me act alone once
  25049 0.00%:  attracts me so much more!)
  25050 0.00%:  more truth
  25051 0.00%:  traced
  25052 0.00%:  has at least made me learn!)
  25053 0.00%:  scratch)
  25054 0.00%:  attends
  25055 0.00%:  rates out
  25056 0.00%:  has no more secure al
  25057 0.00%:  attracts me as an
  25058 0.00%:  stars that
  25059 0.00%:  teaches modern
  25060 0.00%:  renounces her name)
  25061 0.00%:  earns me an honest
  25062 0.00%:  cannot asc
  25063 0.00%:  does that to me! )
  25064 0.00%:  lets me do the same!)
  25065 0.00%:  has caused me not to eat meat
  25066 0.00%:  has tools
  25067 0.00%:  and reason are the 
  25068 0.00%:  detaches
  25069 0.00%:  total here
  25070 0.00%:  rules at least that one area
  25071 0.00%:  means more to me than tert
  25072 0.00%:  let someone
  25073 0.00%:  can do more than stem
  25074 0.00%:  can do more than stem cell
  25075 0.00%:  has made me alone a
  25076 0.00%:  leads each
  25077 0.00%:  scorns me here)
  25078 0.00%:  scenes!)
  25079 0.00%:  noun
  25080 0.00%:  cannot cut
  25081 0.00%:  can at least teach me to reason
  25082 0.00%:  has made me lean more
  25083 0.00%:  counsels re
  25084 0.00%:  hates to see me do
  25085 0.00%:  tells us that a room
  25086 0.00%:  or at least the real
  25087 0.00%:  has made me more accurate to
  25088 0.00%:  counteract
  25089 0.00%:  tells me not to sne
  25090 0.00%:  tells me not to sneer at
  25091 0.00%:  comment means
  25092 0.00%:  sneers at all that
  25093 0.00%:  remasters
  25094 0.00%:  commots
  25095 0.00%:  means more to me than a dear
  25096 0.00%:  used to call me at
  25097 0.00%:  used to call me at home)
  25098 0.00%:  used to call me at home!)
  25099 0.00%:  seemed much
  25100 0.00%:  nerds can come home
  25101 0.00%:  tells us no one can teach
  25102 0.00%:  there at
  25103 0.00%:  has come to me as natural a
  25104 0.00%:  means more to me than casual cr
  25105 0.00%:  states eternal
  25106 0.00%:  run cold
  25107 0.00%:  or commerce
  25108 0.00%:  alone has made me outcast!)
  25109 0.00%:  earns me more chances
  25110 0.00%:  march across
  25111 0.00%:  means so much to a cart
  25112 0.00%:  has sent me to eternal
  25113 0.00%:  rrules
  25114 0.00%:  latest casual
  25115 0.00%:  schmeesance)
  25116 0.00%:  smothered me at
  25117 0.00%:  means more to me than alas!)
  25118 0.00%:  has made me almost late to
  25119 0.00%:  and romance are at the least
  25120 0.00%:  renounces her!)
  25121 0.00%:  and clear
  25122 0.00%:  also told me that sm
  25123 0.00%:  has made me) cooler
  25124 0.00%:  research dates
  25125 0.00%:  has made me a man no
  25126 0.00%:  leads me to a correct
  25127 0.00%:  can tell me the stars are a
  25128 0.00%:  named her
  25129 0.00%:  has a) rule
  25130 0.00%:  also lost
  25131 0.00%:  has led me to natural
  25132 0.00%:  demoral
  25133 0.00%:  threatened too
  25134 0.00%:  has caused me not once
  25135 0.00%:  means more to me than an alterc
  25136 0.00%:  means more to me than a sle
  25137 0.00%:  that made me an astronaut on
  25138 0.00%:  comments sound
  25139 0.00%:  tells us not to cheat and
  25140 0.00%:  has at least let me read
  25141 0.00%:  at least has made me a lot
  25142 0.00%:  sends me a letter a
  25143 0.00%:  sends me a letter a month
  25144 0.00%:  sends me a letter a month!)
  25145 0.00%:  sends me a letter a month)
  25146 0.00%:  means rather
  25147 0.00%:  alerted to the re
  25148 0.00%:  does cheer
  25149 0.00%:  has led me to curse
  25150 0.00%:  not dream
  25151 0.00%:  lead)
  25152 0.00%:  teaches us to all to
  25153 0.00%:  here en
  25154 0.00%:  rules to the core and
  25155 0.00%:  tells us that no one can care
  25156 0.00%:  can teach us to dream smaller
  25157 0.00%:  tells us that metam
  25158 0.00%:  means more to me than adulter
  25159 0.00%:  cheated me so!)
  25160 0.00%:  tells us no matter can
  25161 0.00%:  lecture here
  25162 0.00%:  has done me some real turn
  25163 0.00%:  does that to me all)
  25164 0.00%:  charades
  25165 0.00%:  reacts to that one!)
  25166 0.00%:  can!)
  25167 0.00%:  has made a lot more accurate)
  25168 0.00%:  teachers lo
  25169 0.00%:  has located
  25170 0.00%:  tells us that a correct and
  25171 0.00%:  alone has made me so clear
  25172 0.00%:  had all
  25173 0.00%:  treated us
  25174 0.00%:  has made a real smart
  25175 0.00%:  has made me lose)
  25176 0.00%:  cannot tolerate the delus
  25177 0.00%:  does not let the user
  25178 0.00%:  and common sense are a mature
  25179 0.00%:  sure held
  25180 0.00%:  uses elect
  25181 0.00%:  has made me a soc
  25182 0.00%:  hates a lot!)
  25183 0.00%:  documents almost
  25184 0.00%:  tournaments
  25185 0.00%:  has made me a crot
  25186 0.00%:  used to call me at three
  25187 0.00%:  has also made me neat
  25188 0.00%:  manual theme
  25189 0.00%:  and reason are at last the
