FOR WHAT I CAN ONLY DESCRIBE AS "AWESOME REASONS"
34.88%:  RE
0.02%:  FOR SOME HORSE EATIN
0.02%:  FOR WHAT REASON I CAN ONLY DESCRIBE AS A "ME
0.02%:  FOR REAL REASONS WHY DO I
0.02%:  SOME REASON ONLY I CAN DESCRIBE AS "HO
0.02%:  FOR NAT
0.02%:  CHESS AND REL
0.02%: FOR B
0.02%:  FOR OTHER REASONS B
0.20%:  FOR OTHER REASONS BESIDES C
0.10%:  FOR OTHER REASONS BESIDES WIN
0.05%:  FOR OTHER REASONS BESIDES "
0.05%:  FOR OTHER REASONS BESIDES MY
0.03%:  FOR OTHER REASONS BESIDES A
0.03%:  FOR OTHER REASONS BASE
0.04%:  FOR OTHER REASONS BASED ON MY
0.04%:  FOR OTHER REASONS BASED ONLY
0.03%:  FOR OTHER REASONS BASED IN
0.02%:  FOR SOME REASON I CAN ST
0.02%:  FOR SOME REASON I DECLINE TO SAY WH
0.02%:  FOR SOME REASON THOR
0.02%:  A BR
0.03%:  A BRIEF CON
0.02%:  FOR AN AWESOME CH
0.02%:  AWESOME REASONS AND AL
0.03%:  AWESOME REASONS AND ALSO TO
0.03%:  AWESOME REASONS AND ALSO FOR
0.03%:  AWESOME REASONS AND ALSO BE
0.02%:  FOR AN EARLY D
0.02%:  FOR MORE CHEAT
0.02%:  ANYONE WITH
0.02%:  A LESSON IN THE
0.02%:  A LESSON IN THE AR
0.02%:  SOME REASON TODAY I F
0.02%:  SOME HO
0.02%:  FOR SOME REASON ONLY I CAN DESCRIBE AS HA
0.02%:  FOR CLAS
0.02%:  FOR SOME REASON WHEN I W
0.02%:  MY SECRET HORSE LESS
0.02%: CA
0.07%: CAREER AD
0.05%: CARE AND
0.04%: CAREERS
0.02%:  SOME HORSE FR
0.02%:  ANY OTHER REASON BESIDES SE
0.02%:  FOR REASONS THE
0.02%:  SOME WAT
0.02%:  SOME WATER FOR
0.02%:  SOME WATER AND
0.02%:  FOR WHAT REASON I NE
0.02%:  FOR HORSE AND BO
0.02%:  THE REAL REASONS FOR
0.02%:  FOR A REASON ALSO IN
0.02%:  HORSE RACES AND ST
0.02%:  SOME HORSE RELATED REASON OB
0.02%:  FOR SOME REAL S
0.02%:  "SOME REASON" OR OTHER
0.02%:  SOMEONE HAS BEEN STE
0.02%:  FOR SOME REASON I NEED HORSE STAB
0.02%:  REASONS HORSES NE
0.03%:  REASONS HORSES NEED TO BE
0.02%:  FOR MORE REASONS THAN CAN BE EASILY SA
0.02%:  FOR SOME REASON WORSE THAN AL
0.02%:  FOR NO REASON I CAN SEEM
0.03%:  FOR NO REASON I CAN SEEM TO RE
0.02%:  FOR SOME WEIRD REASON ONLY I CAN S
0.02%: FOR SOME REASON WHAT
0.02%:  FOR SOME LESSONS I
0.02%:  FOR SOME HORSE WIS
0.02%:  REAL REASONS BASED ON WHAT WE
0.02%:  FOR MORE LESSONS ON WHAT IS
0.02%:  FOR SOME REASON ONLY I CAN DESCRIBE AS "WHEW
0.02%:  FOR REASONS ALREADY A
0.02%:  FOR IDEAS ON HOW TO BE
0.02%:  FOR SOME HORSE WAN
0.02%:  RANDOM REASONS I TH
0.02%:  MORE REASONS WHY I NE
0.04%:  MORE REASONS WHY I NEED TO BE
0.03%:  MORE REASONS WHY I NEED TO LE
0.04%:  MORE REASONS WHY I NEED TO LEAR
0.02%:  "SOCIAL REASONS" AS
0.02%:  FOR MORE TH
0.02%:  FOR MORE THAN A
0.02%:  ANYONE ELSE TO
0.02%:  A HORSE REASON I CANNOT DES
0.02%:  WHAT REASON I NOW CAN
0.02%:  SOME REASON NOW I FEEL RE
0.02%: REASONS OTHER
0.02%:  SOME REASON IT LO
0.02%:  REAL HORSE M
0.02%:  REAL HORSE MAN
0.02%:  FOR REAL HORSES CAN
0.02%:  SECRET HORSE REASONS I D
0.02%:  FOR AWESOME REASONS I NEED A
0.02%:  FOR MORE REASONS THAN DIS
0.02%:  FOR HORSE N
0.02%:  SOME STABLE REASONS INDE
0.02%:  FOR REAL THO
0.02%:  SOME REASON I FEEL A CRA
0.02%:  FOR BASIC HORSE ANATOMY REASONS I CAN
0.02%:  FOR SOMEONE WHO NEEDS C
0.02%:  FOR SOME REASON THE BAR
0.02%:  FOR SOME REASON THE REASONS BECA
0.02%:  FOR A REASON I CAN ONLY DESCRIBE AS "SOME WHAT E
0.02%:  FOR A HORSE AD
0.02%:  SOME REASON IT HAS BEEN A
0.02%:  FOR SOME REASON I LOSE TR
0.02%: FOR REAL REASONS I CAN
0.02%:  CHESS ME
0.02%:  FOR ANOTHER SER
0.02%:  FOR SOME REASON A CH
0.02%:  FOR SOME REASON A HORSE IS ACT
0.02%:  AN AWESOME HORSE RE
0.02%:  SOME WEIRD REASON I W
0.02%:  FOR SOME REASON IT SAYS ON
0.02%:  A REASON I DARE NOT SHARE Y
0.02%:  HORSE RELATED CO
0.02%:  SOME REASON I FEEL DR
0.02%:  MORE TAL
0.02%:  CHESS AND S
0.02%: SOME HORSE S
0.02%:  SOME REAL HORSE CON
0.02%:  FOR SOMEONE I
0.02%:  "CLE
0.02%:  A HORSE RELATED REASON I WAS
0.02%:  FOR REAL AWESOME REASONS NOT
0.02%:  FOR LESSONS IN HORSE COM
0.02%:  CLASSY TIME
0.02%:  FOR AN AWESOME N
0.02%:  SOME REASON I CAN FEEL A C
0.02%:  FOR SOME REASON ONLY I CAN A
0.02%:  FOR ANY REASON I CAN CHOOSE RE
0.02%:  FOR MOT
0.02%:  FOR SOME REASON BRE
0.02%:  A MANLY
0.02%:  FOR AWESOME REASONS THO
0.02%:  OTHER DE
0.02%:  FOR A REASON I CAN ONLY DESCRIBE AS TE
0.02%:  SOME SECRET REASON OF
0.02%:  FOR MY HORSE REAL
0.02%:  FOR REASONS I DO NOT C
0.02%:  FOR SOME REASON THIS IS NOW A C
0.02%:  FOR REAL HORSE D
0.02%:  SOME CLASSY
0.02%:  MORE REASONS THAN I CAN DESCRIBE O
0.02%:  REASONS I CAN ONLY DESCRIBE AS "HA
0.02%:  WHAT REASON NO
0.02%:  FOR CHEESE ORAN
0.02%:  MORE REASONS THAN I CAN EASILY R
0.02%:  FOR SOME REASON A HORSES
0.02%:  FOR ONE REAL REASON THIS
0.02%:  HORSE WED
0.02%:  FOR A BR
0.02%:  AN AWESOME CHESS TO
0.02%:  FOR DINNER OR
0.02%:  FOR SOME REASON SEE
0.02%:  FOR SOME REASON THIS CAN
0.02%:  FOR SOME REASON I SENSE TH
0.02%:  FOR SOME REASON A HORSE AT
0.02%:  SOMEONE ELSE WHO WANTS A
0.02%:  FOR THE SAME REASON I ALREADY W
0.02%:  SOME HORSE REASONS I NE
0.02%:  FOR SOME REASON NOT DESCRIBE
0.02%:  FOR CHESS RELATED REASONS I CAN NE
0.02%:  FOR SOME REASON I NEED A CH
0.02%:  SOME REASON I ALWAYS WIN TH
0.02%:  FOR SOME REASON YES I
0.02%:  FOR SOME REASON I ALSO WANTED A
0.02%:  FOR EH
0.02%:  MORE REASONS THAN WE ARE
0.02%: FOR ANY REASON REAL
0.02%:  FOR CHEESE TO
0.02%:  REASONS BESIDES THE ONE I
0.02%:  FOR AWESOME REASONS I CAN NOT RE
0.02%:  REASONS ONLY I CAN DIS
0.02%:  AWESOME HORSE AN
0.02%:  A LOT OF REASONS RE
0.02%:  FOR SOME REASON WHEN I SAY ST
0.02%:  FOR ANY REASON BESIDES CH
0.02%:  FOR RANDOM HORSE ST
0.02%:  REASONS THAN
0.02%:  FOR NO REASON SO
0.02%:  FOR SOME REASONS I CANNOT E
0.02%:  "REASONS" AS
0.02%:  MY HORSE DO
0.05%:  MY HORSE DOCTOR
0.05%:  MY HORSE DOES NOT
0.02%:  FOR SOME REASON I HAD A B
0.02%:  FOR SOME REASON THERE WAS A DON
0.02%:  REASONS I CAN ONLY DESCRIBE AS "OR
0.02%:  FOR SOME REASON THERE IS ON
0.02%:  FOR SOME REASON IT SAYS HERE I CAN ON
0.02%:  REAL REASONS INSTEAD OF S
0.02%:  REAL REASONS MAN
0.02%:  DAILY HORSE MASS
0.02%:  FOR SOME HORSES CO
0.02%:  SOME HORSE REASON IN
0.02%:  FOR SOME REASON I CAN ALWAYS WIN A
0.02%:  FOR SOME REASON A HORSE SE
0.02%:  MORE HORSEY RE
0.02%:  FOR AWESOME REASONS NOW I
0.02%:  FOR OTHER REASONS DON
0.02%:  SOME ACTION
0.02%:  FOR SOME REASON I CANNOT SEE WH
0.02%:  FOR SOME HORSE SLE
0.02%:  FOR LESSONS ON HORSE M
0.02%:  FOR THE SAME REASONS I DO
0.02%:  FOR AWESOME REASONS ALSO I
0.02%:  HORSES R
0.02%:  "HORSE TIME
0.02%:  A CERTAIN H
0.04%:  A CERTAIN HORSE N
0.03%:  A CERTAIN HORSE NAMED S
0.02%:  A CERTAIN HORSE AND
0.02%:  A CERTAIN HORSE RE
0.02%:  CHESS BAS
0.02%:  FOR A HORSE NAMED A
0.02%:  ANOTHER SERIES OF S
0.02%:  FOR SOME REASON I CAN ONLY BEAR THIS
0.02%:  REASONS I CAN ONLY HO
0.02%:  FOR REAL REASONS IT CAN
0.02%:  ANOTHER WEE
0.02%:  SOCIAL REASONS OF
0.02%:  SECRET REASONS O
0.02%:  ROAST
0.05%:  ROAST HORSE LE
0.03%:  ROAST HORSE ME
0.02%:  MODERN HORSE ST
0.02%:  FOR NO REASON I CAN DE
0.02%:  FOR SOCIAL REASONS IT
0.02%:  FOR SOME HORSEY D
0.02%:  REASONS OB
0.02%:  REASONS DE
0.02%:  FOR A REASON I CAN NOW
0.02%:  AWESOME TOWEL D
0.02%:  FOR SECRET SER
0.02%:  FOR CERTAIN REASONS I LE
0.02%:  SOME REASON IT NOW O
0.02%:  FOR SOME REASON WHAT I W
0.02%:  FOR MORE REASONS THEN I CAN S
0.02%:  FOR SOME OTHER REASON BESIDES "WIN
0.02%:  REASONS BEYOND THE REALM OF W
0.02%:  FOR SOME REASON WORSE THAN I ALWAY
0.02%:  FOR ANY REASON I CAN CRE
0.02%:  ERRORS I
0.02%:  FOR SOME HORSE SECRET
0.02%:  MORE REASONS THAN CAN BE CO
0.02%:  MORAL REASONS IT
0.02%:  CHESS REASONS A
0.02%:  HORSE AND BO
0.02%:  FOR HORSE RELATED COM
0.02%:  FOR NO REASON AL
0.02%:  REASONS SOMEHOW NOT
0.02%:  FOR DINOS
0.02%:  SOME SOCIAL REASONS I CANNOT D
0.02%:  FOR A REASON I CAN ONLY DESCRIBE AS "SOME W
0.02%:  FOR REAL REASONS IS THIS
0.02%:  SOME REASON I CANNOT DESCRIBE E
0.02%: REASONS I DARE NOT RE
0.02%:  HORSE RELATED EN
0.02%:  FOR SOME WEIRD REASON THIS ONE
0.02%:  FOR REASONS BEYOND WHAT IS
0.02%:  FOR LESSONS IN CH
0.02%:  MORAL R
0.02%:  "HORSE RELATED NE
0.02%:  FOR A REASON W
0.02%:  SECRET REASONS AND AL
0.04%:  SECRET REASONS AND ALSO FOR
0.03%:  SECRET REASONS AND ALSO BE
0.02%:  FOR SOME REASON IT A
0.02%:  FOR SOME REASON I CANNOT EASILY AR
0.02%:  CERTAIN REASONS ALREADY M
0.02%:  FOR A LESSON IN HORSEY
0.02%: FOR REASONS WH
0.02%:  FOR MORE CHESS AWARE
0.02%:  SOME STABLE REASON I
0.02%:  SECRET REASONS BE
0.02%:  FOR WHAT REASON I CAN ONLY BARE
0.02%:  FOR MORAL REASONS INDE
0.02%:  FOR ANSWERS ON THE
0.02%:  FOR ONE MORE CON
0.02%:  SOME REASON THEY ARE CLO
0.02%:  SOME REASON THEY ARE CLOSED FOR
0.02%:  REASONS I CAN ONLY DESCRIBE AS O
0.02%:  ANOTHER REAL RE
0.02%:  FOR MORE REASONS THAN I CAN BAS
0.02%:  OTHER REASONS S
0.02%:  "SOME REASON" WH
0.02%:  FOR AWESOME REASONS I C
0.03%:  FOR AWESOME REASONS I CANT
0.02%:  FOR A HORSE WAL
0.02%:  FOR MEDICAL REASONS THERE IS
0.02%:  FOR A REASON I CANNOT EAS
0.04%:  FOR A REASON I CANNOT EASILY DES
0.02%:  FOR SOME REASON DEN
0.02%:  FOR CHESS TE
0.02%:  FOR SOME "REASONS" WH
0.02%:  A REASON I CAN ONLY DESCRIBE AS SOMEHOW AW
0.02%:  STABLE NE
0.02%:  WHAT REASON I CAN ONLY DESCRIBE AS "R
0.02%:  A REASON I CAN ONLY DESCRIBE AS "HEARTS
0.02%:  FOR SOME REASON THERE IS AN A
0.02%:  FOR SOME REASON I CAN ALREADY SE
0.02%:  FOR SOME REASON I CAN ALREADY SEE THIS
0.02%:  FOR A RIDE ON THE
0.02%:  SOME REASON I CAN ONLY DESCRIBE AS R
0.02%:  FOR SOME REASON DEAR
0.02%:  FOR "HORSE B
0.02%:  FOR HONE
0.06%:  FOR HONEST RE
0.02%:  FOR HONEST REASONS I
0.02%:  SOME HONEST REASON I FOR
0.02%:  SOME REASON HE
0.02%:  MORE DETAILS ON H
0.24%:  MORE DETAILS ON HORSE C
0.02%:  LAR
0.02%:  FOR SOME 
0.02%:  FOR SOME REASON TODAY I LI
0.02%:  REASONS I MAY NE
0.02%:  A REASON I CAN ONLY DESCRIBE AS "SOME"
0.02%:  FOR SOME HORSE REASONS LI
0.02%:  FOR STABLE D
0.02%:  FOR WHAT ARE
0.02%:  FOR MORE CHESS TO
0.02%:  AWESOME REASONS I CAN T
0.02%:  FOR REAL HORSES IN
0.03%:  FOR REAL HORSES IN ACTION
0.02%:  MORE HORSE RELATED INS
0.02%:  FOR A CHAR
0.02%:  FOR A HORSE NAMED AL
0.02%:  FOR CHESS NE
0.02%:  FOR HORSES AS
0.02%:  FOR SOME REASON THIS WAS REAL
0.02%:  FOR ANY REASON I CAN ACT
0.02%:  FOR SOME REASON I CAN ONLY DESCRIBE AS HAT
0.02%:  FOR REAL REASONS ONE
0.03%:  FOR REAL REASONS ONE TIME
0.02%:  FOR A LESSON ON THE
0.02%:  FOR ANOTHER MAN
0.02%:  ANY REASON ALSO W
0.02%:  FOR SOME REASON I NOW DESIRE THE
0.02%:  ANOTHER SE
0.15%:  ANOTHER SESSION
0.07%:  ANOTHER SESSION OF C
0.05%:  ANOTHER SESSION OF "
0.02%:  FOR MORE E
0.02%:  FOR MORE REASONS THAN I CAN SL
0.02%:  CHESS RELATED REASONS R
0.02%:  AWESOME REASONS OF WH
0.02%:  FOR SOME REASON REASON WHY
0.02%:  FOR SOME HORSE REASON I NE
0.02%:  ANOTHER AWESOME B
0.02%:  SOME REASON I CHOSE NOT
0.02%:  FOR SOME REASONS ALREADY IN THE W
0.02%:  ONLY THE MO
0.02%:  REAL REASONS WHATE
0.02%:  FOR A SECRET MISSION ONLY HE CAN RE
0.02%:  FOR SOME REASON WHY I WO
0.02%:  FOR HORSES CAN BE
0.02%:  FOR SOME CHESS A
0.02%:  FOR "HORSE"S
0.02%:  FOR SOME REASON WHY I WAS
0.02%:  AWESOME SE
0.11%:  AWESOME SECRETS
0.08%:  AWESOME SECRET REASONS I
0.05%:  AWESOME SECRET REASONS WH
0.03%:  AWESOME SECRET REASONS OF
0.03%:  AWESOME SECRET REASONS IN
0.02%:  AWESOME SESSION
0.02%:  HORSE EATIN
0.02%:  TOO MANY REASONS I DARE
0.02%:  FOR MY HORSE LE
0.02%:  FOR SOME REASON THEY ARE INS
0.02%:  FOR MORE REASONS BEYOND WHAT WE
0.02%:  FOR SOME REASON I WAS ALWAYS H
0.02%:  AWESOME REASONS I CANNOT ADE
0.02%:  FOR REAL REASONS I NEED TO SE
0.02%: BASE
0.02%:  ARO
0.02%:  INTENSE CHESS A
0.02%:  A HORSE FOR CO
0.02%:  FOR MORE REASONS THAN I CAN SY
0.02%:  FOR SOME REASON THIS WAS A B
0.02%:  ANOTHER ONE OF MY S
0.02%:  FOR SOME REASON AND WHY ARE
0.02%:  "CHESS RELATED REASONS OF
0.02%:  "HORSE" RAC
0.02%:  REASONS BASED IN THE RE
0.02%:  FOR SOME REASON THIS WAS ONE
0.02%:  HORSE AR
0.02%:  MORE SOCIAL REASONS THAN I CAN S
0.02%:  FOR SOME REASON I ALWAYS NOTICE WH
0.02%:  REASONS ALREADY SE
0.02%:  MY HORSE REAS
0.02%:  OTHER REASONS BESIDES "I CAN
0.02%:  FOR A HORSE NAMED "LO
0.02%:  WHAT ARE
0.02%:  REAL REASONS WITH MY
0.02%:  FOR SOME REASON ALWAYS WHEN I SEE A
0.02%:  A REASON I CAN ONLY DESCRIBE AS "OF
0.02%:  FOR MORE DETAILS ON WH
0.02%:  FOR SOME REASON NEIT
0.02%:  LESSONS IN THE BAS
0.02%:  FOR SOME ASS
0.02%:  FOR WHAT REASON I CAN ONLY RE
0.03%:  FOR WHAT REASON I CAN ONLY REAS
0.02%:  FOR REASONS HORSES NE
0.04%:  FOR REASONS HORSES NEED TO BE
0.02%:  FOR CLEAR REASONS WH
0.02%:  "SOCIAL" REASONS OR
0.02%:  FOR A HORSE NAMED "CO
0.02%:  AWESOME REASONS H
0.02%:  FOR SOME REASON I LIST
0.02%:  MORAL REASONS TH
0.02%:  FOR MY HORSE BIR
0.02%:  FOR THE SAME REASON I SAY "
0.02%:  ANOTHER COM
0.02%:  FOR A HORSE RACE A
0.02%:  REASONS THERE IS NO RE
0.02%:  REAL COM
0.02%:  CANDY CAN
0.02%:  FOR A REASON I CAN ONLY DESCRIBE AS "MEAT
0.02%:  SOME HORSE REASONS NO
0.02%:  FOR ONE MORE WIN
0.02%:  SOME REASON I CAN ONLY DESCRIBE AS "THE F
0.02%: FOR CHESS D
0.02%:  SOME REASON I ALWAYS WIN AT H
0.02%:  FOR SOME REASON I ALWAYS WR
0.03%:  FOR SOME REASON I ALWAYS WRITE "
0.03%:  FOR SOME REASON I ALWAYS WRITE DO
0.02%:  FOR THE SAME REASON WE CAN
0.02%:  FOR SOME REASON I CAN BARELY E
0.02%:  NO REAL REASON WHIC
0.02%:  MAD
0.02%:  REASONS ALSO CON
0.02%:  SOME REASON REAL HORSES CAN ACT
0.02%:  FOR A RELATED REASON I
0.02%:  SOME REASON WORTHY OF IN
0.02%:  ANOTHER ME
0.02%:  FOR ANY REASON BESIDES A HORSE COM
0.02%:  ANYONE WHO CARES A
0.02%:  THE REASONS I
0.02%:  AN AWESOME HORSE RELATED AN
0.02%:  SORRY I CAN
0.02%:  REAL REASONS IS
0.02%:  "NON
0.02%:  RED
0.02%:  MORE REASONS THAN I CAN DEF
0.02%:  SOME REASON ONLY I CAN DESCRIBE AS H
0.02%:  A HORSE E
0.02%:  FOR THE SAME REASONS AS EAR
0.02%:  FOR MEDICAL REASONS I RE
0.02%:  AWESOME REASONS I CAN ONLY SH
0.02%:  AWESOME REASONS I CAN ONLY SHARE IF
0.02%:  FOR NO REASON I CAN AR
0.02%:  FOR SOME REASON BEYOND THE C
0.02%:  SOME SECRET REASON OR SO
0.02%:  REASONS HO
0.02%:  SOME HORSE YO
0.02%:  FOR SOME REASON WORSE THAN I CAN C
0.02%:  FOR SOME HORSES TO RE
0.02%:  MY D
0.02%:  FOR SOME REASON THIS RES
0.02%:  MEDICAL ASS
0.02%:  FOR AWESOME TH
0.02%:  SASS
0.02%:  FOR REAL REASONS BASED ON THIS COM
0.02%:  FOR SOME REASON THERE WAS A N
0.02%:  "HORSES AND MOTOR
0.02%:  FOR MEDICAL REASONS TO BE
0.02%:  CHESS BOAR
0.02%:  MORE REASONS THAN LI
0.02%:  AWESOME REASONS I CANNOT DESCRIBE A
0.02%:  SOME REASON I ALWAYS WIND
0.02%:  FOR REASONS BEYOND S
0.02%:  FOR THE SAME REASON BE
0.02%:  FOR SCENERY RE
0.02%:  FOR THE SAME REASON D
0.02%:  FOR SOME REASON THIS IDEA WAS RE
0.02%:  FOR SOME REASONS I DARE
0.02%:  A HORSE RELATED REASONS I
0.02%:  REAL RESER
0.02%: SOME HORSE REASON OR AN
0.02%:  FOR I AM
0.07%:  FOR I AM A HORSE AND
0.02%:  A REASON I CAN ONLY DESCRIBE AS "MAST
0.02%:  THE REASON I
0.02%:  FOR SOME REASON DANCE
0.02%:  FOR SOMEONE ELSE TO SE
0.02%:  AWESOME HORSE AND
0.02%:  SOME LESSONS ON THE AR
0.02%:  SOME REASON HORSES ARE ABO
0.02%:  ERRORS AND CON
0.02%:  REASONS I CANNOT SAY ARE
0.02%:  REASONS I CANNOT BEAR
0.02%:  AN AWESOME CHESS B
0.02%:  FOR SL
0.02%:  A BIT
0.02%:  FOR THE SAME REASON I ALSO CAN
0.02%:  SOME REASON ONLY I CAN DESCRIBE AS "TR
0.02%:  ASIAN HORSE REL
0.03%:  ASIAN HORSE RELATED REASONS I
0.02%:  HORSE FO
0.02%:  OTHER SER
0.02%:  REAL REASONS BASED ON THE F
0.02%:  FOR SOME REASONS I NO
0.02%:  MORE REASONS THAN WERE
0.02%:  FOR SOME REASON ALREADY HE
0.02%:  FOR A REASON REASON WH
0.02%:  FOR SOME REASON WORSE THAN WE
0.02%:  "BET
0.02%:  AWESOME IN
0.02%:  REASONS I CAN ONLY DESCRIBE AS WH
0.02%:  A SERIES OF S
0.02%:  MY SECRET HORSE R
0.02%: ANY REASONS
0.02%:  FOR SOME REASON I ALWAYS SO
0.02%:  FOR MERRY CH
0.02%:  REASONS YET
0.02%:  FOR SOME REASON HARD
0.02%:  ROOM
0.02%:  FOR A REASON I AM NOT SAY
0.02%:  REASONS NOT M
0.02%:  REAL REASONS WHAT ARE
0.02%:  FOR SOMEONE ELSE TO H
0.02%:  FOR SOMEONE ELSE TO HAND
0.02%:  FOR REASONS I AM NOT CARE
0.02%:  AWESOME HORSE FRIENDS RE
0.02%:  FOR ANIMAL REASONS I
0.02%:  CAS
0.02%:  SAFETY REASONS IN
0.02%:  FOR THE SAME REASON I DE
0.02%:  FOR RANDOM REASONS TO
0.02%:  FOR SOME REASON I NEED TO WEAR A S
0.02%:  LESSONS ON HOW TO READ
0.02%:  FOR SECRET REASONS NOBODY S
0.02%:  FOR AWESOME R
0.02%:  FOR SECRET SO
0.02%:  FOR "CHESS" TIME
0.02%:  FOR MORE REASONS THAN I WAS S
0.02%:  FOR AWESOME HORSES AND
0.02%:  FOR AWESOME REASONS L
0.02%:  SOME HORSE RO
0.02%:  A FEW M
0.02%:  FOR MONEY REASONS WH
0.02%:  FOR HORSE SOMEONE
0.02%:  FOR MEDICAL REASONS T
0.02%:  ANOTHER EN
0.02%:  MORE REASONS THAN SO
0.02%:  REASONS ALREADY RE
0.02%:  "SOME REASONS" I
0.02%:  "SOME REASONS" I CAN
0.02%:  SOME REASON THEY ARE ON
0.02%:  FOR SOME REASON ITS
0.02%:  SOME SOCIAL REASON WH
0.02%:  FOR SOME REASON NOT EAS
0.02%:  FOR SOME REASON NOT EASILY DES
0.02%:  A HORSE FRIEND OR
0.02%:  FOR SOME HORSE ONLINE
0.02%:  A REASON I CAN ONLY DESCRIBE AS "HA
0.02%:  "SECRET IN
0.02%:  FOR MORE A
0.02%:  FOR A MANLY
0.02%:  SOME HORSE RELATED CONS
0.02%:  A SECRET REASON ON
0.10%:  A SECRET REASON ONLY I CAN DIS
0.03%:  A SECRET REASON ONLY I CAN RE
0.02%:  FOR A TR
0.02%:  CONT
0.04%:  CONTROL
0.02%:  CONTROL RE
0.02%:  ANIMAL FRIENDS OR
0.02%:  SOME "REASONS" I CANNOT DIS
0.02%:  SAL
0.02%:  REASONS BEYOND THEIR
0.02%:  AWESOME REASONS ALERT
0.02%:  HORSE DIS
0.02%:  SORRY I FOR
0.02%:  OTHER RES
0.02%:  LEADER
0.02%:  HORSES REL
0.02%:  HORSES RELATED B
0.02%:  HORSES RELATED REASONS I
0.02%:  FOR SOME REASON I WAS AB
0.02%:  SOME REASON WHAT I D
0.02%:  NEAR
0.02%:  FOR SOME WEIRD REASON I WANT SO
0.02%:  A HORSE BIR
0.02%:  FOR AWESOME REASONS BEYOND WHIC
0.02%:  FOR SECRET REASONS AS
0.02%:  SOME REASON NOW I FEEL THE
0.02%:  FOR AWESOME REASONS THERE W
0.02%:  FOR REAL REASONS WHY I NEED TO SE
0.02%:  FOR ANY REAL REASON WHATE
0.02%:  FOR SOME REASON I NOW REAL
0.02%:  SOME REASON ONLY H
0.31%:  SOME REASON ONLY HORSES CAN BE
0.16%:  SOME REASON ONLY HORSES ARE
0.13%:  SOME REASON ONLY HORSES CAN READ
0.12%:  SOME REASON ONLY HORSES CAN F
0.12%:  SOME REASON ONLY HORSES CAN T
0.07%:  SOME REASON ONLY HORSES CAN RE
0.05%:  SOME REASON ONLY HORSES CAN BE TR
0.05%:  SOME REASON ONLY HORSES CAN BEAT C
0.04%:  SOME REASON ONLY HORSES CAN C
0.03%:  SOME REASON ONLY HORSES CAN BEAR
0.03%:  SOME REASON ONLY HORSES CAN DE
0.02%:  SOME REASON ONLY HORSES CAN DEF
0.02%:  SOME REASON ONLY HORSES CAN BE C
0.02%:  SOME REASON ONLY HORSES ARE AB
0.02%:  FOR A SECRET MISSION ABOARD
0.02%:  FOR SOME REASON BEYOND S
0.02%:  FOR A REASON INDE
0.02%:  BRON
0.02%:  FOR THE SAME REASON S
0.02%:  "REASONS I CANNOT SH
0.02%:  FOR ANY REASON SO L
0.02%:  OTHER REASONS FORC
0.02%:  OTHER REASONS FORCED BY
0.02%:  HORSE "
0.02%:  THE REAL REASON I W
0.02%:  THE REAL REASON I WAS
0.02%:  FOR SOME HORSE RO
0.02%:  FOR SOME WEIRD REASON AN
0.02%:  FOR SOME ROAD
0.02%:  A HORSE RELATED REASON OF ONE
0.02%:  FOR SOME REASON BLIND
0.02%:  FOR SOME REASON WIS
0.02%:  SOME HONEST REASON I D
0.02%:  FOR A BE
0.02%:  CHESS RELATED REASONS CAN
0.02%:  DEC
0.02%:  SOME REASON IT HAS AL
0.06%:  SOME REASON IT HAS ALWAYS BEEN RE
0.05%:  SOME REASON IT HAS ALWAYS BEEN C
0.04%:  SOME REASON IT HAS ALREAD
0.06%:  SOME REASON IT HAS ALREADY BEEN
0.03%:  SOME REASON IT HAS ALREADY O
0.02%:  SOME REASON IT HAS ALWAYS BEEN FOR
0.02%:  SOME REASON IT HAS ALWAYS BEEN D
0.02%:  SOME REASON IT HAS ALWAYS BEEN E
0.02%:  REASONS I CANNOT AL
0.02%:  A SECRET REASON OF
0.02%:  REAL REASONS THIS W
0.02%:  FOR HORSE INS
0.02%:  "SECRET REASONS" HA
0.02%:  FOR SOME REASON I HAD BE
0.02%:  ANOTHER REASON BESIDES A
0.02%:  A SERIES OF EM
0.02%:  A RIDE ON MY HORSE N
0.02%:  FOR SOME REASON ALREADY C
0.02%:  FOR AWESOME REASONS ONLY I CAN DESCRIBE H
0.02%:  A REASON I CAN ONLY DESCRIBE AS "OR
0.02%:  FOR REASONS I CANNOT R
0.02%:  FOR SOME REASON BASED ONLY
0.02%:  A BO
0.02%:  FOR THE SAME REASON I WON
0.02%:  FOR LESSONS AND WH
0.02%:  FOR LESSONS AND WHATE
0.02%:  SOME REASON ONLY HORSES CAN D
0.02%:  FOR REASONS I CANNOT AL
0.02%:  CERTAIN REASONS FOR
0.02%:  FOR SECRET REASONS ONLY I CAN DES
0.02%:  FOR SOME REASON ANSWERS A
0.02%:  CHESS RELATED REASONS I CAN NE
0.02%:  A REASON I CANNOT DESCRIBE A
0.02%:  FOR SOME REASONS ALREADY ON THE
0.02%:  FOR A SECRET D
0.02%:  FOR NO REASON I CAN SAY WITH
0.02%:  FOR SOME HORSE DANCE
0.02%:  CHESS LO
0.02%:  FOR SOME REASON THOSE DAR
0.02%:  FOR HORSES BE
0.02%:  FOR SOME REASON TEAR
0.02%:  FOR SOME REASON WHAT I SAID RE
0.02%:  "SOME REASONS" WH
0.02%:  MORE REASONS BE
