IS A SENTENCE ONLY AN OLD MAN WOULD SAY
      0 100.00%: 
      1 26.83%:  IS
   4269 24.85%:  SENTENCE WAS MOL
   4270 24.85%:  SENTENCE WAS MANUALLY INSAN
   4271 24.85%:  SENTENCE WAS ALL AN
   4272 24.85%:  SENTENCE ONLY IN
   4273 24.84%:  SENTENCE SAID MY
   4274 24.84%:  SENTENCE WAS MUN
   4275 24.84%:  SENTENCE WAS LOUDLY O
   4276 24.84%:  SENTENCE WAS SO OLD AND
   4277 24.84%:  SENTENCE WAS MILL
   4278 24.84%:  SENTENCE WAS LOUDLY Y
   4279 24.84%:  SENTENCE WAS OMNID
   4280 24.84%:  SENTENCE WAS ON A
   4281 24.83%:  SENTENCE WAS DON
   4282 24.82%:  SENTENCE WAS MIND
   4283 24.82%:  SENTENCE WAS SAID ALO
   4284 24.82%:  SENTENCE WAS LOUD SO
   4285 24.82%:  SENTENCE WAS ONLY LOA
   4286 24.82%:  SENTENCE IS MO
   4287 24.82%:  SENTENCE SAID ON
   4288 24.82%:  SENTENCE WAS SO UM
   4289 24.81%:  SENTENCE WAS ALL L
   4290 24.80%:  SENTENCE WAS MAU
   4291 24.80%:  SENTENCE SAID M
   4292 24.80%:  SENTENCE WAS OD
   4293 24.80%:  SENTENCE WAS DOL
   4294 24.80%:  SENTENCE WAS DULL
   4295 24.79%:  SENTENCE WAS SAD A
   4296 24.79%:  SENTENCE WAS DIAMOND S
   4297 24.79%:  SENTENCE ONLY SOUNDS ALI
   4298 24.79%:  SENTENCE WAS DUL
   4299 24.79%:  SENTENCE WAS ODDLY A
   4300 24.79%:  SENTENCE IS U
   4301 24.79%:  SENTENCE WAS ALL UN
   4302 24.79%:  SENTENCE WAS MY IN
   4303 24.78%:  SENTENCE WAS NOUN
   4304 24.85%:  SENTENCE WAS NOUNS ON
   4305 24.78%:  SENTENCE SAID ALL
   4306 24.78%:  SENTENCE SAID L
   4307 24.78%:  SENTENCE WAS SAIL
   4308 24.78%:  SENTENCE WAS DIAMONDS
   4309 24.77%:  SENTENCE WAS LOUD I
   4310 24.77%:  SENTENCE WAS DISM
   4311 24.77%:  SENTENCE WAS DIL
   4312 24.76%:  SENTENCE WAS ALL US
   4313 24.76%:  SENTENCE DID SAY A
   4314 24.76%:  SENTENCE WAS ON MY
   4315 24.76%:  SENTENCE WAS LOUD A
   4316 24.76%:  SENTENCE IS D
   4317 24.76%:  SENTENCE IS O
   4318 24.76%:  SENTENCE WAS DUN
   4319 24.76%:  SENTENCE WAS ALL ON
   4320 24.75%:  SENTENCE WAS I S
   4321 24.75%:  SENTENCE WAS DIM
   4322 24.75%:  SENTENCE ONLY L
   4323 24.75%:  SENTENCE WAS ALL LI
   4324 24.75%:  SENTENCE WAS ALL SU
   4325 24.75%:  SENTENCE WAS A YI
   4326 24.75%:  SENTENCE WAS LOUD L
   4327 24.75%:  SENTENCE IS ON
   4328 25.58%:  SENTENCE IS ONLY A
   4329 24.74%:  SENTENCE WAS MY UN
   4330 24.74%:  SENTENCE WAS MY DO
   4331 24.74%:  SENTENCE IS MY
   4332 24.73%:  SENTENCE WAS I D
   4333 24.73%:  SENTENCE WAS SAD IN
   4334 24.73%:  SENTENCE IS M
   4335 24.73%:  SENTENCE WAS ALL MA
   4336 24.73%:  SENTENCE WAS OL
   4337 24.72%:  SENTENCE WAS MY AN
   4338 24.72%:  SENTENCE IS ALSO AN
   4339 24.72%:  SENTENCE WAS ON SO
   4340 24.72%:  SENTENCE WAS ON O
   4341 24.72%:  SENTENCE WAS ALL 
   4342 24.72%:  SENTENCE WAS SUMO
   4343 24.72%:  SENTENCE WAS ALL LO
   4344 24.72%:  SENTENCE WAS A DAMN S
   4345 24.71%:  SENTENCE WOULD DO M
   4346 24.71%:  SENTENCE WAS ALL SO
   4347 24.71%:  SENTENCE WAS ALL MO
   4348 24.71%:  SENTENCE WAS ONS
   4349 24.71%:  SENTENCE WAS ALL SA
   4350 24.71%:  SAY
   4351 33.11%:  SAYS A LOT MO
   4352 32.73%:  SAYS A LOT ON
   4353 32.69%:  SAYS A LOT IN
   4354 32.67%:  SAYS A LOT AND
   4355 32.61%:  SAYS A LOT I
   4356 32.49%:  SAYS A LOT U
   4357 31.16%:  SAYS A LOT ONLY
   4358 30.14%:  SAYS A LOT AND I AM
   4359 29.98%:  SAYS A LOT AND I D
   4360 28.93%:  SAYS A LOT UM A
   4361 28.58%:  SAYS A LOT I S
   4362 28.37%:  SAYS A LOT AND I S
   4363 28.36%:  SAYS A LOT UM I
   4364 28.35%:  SAYS A LOT IN A
   4365 28.19%:  SAYS A LOT AND I CAN
   4366 28.06%:  SAYS A LOT AND I W
   4367 29.83%:  SAYS A LOT AND I WOULD S
   4368 28.76%:  SAYS A LOT AND I WOULD SAY MO
   4369 28.48%:  SAYS A LOT AND I WOULD LO
   4370 28.19%:  SAYS A LOT AND I WOULD NE
   4371 28.19%:  SAYS A LOT AND I WOULD A
   4372 28.02%:  SAYS A LOT I CAN
   4373 28.02%:  SAYS A LOT AND I WOULD L
   4374 28.00%:  SAYS IT
   4375 27.88%:  SAYS A LOT UM S
   4376 27.84%:  SAYS A LOT AND AL
   4377 28.89%:  SAYS A LOT AND ALSO I
   4378 27.84%:  SAYS A LOT AND I DO
   4379 27.80%:  SAYS A LOT UM Y
   4380 28.89%:  SAYS A LOT UM YES
   4381 27.80%:  SAYS A LOT ON MY END
   4382 27.78%:  SAYS A LOT AND I WOULD M
   4383 27.73%:  SAYS A LOT UM O
   4384 27.73%:  SAYS A LOT AND I WOULD C
   4385 27.72%:  SAYS A LOT AND I WOULD N
   4386 27.72%:  SAYS A LOT UM D
   4387 27.72%:  SAYS A LOT IN MY
   4388 27.69%:  SAYS A LOT UM W
   4389 27.68%:  SAYS A LOT AND I WOULD EN
   4390 27.68%:  SAYS A LOT UM L
   4391 27.67%:  SAYS A LOT UM E
   4392 27.67%:  SAYS A LOT AND I WOULD AL
   4393 27.66%:  SAYS A LOT AND I WOULD E
   4394 27.66%:  SAYS A LOT UM C
   4395 27.65%:  SAYS A LOT AND I WOULD SO
   4396 27.65%:  SAYS A LOT UM AND
   4397 27.64%:  SAYS A LOT AND I WOULD O
   4398 27.64%:  SAYS A LOT AND I WOULD CON
   4399 27.64%:  SAYS A LOT AND I WOULD CO
   4400 27.64%:  SAYS A LOT AND I WOULD ON
   4401 28.67%:  SAYS A LOT AND I WOULD ONLY S
   4402 27.64%:  SAYS A LOT UM IN
   4403 27.63%:  SAYS A LOT I W
   4404 33.39%:  SAYS A LOT I WOULD S
   4405 33.47%:  SAYS A LOT I WOULD SAY A
   4406 32.27%:  SAYS A LOT I WOULD NE
   4407 30.61%:  SAYS A LOT I WOULD SAY ON
   4408 30.55%:  SAYS A LOT I WOULD SAY AND
   4409 30.53%:  SAYS A LOT I WOULDN
   4410 30.52%:  SAYS A LOT I WOULD SAY D
   4411 29.67%:  SAYS A LOT I WOULD N
   4412 29.58%:  SAYS A LOT I WOULD L
   4413 29.54%:  SAYS A LOT I WOULD LO
   4414 29.54%:  SAYS A LOT I WOULD A
   4415 29.53%:  SAYS A LOT I WOULD D
   4416 29.46%:  SAYS A LOT I WOULD O
   4417 29.45%:  SAYS A LOT I WOULD M
   4418 29.45%:  SAYS A LOT I WOULD C
   4419 29.44%:  SAYS A LOT I WOULD DO
   4420 29.44%:  SAYS A LOT I WOULD NO
   4421 29.43%:  SAYS A LOT I WOULD SO
   4422 29.43%:  SAYS A LOT I WOULDNE
   4423 29.43%:  SAYS A LOT I WOULD E
   4424 29.42%:  SAYS A LOT I WOULD DE
   4425 29.42%:  SAYS A LOT I WOULD EN
   4426 29.01%:  SAYS A LOT I WOULD SAY ON A
   4427 28.98%:  SAYS A LOT I WOULD SAY DON
   4428 28.93%:  SAYS A LOT I WOULD SAY A L
   4429 27.80%:  SAYS A LOT I WOULD EAS
   4430 27.70%:  SAYS A LOT I WOULD SAY ONCE
   4431 27.63%:  SAYS A LOT UM NO
   4432 27.62%:  SAYS A LOT UM WE
   4433 27.58%:  SAYS A LOT UM 
   4434 27.57%:  SAYS A LOT UM N
   4435 27.57%:  SAYS A LOT AND I WOULD SAY L
   4436 27.57%:  SAYS A LOT UM ON
   4437 27.56%:  SAYS A LOT AND I WOULD SAY E
   4438 27.55%:  SAYS A LOT ON MY S
   4439 27.53%:  SAYS A LOT AND I WOULD SAY LE
   4440 27.50%:  SAYS A LOT I NE
   4441 27.49%:  SAYS A LOT AND I WOULD SAY NO
   4442 27.46%:  SAYS A LOT AND I WOULD SAY M
   4443 27.44%:  SAYS A LOT AND I WAS
   4444 27.41%:  SAYS A LOT AND I WOULD SAY ON
   4445 27.40%:  SAYS A LOT AND I WOULD SAY N
   4446 27.40%:  SAYS A LOT AND I WOULD SAY NE
   4447 27.38%:  SAYS A LOT I WOULD NEED
   4448 27.38%:  SAYS A LOT I WOULD DO A
   4449 27.35%:  SAYS A LOT AND I ME
   4450 27.31%:  SAYS A LOT I ME
   4451 27.24%:  SAYS SO
   4452 27.22%:  SAYS A LOT AND Y
   4453 27.19%:  SAYS A LOT ON A
   4454 27.18%:  SAYS A LOT AND WE
   4455 27.15%:  SAYS A LOT AND I MEAN E
   4456 27.14%:  SAYS A LOT AND I NE
   4457 27.85%:  SAYS A LOT AND I NEED A
   4458 27.12%:  SAYS A LOT UM ONLY A
   4459 27.03%:  SAYS A LOT ONLY I
   4460 27.03%:  SAYS A LOT AND I SAY L
   4461 27.02%:  SAYS A LOT I DO
   4462 27.02%:  SAYS A LOT AND I LO
   4463 27.01%:  SAYS A LOT ON MY L
   4464 26.99%:  SAYS A LOT ON O
   4465 26.98%:  SAYS A LOT AND I A
   4466 26.95%:  SAYS A LOT AND I WOULD CLE
   4467 26.91%:  SAYS A LOT I WOULD DON
   4468 26.91%:  SAYS A LOT I WOULD SAY DAM
   4469 26.90%:  SAYS A LOT AND I AL
   4470 26.90%:  SAYS A LOT AND I M
   4471 26.88%:  SAYS A LOT I WOULD DEE
   4472 26.86%:  SAYS A LOT AND I CO
   4473 29.84%:  SAYS A LOT AND I COULD S
   4474 30.40%:  SAYS A LOT AND I COULD SAY MO
   4475 29.16%:  SAYS A LOT AND I COULDN
   4476 27.16%:  SAYS A LOT AND I COULD NE
   4477 26.86%:  SAYS A LOT UND
   4478 26.85%:  SAYS A LOT AND I C
   4479 26.84%:  SAYS A LOT AND S
   4480 26.80%:  SAYS A LOT ON MYSEL
   4481 26.76%:  SAYS A LOT AND I WOULD ALMO
   4482 26.76%:  SAYS A LOT AND I DE
   4483 26.76%:  SAYS A LOT AND I ON
   4484 27.38%:  SAYS A LOT AND I ONLY S
   4485 26.75%:  SAYS A LOT ON MY O
   4486 26.75%:  SAYS A LOT AND I L
   4487 26.74%:  SAYS A LOT IN S
   4488 26.73%:  SAYS A LOT ON MY C
   4489 26.73%:  SAYS A LOT AND I U
   4490 26.73%:  SAYS A LOT AND I USE
   4491 26.72%:  SAYS A LOT AND I SA
   4492 26.71%:  SAYS A LOT AND I NO
   4493 27.86%:  SAYS A LOT AND I NOW
   4494 26.71%:  SAYS A LOT AND I MA
   4495 26.71%:  SAYS A LOT AND I SE
   4496 28.13%:  SAYS A LOT AND I SEE NO NE
   4497 27.07%:  SAYS A LOT AND I SEE NO W
   4498 26.94%:  SAYS A LOT AND I SEE NOW
   4499 26.58%:  SAYS A LOT AND ALSO E
   4500 26.57%:  SAYS A LOT AND I ONLY W
   4501 26.57%:  SAYS A LOT I WOULD SOMEDAY
   4502 26.57%:  SAYS A LOT ON I
   4503 26.55%:  SAYS A LOT I WOULD DEN
   4504 26.54%:  SAYS A LOT I SAY A
   4505 26.50%:  SAYS A LOT I WOULD SAY ON A N
   4506 26.49%:  SAYS A LOT I WOULD CLEAN
   4507 26.47%:  SAYS A LOT AND I WOULD ONLY A
   4508 26.46%:  SAYS A LOT UM WO
   4509 26.46%:  SAYS A LOT AND A
   4510 26.44%:  SAYS A LOT UM AND A
   4511 26.43%:  SAYS A LOT AND IS
   4512 26.41%:  SAYS A LOT I AM
   4513 26.41%:  SAYS A LOT I WOULD DO A L
   4514 26.38%:  SAYS A LOT IN A S
   4515 26.38%:  SAYS A LOT ONCE
   4516 26.38%:  SAYS A LOT AND I AM S
   4517 26.37%:  SAYS A LOT ONLY IN
   4518 26.33%:  SAYS A LOT AND ALSO WE
   4519 26.31%:  SAYS A LOT ON MY N
   4520 26.31%:  SAYS A LOT AND I MAY NE
   4521 26.29%:  SAYS A LOT AND ALSO I D
   4522 26.29%:  SAYS A LOT IN L
   4523 26.27%:  SAYS A LOT ON MY CON
   4524 26.27%:  SAYS A LOT AND NO
   4525 28.07%:  SAYS A LOT AND NOW I D
   4526 27.60%:  SAYS A LOT AND NOW I AM
   4527 26.26%:  SAYS A LOT AND I WOULDN
   4528 26.24%:  SAYS A LOT AND YES I DO
   4529 26.24%:  SAYS A LOT AND YOU
   4530 26.23%:  SAYS A LOT ON MY D
   4531 26.23%:  SAYS A LOT AND I DEE
   4532 26.22%:  SAYS A LOT AND I SAY N
   4533 26.19%:  SAYS A LOT ON M
   4534 26.19%:  SAYS A LOT I NEEDN
   4535 26.18%:  SAYS A LOT UM WAY
   4536 26.16%:  SAYS A LOT I WOULD DEM
   4537 26.15%:  SAYS A LOT ON MY W
   4538 26.13%:  SAYS A LOT INS
   4539 26.13%:  SAYS A LOT AND E
   4540 26.10%:  SAYS A LOT ON SO
   4541 26.65%:  SAYS A LOT ON SOME
   4542 26.10%:  SAYS A LOT I CO
   4543 29.99%:  SAYS A LOT I COULD S
   4544 29.94%:  SAYS A LOT I COULD NE
   4545 29.73%:  SAYS A LOT I COULDN
   4546 27.46%:  SAYS A LOT I COULD SAY ON
   4547 27.12%:  SAYS A LOT I COULD SAY A L
   4548 26.43%:  SAYS A LOT I COULD SAY ON A
   4549 26.09%:  SAYS A LOT AND SO
   4550 26.08%:  SAYS A LOT AND MY
   4551 26.06%:  SAYS IT ALL A
   4552 26.06%:  SAYS A LOT ON AN
   4553 29.49%:  SAYS A LOT ON AN AWESOME N
   4554 29.27%:  SAYS A LOT ON AN AWESOME L
   4555 29.07%:  SAYS A LOT ON AN AWESOMELY
   4556 28.28%:  SAYS A LOT ON AN AWESOME C
   4557 27.27%:  SAYS A LOT ON AN AWESOME DU
   4558 26.96%:  SAYS A LOT ON AN AWESOME Y
   4559 26.84%:  SAYS A LOT ON AN AWESOME I
   4560 26.83%:  SAYS A LOT ON AN AWESOME DE
   4561 26.81%:  SAYS A LOT ON AN AWESOME E
   4562 26.78%:  SAYS A LOT ON AN AWESOME LE
   4563 26.78%:  SAYS A LOT ON AN AWESOME IN
   4564 26.06%:  SAYS A LOT ON MY EN
   4565 26.05%:  SAYS A LOT AND I COULD SAY E
   4566 26.05%:  SAYS A LOT AND W
   4567 26.04%:  SAYS A LOT ON E
   4568 26.04%:  SAYS A LOT ON MY A
   4569 26.03%:  SAYS A LOT IN O
   4570 26.02%:  SAYS A LOT AND I SAY WE
   4571 26.02%:  SAYS A LOT ON MY SO
   4572 26.02%:  SAYS A LOT AND I SAY NO
   4573 26.02%:  SAYS A LOT I COULD DO
   4574 26.02%:  SAYS A LOT AND D
   4575 26.01%:  SAYS A LOT ON S
   4576 26.00%:  SAYS A LOT IN AN
   4577 25.98%:  SAYS A LOT IN MO
   4578 25.98%:  SAYS A LOT IN M
   4579 25.97%:  SAYS A LOT UM I D
   4580 25.97%:  SAYS A LOT IN CON
   4581 25.96%:  SAYS A LOT ON MY IN
   4582 25.96%:  SAYS A LOT IN ONE
   4583 25.95%:  SAYS A LOT ON L
   4584 25.95%:  SAYS A LOT ON US
   4585 25.95%:  SAYS A LOT ONLY ON
   4586 25.94%:  SAYS A LOT IN SO
   4587 27.11%:  SAYS A LOT IN SO M
   4588 25.94%:  SAYS A LOT ONLY ONE
   4589 25.94%:  SAYS A LOT AND I SAY E
   4590 25.94%:  SAYS A LOT ON MY E
   4591 25.93%:  SAYS A LOT ON Y
   4592 25.93%:  SAYS A LOT ON SE
   4593 25.93%:  SAYS A LOT IN 
   4594 25.93%:  SAYS A LOT AND ALSO YOU
   4595 25.93%:  SAYS A LOT AND I MAY NEED SO
   4596 25.93%:  SAYS A LOT ON C
   4597 25.93%:  SAYS A LOT AND ALSO D
   4598 25.92%:  SAYS A LOT IN C
   4599 25.92%:  SAYS A LOT ON ONE
   4600 25.91%:  SAYS A LOT IN EN
   4601 25.91%:  SAYS A LOT IN Y
   4602 25.90%:  SAYS A LOT IN SU
   4603 25.90%:  SAYS A LOT AND ALSO ME
   4604 25.90%:  SAYS A LOT AND M
   4605 25.90%:  SAYS A LOT ON MO
   4606 25.90%:  SAYS A LOT ON ALL
   4607 25.90%:  SAYS A LOT ON D
   4608 25.90%:  SAYS A LOT AND ALSO MY
   4609 25.89%:  SAYS A LOT ON SU
   4610 25.89%:  SAYS E
   4611 25.89%:  SAYS A LOT ON U
   4612 25.88%:  SAYS A LOT AND I SAY MO
   4613 25.88%:  SAYS A LOT ON W
   4614 25.88%:  SAYS A LOT IN E
   4615 25.88%:  SAYS A LOT ON ON
   4616 26.30%:  SAYS A LOT ON ONLY A
   4617 25.88%:  SAYS A LOT AND I WOULD ONLY E
   4618 25.88%:  SAYS A LOT IN NO
   4619 25.87%:  SAYS A LOT ON N
   4620 25.87%:  SAYS A LOT ON ME
   4621 25.87%:  SAYS A LOT ON ANY
   4622 25.87%:  SAYS A LOT ON AC
   4623 25.87%:  SAYS A LOT UM ONLY I
   4624 25.87%:  SAYS A LOT AND IN
   4625 25.87%:  SAYS A LOT IN W
   4626 25.87%:  SAYS A LOT AND O
   4627 25.86%:  SAYS A LOT AND CAN
   4628 25.86%:  SAYS A LOT AND NE
   4629 26.44%:  SAYS A LOT AND NEEDS NO
   4630 25.86%:  SAYS A LOT AND ME
   4631 30.07%:  SAYS A LOT AND MEANS I
   4632 28.98%:  SAYS A LOT AND MEANS WE
   4633 28.49%:  SAYS A LOT AND MEANS I NE
   4634 26.40%:  SAYS A LOT AND MEANS I W
   4635 26.28%:  SAYS A LOT AND MEANS E
   4636 26.18%:  SAYS A LOT AND MEANS I D
   4637 25.86%:  SAYS A LOT ONES
   4638 25.86%:  SAYS A LOT AND MA
   4639 25.86%:  SAYS A LOT ON MY U
   4640 25.86%:  SAYS A LOT ON MY AC
   4641 25.85%:  SAYS A LOT IN ME
   4642 25.85%:  SAYS A LOT AND L
   4643 25.85%:  SAYS A LOT ON YOU
   4644 25.85%:  SAYS A LOT ON MY LE
   4645 25.84%:  SAYS A LOT AND ALSO CO
   4646 26.60%:  SAYS A LOT AND ALSO COULD I
   4647 25.84%:  SAYS A LOT IN SE
   4648 25.84%:  SAYS A LOT AND YES I W
   4649 25.84%:  SAYS TE
   4650 25.84%:  SAYS A LOT ON MY I
   4651 28.22%:  SAYS A LOT ON MY IDEAS
   4652 25.84%:  SAYS A LOT ON MY DE
   4653 25.84%:  SAYS A LOT ON CON
   4654 26.72%:  SAYS A LOT ON CONSUM
   4655 25.83%:  SAYS A LOT AND CON
   4656 25.83%:  SAYS A LOT ON NO
   4657 25.83%:  SAYS A LOT IN ALL
   4658 25.83%:  SAYS A LOT IN COM
   4659 25.83%:  SAYS A LOT IN D
   4660 25.83%:  SAYS A LOT IN ANY
   4661 25.83%:  SAYS A LOT ON MY NEW
   4662 25.83%:  SAYS A LOT AND CO
   4663 26.31%:  SAYS A LOT AND COULD I
   4664 25.83%:  SAYS A LOT ON DE
   4665 25.83%:  SAYS A LOT IN AND
   4666 25.83%:  SAYS A LOT ON MY CO
   4667 25.83%:  SAYS A LOT ON MY LO
   4668 25.82%:  SAYS A LOT AND U
   4669 25.82%:  SAYS A LOT IN U
   4670 25.82%:  SAYS A LOT IN N
   4671 25.82%:  SAYS A LOT AND ON
   4672 26.36%:  SAYS A LOT AND ONLY SO
   4673 26.57%:  SAYS A LOT AND ONLY SO M
   4674 25.82%:  SAYS A LOT AND DO
   4675 25.81%:  SAYS A LOT IN LO
   4676 25.81%:  SAYS A LOT INDE
   4677 25.81%:  SAYS A LOT I A
   4678 25.81%:  SAYS A LOT AND MO
   4679 25.81%:  SAYS A LOT AND ANY
   4680 25.81%:  SAYS A LOT AND ALL
   4681 25.84%:  SAYS A LOT AND ALL I D
   4682 25.80%:  SAYS A LOT IN UN
   4683 25.80%:  SAYS A LOT IN SY
   4684 25.80%:  SAYS A LOT I C
   4685 25.80%:  SAYS A LOT AND ALSO W
   4686 25.80%:  SAYS A LOT AND ALSO NO
   4687 25.80%:  SAYS A LOT IN SOME C
   4688 25.80%:  SAYS A LOT IN DE
   4689 25.80%:  SAYS A LOT ON MY LA
   4690 25.80%:  SAYS A LOT IND
   4691 25.80%:  SAYS A LOT AND I SAY LE
   4692 25.80%:  SAYS A LOT IN LA
   4693 25.79%:  SAYS A LOT IN CA
   4694 26.10%:  SAYS A LOT IN CASE YOU D
   4695 25.79%:  SAYS A LOT ON MY AL
   4696 25.79%:  SAYS A LOT AND SA
   4697 26.56%:  SAYS A LOT AND SAID L
   4698 25.79%:  SAYS A LOT AND NEEDS A
   4699 25.79%:  SAYS A LOT I L
   4700 25.79%:  SAYS A LOT AND C
   4701 25.79%:  SAYS A LOT ON MY UN
   4702 25.79%:  SAYS A LOT AND LO
   4703 25.79%:  SAYS A LOT ON MY NO
   4704 25.79%:  SAYS A LOT ON MY SE
   4705 25.78%:  SAYS A LOT ON MY DIS
   4706 25.78%:  SAYS A LOT AND ALSO CON
   4707 25.78%:  SAYS A LOT AND IM
   4708 25.78%:  SAYS A LOT ON MY CA
   4709 25.78%:  SAYS A LOT AND I SAY M
   4710 25.78%:  SAYS A LOT AND ALSO M
   4711 25.78%:  SAYS A LOT ON MY IDEA L
   4712 25.78%:  SAYS A LOT ON MY AN
   4713 25.78%:  SAYS A LOT ON MY COL
   4714 25.78%:  SAYS A LOT AND N
   4715 25.77%:  SAYS A LOT I N
   4716 25.77%:  SAYS A LOT AND SU
   4717 25.77%:  SAYS A LOT AND I ONLY ME
   4718 25.77%:  SAYS A LOT I SA
   4719 25.77%:  SAYS A LOT ON MY LAWS
   4720 25.76%:  SAYS A LOT AND I SAY O
   4721 25.76%:  SAYS A LOT I NO
   4722 26.81%:  SAYS A LOT I NOW
   4723 25.76%:  SAYS A LOT I AL
   4724 25.76%:  SAYS A LOT I M
   4725 25.76%:  SAYS A LOT AND I SAY ON
   4726 25.75%:  SAYS A LOT I MEAN A
   4727 25.75%:  SAYS A LOT AND ALSO O
   4728 25.75%:  SAYS A LOT ON MY SEL
   4729 25.75%:  SAYS A LOT IN LAW S
   4730 25.75%:  SAYS A LOT AND MEANS YOU
   4731 25.74%:  SAYS A LOT I SE
   4732 25.74%:  SAYS A LOT ON MY OWN
   4733 25.74%:  SAYS A LOT AND I SAY W
   4734 25.74%:  SAYS A LOT UM AND AL
   4735 26.80%:  SAYS A LOT UM AND ALSO I
   4736 25.74%:  SAYS A LOT I DE
   4737 25.74%:  SAYS A LOT AND ALSO L
   4738 25.73%:  SAYS A LOT AND I SAY D
   4739 25.73%:  SAYS A LOT AND I SAY NE
   4740 25.73%:  SAYS A LOT I O
   4741 25.72%:  SAYS A LOT I LO
   4742 25.72%:  SAYS A LOT I ON
   4743 25.72%:  SAYS A LOT AND I SAYED
   4744 25.71%:  SAYS A LOT AND I SAY CO
   4745 25.71%:  SAYS A LOT AND ALSO IN
   4746 25.75%:  SAYS A LOT AND ALSO INCLU
   4747 25.71%:  SAYS A LOT AND I SAY ONE
   4748 25.71%:  SAYS TEENS ONLY
   4749 25.71%:  SAYS A LOT AND WE S
   4750 25.71%:  SAYS A LOT AND ALSO NE
   4751 25.71%:  SAYS A LOT AND COULD S
   4752 25.71%:  SAYS A LOT AND I DO ME
   4753 25.69%:  SAYS A LOT ON MY ENDS
   4754 25.69%:  SAYS A LOT AND ALSO DO
   4755 25.69%:  SAYS A LOT AND ALSO C
   4756 25.68%:  SAYS A LOT AND I ONLY SA
   4757 25.68%:  SAYS A LOT AND ALSO Y
   4758 25.67%:  SAYS A LOT AND I COULD MA
   4759 25.67%:  SAYS A LOT UM CLE
   4760 25.67%:  SAYS A LOT AND I CLE
   4761 25.67%:  SAYS A LOT AND ALSO MO
   4762 25.65%:  SAYS A LOT AND ALSO ON
   4763 25.65%:  SAYS A LOT I WOULD SAY ON A C
   4764 25.64%:  SAYS A LOT AND ALSO I W
   4765 25.64%:  SAYS A LOT AND ALSO N
   4766 25.64%:  SAYS A LOT ONLY SO
   4767 26.48%:  SAYS A LOT ONLY SO M
   4768 25.64%:  SAYS A LOT IN WAYS A
   4769 25.64%:  SAYS A LOT AND ALSO LI
   4770 25.63%:  SAYS A LOT AND ALSO LE
   4771 25.63%:  SAYS A LOT AND ALSO IM
   4772 25.62%:  SAYS A LOT AND ALSO LO
   4773 25.62%:  SAYS A LOT AND ALSO COM
   4774 25.62%:  SAYS A LOT I COULD SAY AND
   4775 25.62%:  SAYS A LOT AND ALSO U
   4776 25.62%:  SAYS A LOT I COULD SAY DO
   4777 25.61%:  SAYS A LOT I COULD SAY W
   4778 25.61%:  SAYS A LOT I COULD SAY NO
   4779 25.76%:  SAYS A LOT I COULD SAY NOW A
   4780 25.61%:  SAYS A LOT I COULD SAY N
   4781 25.61%:  SAYS A LOT I COULD SAY L
   4782 25.61%:  SAYS A LOT I COULD SAY D
   4783 25.61%:  SAYS A LOT U M
   4784 25.60%:  SAYS A LOT UNS
   4785 25.60%:  SAYS A LOT UNE
   4786 25.59%:  SAYS A LOT ON AN AWESOME DUDE LI
   4787 25.59%:  SAYS A LOT ONLY L
   4788 25.58%:  SAYS A LOT IN NOWADAYS L
   4789 25.57%:  SAYS A LOT UM CAL
   4790 25.56%:  SAYS A LOT IN NOWADAYS D
   4791 25.55%:  SAYS A LOT ONLY S
   4792 25.55%:  SAYS A LOT ON DAYS I
   4793 25.55%:  SAYS A LOT IN NOWADAYS E
   4794 25.54%:  SAYS A LOT AND YES I D
   4795 25.54%:  SAYS A LOT IN NOWADAYS U
   4796 25.54%:  SAYS A LOT UM WELL
   4797 25.54%:  SAYS A LOT IN NOWADAYS M
   4798 25.54%:  SAYS A LOT AND I AM UN
   4799 25.54%:  SAYS A LOT IN NOWADAYS DO
   4800 25.53%:  SAYS A LOT IN NOWADAYS O
   4801 25.53%:  SAYS A LOT AND I SEE A
   4802 25.53%:  SAYS A LOT AND ALSO COULD WE
   4803 25.53%:  SAYS A LOT AND I COULD SAY L
   4804 25.52%:  SAYS A LOT AND NOW I AM S
   4805 25.52%:  SAYS A LOT AND I AM SO
   4806 25.52%:  SAYS A LOT ON AN AWESOMELY C
   4807 25.52%:  SAYS NOT
   4808 25.50%:  SAYS A LOT AND NOW I CAN
   4809 25.49%:  SAYS A LOT I WAS
   4810 25.48%:  SAYS A LOT ON MY LAW EN
   4811 25.48%:  SAYS A LOT AND I AM CON
   4812 25.48%:  SAYS A LOT ON SO MANY DI
   4813 25.47%:  SAYS A LOT ONLY NO
   4814 26.60%:  SAYS A LOT ONLY NOW I
   4815 25.47%:  SAYS A LOT ONLY D
   4816 25.45%:  SAYS A LOT ONLY WE
   4817 25.45%:  SAYS A LOT AND MEANS L
   4818 25.45%:  SAYS A LOT ON MY SLE
   4819 25.44%:  SAYS SO MANY
   4820 25.42%:  SAYS TO
   4821 27.35%:  SAYS TOO
   4822 30.59%:  SAYS TOO MANY
   4823 25.42%:  SAYS A LOT I WOULD DEC
   4824 25.41%:  SAYS A LOT AND I WOULD SEL
   4825 25.39%:  SAYS A LOT ON AN AWESOMELY IN
   4826 25.37%:  SAYS A LOT UM AND I D
   4827 25.37%:  SAYS A LOT UM LOL
   4828 25.37%:  SAYS A LOT ONLY E
