Off panel: Can we talk about what was said earlier
100.00%: 
3.34%:  was
0.00%:  was in the end
0.00%:  was hired to pull
0.00%:  was in the area and also
0.00%:  based it on what all
0.00%:  said it was fake but all
0.00%:  raw
0.00%:  is a solid
0.00%:  was afraid to break the seal
0.00%:  is an artist of true
0.00%:  has been a statue for ten
0.00%:  was able to find a wealth
0.00%:  asked us for the
0.00%:  will also be a statue: we
0.00%:  saw it in a freak
0.00%:  was not a friend at all: he was a li
0.00%:  has faked a statue for all
0.00%:  has paid a fine t
0.00%:  is a statue and he left
0.00%:  had us all a
0.00%:  had us all a bit
0.00%:  put it all in
0.00%:  was our best friend at
0.00%:  will be a statue for a half an
0.00%:  saw it at a park last
0.00%:  is now a real statue and if
0.00%:  wanted a statue of his bare ar
0.00%:  was unable to take this
0.00%:  is a statue of a friend all
0.00%:  won an award with it at
0.00%:  is wise
0.00%:  is wise and
0.00%:  has told us all a
0.00%:  found it at the park:
0.00%:  faked that up
0.00%:  also threw in a bit
0.00%:  was a little but
0.00%:  has taken a new life
0.00%:  built this as a dare
0.00%:  built this as a dare after
0.00%:  knew it was a real statue and we
0.00%:  knew it was a real statue and we all
0.00%:  is a real pain when
0.00%:  spent a full week and his
0.00%:  spent a full week and his life
0.00%: : statue of what
0.00%:  left this for us
0.00%:  ate all the paint and bar
0.00%:  drew it out
0.00%:  drew it in a half
0.00%:  drew it in a half an
0.00%:  has faked all
0.00%:  has fled
0.00%:  was bad at that
0.00%:  was a real friend who is
0.00%:  wanted a statue of a sn
0.00%:  talks to a real
0.00%:  drew it of
0.00%:  is a total fake and a
0.00%:  felt bad after the
0.00%:  wants to build an
0.00%:  is also a better friend than we
0.00%:  is also a better friend than we all
0.00%:  was the real statue and i
0.00%:  would raise
0.00%:  is a statue of what a real bird
0.00%:  and his wife are fur
0.00%:  said he wants a full
0.00%:  woke up and this was all in
0.00%:  went for a walk and built a real
0.00%:  worked a bit with
0.00%:  is the winner for
0.00%:  shaped it after all our
0.00%:  is a th
0.00%:  is a thief and
0.00%:  is a thief and a fake
0.00%:  is a thief and an
0.00%:  is a thief and an awful
0.00%:  said there was a buff
0.00%:  had art
0.00%:  has left and will not speak
0.00%:  went for a walk and it was the
0.00%:  put in all that work based
0.00%:  is a statue and we all bow
0.00%:  threw a plate and a knife
0.00%:  naked with
0.00%:  worked it up with
0.00%:  worked it up with a
0.00%:  is the real deal: a statue for
0.00%:  is what a statue of a pal
0.00%:  used it in
0.00%:  was on a walk and saw the
0.00%:  is an artist after all:
0.00%:  failed all
0.00%:  asked that we put a label
0.00%:  is the new patron
0.00%:  sure has a rad
0.00%:  has a fine statue of a
0.00%:  felt bad for what a
0.00%:  asked for a statue with an ear
0.00%:  will see it and be
0.00%:  is aware of the fault
0.00%:  has been turned to a
0.00%:  sure knows what we
0.00%:  said it was for the park but
0.00%:  built it last week for
0.00%:  was in a park and saw the real
0.00%:  knows a friend that
0.00%:  built it after he asked for
0.00%:  is like a statue all
0.00%:  is better at all of
0.00%:  will be at the park for
0.00%:  said there was a broken
0.00%:  spent a week and a half as a real
0.00%:  will be sad to learn that we
0.00%:  threw a statue in a lake and sw
0.00%:  wanted to pull a real
0.00%:  broke a statue in
0.01%:  broke a statue in half and
0.00%:  broke a statue in half and was
0.00%:  broke a statue in half after
0.00%:  broke a statue in half and we
0.00%:  broke a statue in half and is
0.00%:  broke a statue in half and re
0.00%:  broke a statue in half in
0.00%:  broke a statue in half and left
0.00%:  broke a statue in half and past
0.00%:  broke a statue in half and it
0.00%:  broke a statue in half and it was
0.00%:  broke a statue in half and it was all
0.00%:  broke a statue in half and was all
0.00%:  broke a statue in half and it fell
0.00%:  broke a statue in half as
0.00%:  lasted all
0.00%:  has paid a real life statue of
0.00%:  is a fan of super real
0.00%:  was a better friend: if
0.00%:  wants a statue of her
0.00%:  wants a statue of her friend
0.00%:  was a statue and there
0.00%:  fed up
0.00%:  fed up with all
0.00%:  pals are a
0.00%:  also reads
0.00%:  said it was a 
0.00%:  and a few others put a
0.00%:  has drawn a statue of a pile
0.00%:  was able to talk a friend with
0.00%:  failed as a statue for a
0.00%:  is a friend of statue art
0.00%:  star
0.00%:  baked this out
0.00%:  has been st
0.00%:  drew this after we ate all
0.00%:  waited with
0.00%:  keeps an
0.00%: : a real friend has
0.00%:  will not be a
0.00%:  will not be a friend after
0.00%:  has faked us
0.00%:  has faked us all
0.00%:  had to break a statue
0.00%:  wakes up in his
0.00%:  has paid a stone
0.00%:  was wise to take
0.00%:  wins at life and has a
0.00%:  woke up and it
0.00%:  woke up and it was all
0.00%:  woke up and it was all a
0.00%:  woke up and it was there
0.00%:  woke up and it was a
0.00%:  woke up and it was all he
0.00%:  woke up and it was all he saw
0.00%:  woke up and it was real
0.00%:  woke up and it was all that
0.00%:  woke up and it was all that was in
0.00%:  woke up and it was a real
0.00%:  woke up and it was all we
0.00%:  woke up and it was all there
0.00%:  woke up and it was all there was
0.00%:  woke up and it was still
0.00%:  sent it as a thank
0.00%:  was a little bit of a pr
0.00%:  was able to sur
0.00%:  wants his two bu
0.00%:  drew it in a park
0.00%:  is a far and
0.00%:  said it was fake but here
0.00%:  was a better friend: what a
0.00%:  set a
0.00%:  set a statue
0.00%:  found it at a walk
0.00%:  is a shark
0.00%:  is a shark and
0.00%:  drew us a new
0.00%:  turned it into a par
0.00%:  here was able to talk and
0.00%:  was the real statue and a
0.00%:  is aware of the latest
0.00%:  was able to fake it up
0.00%:  was able to fake it up real
0.00%:  was able to fake it up real fast
0.00%:  threw in a bit
0.00%:  turned it off the
0.00%:  turned it off the wall
0.00%:  beat the s
0.00%:  has a talent for detail
0.00%:  has fallen asleep in bed
0.00%:  felt like it was the
0.00%:  has taped a real statue of an
0.00%:  done real
0.00%:  was a statue for real while
0.00%:  filled in the statue
0.00%:  filled in the statue for
0.00%:  should be a little
0.00%:  asked us to be
0.00%:  has put in a bid for a
0.00%:  asked for it after we all saw what
0.00%:  was there and we all saw
0.00%:  found it in a park at the base
0.00%: : what a fine fellow
0.00%:  went for a walk and he was able
0.00%:  after statue
0.00%:  has pulled off a new
0.00%:  was on the statue
0.00%:  was a real friend to paint
0.00%: : a true artist and a
0.00%:  is a better fre
0.00%:  and all the rest of us were
0.00%:  was a real life person
0.00%:  was a real life person and
0.00%: : what was up
0.00%:  wanted a statue of a pink bear
0.00%:  will be real proud when
0.00%:  was able to draw it up real fast when
0.00%:  is a wise and well
0.00%:  wanted to be a super
0.00%:  drew it last week after all
0.00%:  is a statue of a winner
0.00%:  saw ours
0.00%:  failed as a statue of a
0.00%:  has a new statue of a din
0.00%:  sure has a life
0.00%:  is here and also
0.00%:  here is a fine fellow and was
0.00%:  taken a
0.00%:  kept it around after we all
0.00%:  paid an artist so he
0.00%:  is a real friend of a
0.00%:  is a real friend of a statue
0.00%:  found it after we all saw
0.00%:  was a better friend: we all saw
0.00%:  was a real statue for like half
0.00%:  was a real statue for like half an
0.00%:  this is an award for
0.00%:  paid a fine for
0.00%:  paid a fine for that
0.00%:  was in a full
0.00%:  shaped like a statue of an
0.00%:  er
0.00%:  erased all
0.00%:  erased all the parts
0.00%:  erased the
0.00%:  erased all the awful
0.00%:  erased all of
0.00%:  erased all the awful parts
0.00%:  was in the park and saw a few of
0.00%:  wanted a statue of his rap
0.00%:  built it as thanks for a
0.00%:  built it after we all drank
0.00%:  was in the area after all and
0.00%:  is a real life statue park
0.00%:  talked the
0.00%:  knew what a stat
0.00%:  wears a beard now
0.00%:  is awful and if he was a real
0.00%:  paid for it all after
0.00%:  was a fine statue for a
0.00%:  was a fine statue for a while
0.00%:  wins this round after
0.00%:  was able to draw that in like an
0.00%:  held up a fr
0.00%:  was able to write this
0.00%:  was asked to put
0.00%:  was able to draw it all in
0.00%:  spent half a week and about
0.00%:  spent real
0.00%:  was an awful friend: he was late
0.00%:  set it up earlier
0.00%:  swears he would
0.00%:  was a little worse than awful
0.00%:  had a few of us
0.00%:  is also a real friend
0.00%:  knew what a statue of a pal
0.00%:  was a real friend to be
0.00%:  saw it at a park and there
0.00%: : heads
0.00%:  was sw
0.00%:  had to steal a
0.00%:  has al
0.00%:  said if we want a
0.00%:  said if we want a statue we
0.00%:  drew it on the wall after we
0.00%:  woke up and saw this in a
0.00%:  was an artist who failed
0.00%:  and later
0.00%:  paint a
0.00%:  felt like it was a waste of a
0.00%:  shows and
0.00%:  wears a bowler hat and a little
0.00%:  spent a week and a half last
0.00%:  shrunk it down a
0.00%:  wants a statue of a freak
0.00%:  swears that if we put
0.00%:  hired an artist to fake
0.00%:  hired an artist to fake a
0.00%:  is what it feels
0.00%:  is well aware of the flawed
0.00%:  has beaten us and
0.00%:  has used it for
0.00%:  heads off
0.00%:  knows what a statue in
0.00%:  knows what a statue in real
0.00%:  knows what a statue in a
0.00%: : here is a statue of a bear and
0.00%:  has been a statue for a far
0.00%:  also asked that we paint
0.00%:  wins a free statue for a
0.00%:  has a new fan
0.00%: : on
0.00%:  is so tall
0.00%:  said it was a n
0.00%:  is better at life and
0.00%:  baked it with
0.00%:  was a real friend as he
0.00%:  is a statue with a fr
0.00%:  left it in front
0.00%:  drew it at our
0.00%:  shaped like a statue for
0.00%:  is ter
0.00%:  said it was a water buff
0.00%:  was able to turn a water
0.00%:  is the real fake statue
0.00%:  is a real statue who will be
0.00%:  has a real sweet friend
0.00%:  has a new friend or
0.00%:  said it was an al
0.00%:  is wh
0.00%:  often draws
0.00%:  pal
0.00%:  said he stole
0.00%:  said if we want a real
0.00%:  said if we want a real statue we
0.00%: : has been a statue
0.00%: : has been a statue for
0.00%:  here was an awful artist and a
0.00%:  knows what we need
0.00%:  wrote this and it
0.00%:  wrote this and it was
0.00%:  wrote this and it was awful
0.00%:  was a fake statue and a real
0.00%:  faked it but
0.00%:  said it was fl
0.00%:  here was a friend to all
0.00%:  has been an ar
0.00%:  put it in the wall
0.00%:  with fake
0.00%:  pals around with it after
0.00%:  wears a bowler hat as
0.00%:  was able to find a skull
0.00%:  set up an art
0.00%:  was able to draft it up while
0.00%:  was a real pal and this
0.00%:  spent all of three
0.00%:  drew it in p
0.00%:  is a wise and all
0.00%:  powers
0.00%:  is a k
0.00%:  takes unfair
0.00%:  set up a shr
0.00%:  is like the best
0.00%:  paid for it after we blew
0.00%:  was a little worked up there
0.00%:  was able to walk in and steal a
0.00%:  asked for the statue if
0.00%:  turned it into a wall pl
0.00%:  draw statue
0.00%:  speaks what
0.00%:  faked it for a bit
0.00%:  held still for a week
0.00%:  is awful at it and
0.00%:  sure draws
0.00%:  shut
0.00%:  has nailed it: a
0.00%:  has nailed it: a statue of a
0.00%:  was able to win an award at
0.00%:  is the proud winner
0.00%:  was here and is a
0.00%:  went for a walk and saw a real stat
0.00%:  was able to render his
0.00%:  here is a well
0.00%:  needs a little
0.00%:  needs a little help
0.00%:  was an artist and there
0.00%:  said if he wants
0.00%:  has worked in all
0.00%:  here is a statue after
0.00%:  was the real artist in all of
0.00%:  found it at a park after we all
0.00%:  was a fake statue for awhile and
0.00%:  is a statue of what a real friend we
0.00%:  based it on what was real
0.00%:  said it was a wh
0.00%:  said it was a whale
0.00%:  wins at life as
0.00%:  laid it out real
0.00%:  put it here for safe
0.00%:  paid for it after we all bet he
0.00%:  worked in a few
0.00%:  was here and we went to a
0.00%:  drew a statue when
0.00%:  put this in after we saw
0.00%: : the first
0.00%:  is real and that is
0.00%:  is real and that is fake
0.00%:  is real and that is a
0.00%:  is real and that is a real
0.00%:  is aware that we all wanted
0.00%:  won an award at the fair
0.00%:  was a little slow
0.00%:  was able to walk inside a
0.00%:  went on a walk while
0.00%:  is a statue of what a f
0.00%: : was a little
0.00%:  was in a f
0.00%:  there is a statue park
0.00%:  there is a statue park and
0.00%:  drew it after we spent
0.00%:  drew it after we spent all
0.00%:  has a statue and all it
0.00%: : ask
0.00%:  is a fake friend: he wants
0.00%:  is a super fake
0.00%:  also threw in a snake
0.00%: : we all saw what
0.00%:  knows all the best art
0.00%:  knows all the best art deal
0.00%:  put in his own
0.00%:  wanted to be super
0.00%:  threw paint at us
0.00%:  is a statue and we all know we
0.00%:  asked for it in
0.00%:  faked the last part
0.00%:  based it on real stuff
0.00%:  built that in a few weeks
0.00%:  drew it in water
0.00%: : a statue of a fake
0.00%:  paid for the statue we are
0.00%:  has a new idea for a new art
0.00%:  here is a statue of a f
0.00%:  here is a statue of a fart
0.00%:  is a real friend who wasn
0.00%:  wanted a statue of a real fire
0.00%:  is a fan of under
0.00%:  wanted us to keep
0.00%:  was a fine artist and all
0.00%:  is bored with
0.00%:  had an artist work up a life
0.00%:  was in the statue area
0.00%:  was in the statue area and
0.00%:  knows the true
0.00%:  will raise
0.00%:  is an awful and fake artist
0.00%:  set up a fake web
0.00%:  saw it at the fair and was all
0.00%:  was able to take the real
0.00%:  wanted a statue of fake hair
0.00%:  knew this was an awful idea after all
