got like a thousand REALLY GOOD REASONS for doing that
100.00%: 
1.31%:  got the
0.00%:  LEARNED to do it like 
0.00%:  got the LAN
0.00%:  got a REALLY GOOD REASON for taking d
0.00%:  fo
0.00%:  got a REASON for the old
0.00%:  got a REAL GOOD REASONS for it
0.00%:  got a REALLY GOOD REASON to go naked h
0.00%:  got the DAYS in
0.00%:  got LAYERS of RE
0.00%:  got LAYERS of REAL
0.00%:  got a lot of naked LEGAL
0.00%:  got YEARS of tank
0.00%:  got the GOOD kind of ol
0.00%:  got a REALLY GOOD NOSE for it
0.00%:  got LONG DAYS of doing
0.00%:  got a REALLY GOOD REASON like for not
0.00%:  REALLY GOOD REASONS it
0.00%:  got the LARGEL
0.00%:  RARELY gone N
0.00%:  naked AND
0.00%:  LOG
0.00%:  EARNED the look
0.00%:  got REASONS and AL
0.00%:  got YEARS of et
0.00%:  got a REALLY GOOD reading of
0.00%:  got a REAL GOOD REASON other
0.00%:  got REALLY GOOD tar
0.00%:  got a REALLY GOOD tired
0.00%:  got a REALLY good he
0.00%:  LEARNED to let go
0.00%:  got YEARS of naked at
0.00%:  got A LAD
0.00%:  got A LADY friend
0.00%:  got REALLY great dino
0.00%:  got like ONE DOLLAR 
0.00%:  got a lot of REALLY GOOD hand
0.00%:  getting old
0.00%:  got a REALLY GOOD REASON for hating old
0.00%:  gotta find a REALLY GOOD REASON or
0.00%:  done it RARELY ON SO
0.00%:  felt not
0.00%:  got GODLY A
0.00%:  got a naked fl
0.00%:  tried G
0.00%:  ROL
0.00%:  ALREADY told the gang
0.00%:  got kind of a let
0.00%:  got it REALLY DONE like
0.00%:  got a great ol
0.00%:  ALSO got a hat like
0.00%:  got to find a gro
0.00%:  got LOADS of gl
0.00%:  got a good n
0.00%:  got a REALLY GOOD REASON for doing e
0.00%:  ONLY DRE
0.00%:  gone Y
0.00%:  got the GOOD A
0.00%:  REALLY got like a foot
0.00%:  got to go die
0.00%:  got it REALLY DA
0.00%:  got GOOD REASONS for not h
0.00%:  got a ROYAL N
0.00%:  gotten REALLY NEAR
0.00%:  gotten REALLY ORD
0.00%:  got the GOOD kind of ARRE
0.00%:  got a lot of naked DY
0.00%:  done it ALL DAYS
0.00%:  got REALLY GOOD REASONS for like doing
0.00%:  got LARGE NE
0.00%:  ALREADY got a hold
0.00%:  ALREADY got a hold of
0.00%:  got a REALLY GOOD ne
0.00%:  GOOD REASONS for the talking dog
0.00%:  REALLY got to go find SO
0.00%:  gotten dark
0.00%:  got it REALLY GOOD REASONS for holding
0.00%:  got a REALLY GOOD goth
0.00%:  got REALLY good hair AND
0.00%:  got it on REALLY GOOD R
0.00%:  got the REASON for ALL
0.00%:  got a REALLY GOOD thing if
0.00%:  got it ON GOAL
0.00%:  got like a REALLY draft
0.00%:  GOOD REASONS for don
0.00%:  REALLY got to GO NO
0.00%:  REALLY GOOD REASONS for taking to
0.00%:  got it ON A
0.00%:  got a lot of REALLY SAD N
0.00%:  got a DOLLAR R
0.00%:  REALLY gotten GO
0.00%:  got GOOD REASONS to ro
0.00%:  got like ONE REALLY SAD O
0.00%:  got REAL GOOD REASONS for ad
0.00%:  ALREADY told the r
0.00%:  got a REALLY GOOD REASON for not del
0.00%:  got a DOLLAR 
0.00%:  got a lot of DELAY
0.00%:  got to go le
0.00%:  got a lot of DON
0.00%:  got like a REAL GOOD S
0.00%:  got a REALLY GOOD REASON for hating like
0.00%:  got REASONS of the kind
0.00%:  got a REALLY GOOD REASON for doing it e
0.00%:  got a lot of naked REALLY R
0.00%:  got a REALLY GOOD ONE R
0.00%:  got GOALS in life to
0.00%:  tried ANY
0.00%:  DONE a lot of the
0.00%:  got a lot of LONG D
0.00%:  got a lot of LONG DRESS
0.00%:  tried to look REALLY GOOD ON
0.00%:  got a REALLY GOOD fold in the
0.00%:  got a GOOD LAYER to
0.00%:  got a ONE S
0.00%:  ALSO got a grand
0.00%:  got a lot of naked EAR
0.00%:  got a lot of naked EARLY
0.00%:  got a lot of REALLY SAD S
0.00%:  got REAL SAD
0.00%:  got YEARS of on
0.00%:  got REASONS for kinda
0.00%:  had to let go of a
0.00%:  got to LAYERS
0.00%:  got a REALLY GOOD lot of
0.00%:  DNA
0.00%:  ALSO got a get
0.00%:  got a SALARY for
0.00%:  often DE
0.00%:  got a DANGERS
0.00%:  got to RAN
0.00%:  REALLY GOOD REASON for not
0.00%:  ALSO done that fr
0.00%:  got YEARS of dile
0.00%:  got SORRY LA
0.00%:  got to DRESS and LO
0.00%:  got LOADS of A
0.00%:  got REASON and
0.00%:  got REASON and LOG
0.00%:  ALREADY done it a lot of
0.00%:  LARGELY for
0.00%:  got LAYERS of to
0.00%:  LEARNED long
0.00%:  LEARNED long ago that if
0.00%:  LEARNED long ago to
0.00%:  got one REASON for it
0.00%:  got to find LAY
0.00%:  got a good fle
0.00%:  got LAYERS of O
0.00%:  got REALLY GOOD REASONS for talking a thousand
0.00%:  got a REALLY GROSS kind
0.00%:  ALREADY got naked hot
0.00%:  got REALLY float
0.00%:  got ONLY a thousand other
0.00%:  got REALLY GOOD REASONS for not g
0.00%:  got a REALLY RAD hair
0.00%:  got a REALLY GOOD hide to
0.00%:  ALREADY failed at too
0.00%:  got a lot of REALLY GROSS r
0.00%:  got a great A
0.00%:  got on the ro
0.00%:  got tra
0.00%:  got GOOD REASONS of not
0.00%:  got on a life
0.00%:  got REALLY GOOD gold
0.00%:  got a REALLY good RAD
0.00%:  got it REAL GOOD lined
0.00%:  ONLY tried to go
0.00%:  got like a LAYERS thing
0.00%:  got GREY and
0.00%:  got SAD to
0.00%:  got SAD to deal
0.00%:  got YEARS of tan
0.00%:  got LAYERS and AN
0.00%:  ALSO got alright
0.00%:  got like ONE DOLLAR O
0.00%:  got GOD A
0.00%:  got LAYERS hid
0.00%:  got GOOD SENS
0.00%:  got to REALLY hold
0.00%:  got to REALLY S
0.00%:  ALREADY got ONE of
0.00%:  got REALLY GOOD REASONS often
0.00%:  got like a NAR
0.00%:  got a third n
0.00%:  got to find AN O
0.00%:  got on RAD S
0.00%:  got a light one
0.00%:  ALREADY got nailed
0.00%:  REALLY GOOD REASONS for like
0.00%:  REALLY left no
0.00%:  got LAYERS of R
0.00%:  got a REALLY GOOD REASON the dog
0.00%:  DONE that naked
0.00%:  got a GOOD REASON for REALLY lik
0.00%:  got a GOOD REASON for REALLY liking to
0.00%:  got a GOOD REASON for REALLY liking the
0.00%:  got organ
0.00%:  got GOOD REASONS real
0.00%:  kind of got it ALL
0.00%:  got a SLO
0.00%:  got REAL GOOD LE
0.00%:  got REALLY GOODE looking
0.00%:  ALREADY got the di
0.00%:  got a REALLY GOOD hate for
0.00%:  got GREY her
0.00%:  got YEARS of gro
0.00%:  got it REALLY OR
0.00%:  got it REALLY ORAN
0.00%:  got A LONG RO
0.00%:  got a lot of naked ALSO AL
0.00%:  got ENDLESS GR
0.00%:  GOOD REASONS for it taking
0.00%:  GAS
0.00%:  got REALLY GOOD thin
0.00%:  ALREADY got naked for a
0.00%:  got A REALLY GOOD SNO
0.00%:  got a REALLY good flat
0.00%:  got REAL REASONS to find
0.00%:  got a REALLY GOOD far
0.00%:  got a REALLY good DE
0.00%:  got GOOD REASONS for the di
0.00%:  REALLY got a friend to
0.00%:  got a frog tank
0.00%:  got LOADS of red
0.00%:  got a knife to hold
0.00%:  got ONLY naked to
0.00%:  got REAL DANGERS right
0.00%:  got a thing for REALLY DO
0.00%:  REALLY got fr
0.00%:  got a naked AND A
0.00%:  got GREEDY LA
0.00%:  ALSO got LONG S
0.00%:  ALREADY looked in a
0.00%:  got the REASONS R
0.00%:  got handle
0.00%:  learnt it
0.00%:  got a REALLY great SNO
0.00%:  AGREED to think
0.00%:  AGREED to think of
0.00%:  got A RAN
0.00%:  got a lot R
0.00%:  got it REALLY GOOD hood
0.00%:  got a REALLY ner
0.00%:  got to find a RO
0.00%:  got DANGERS and ALL
0.00%:  got a kid in
0.00%:  got a REALLY GOOD REASON for the god
0.00%:  got ONLY the DRESS
0.00%:  ALREADY gone too hard
0.00%:  got LAYERS of torn
0.00%:  got a great RAD
0.00%:  got on a DE
0.00%:  ALSO got NAR
0.00%:  got it for like 
0.00%:  got the GOOD ONE
0.00%:  got a REALLY long red
0.00%:  got REALLY GOOD thief
0.00%:  got a REALLY GOOD REASON for the indo
0.00%:  got it ON G
0.00%:  got it ON GRE
0.00%:  got on DANG
0.00%:  got on DANGERS of
0.00%:  got a SOLELY R
0.00%:  ALREADY got a good fr
0.00%:  got a LARGE L
0.00%:  got the EARS for
0.00%:  REALLY got a lot of in
0.00%:  got REAL REASONS like it
0.00%:  REALLY liked that gag for
0.00%:  got YEARS of old tank
0.00%:  got radio
0.00%:  got it in half
0.00%:  got a lot naked for
0.00%:  got a hat on R
0.00%:  got a REALLY GOOD end
0.00%:  got to find ONE AR
0.00%:  got REALLY gre
0.00%:  REALLY REASONS to
0.00%:  got EARS and
0.00%:  got a tiger hood
0.00%:  got A REASON for d
0.00%:  then
0.00%:  then got
0.00%:  got a REALLY GOOD REASON to lie in
0.00%:  ALSO tried going a
0.00%:  got a REALLY GOOD REASON to if
0.00%:  REALLY gotta read
0.00%:  got the LESSER GOAL
0.00%:  got a thing for REL
0.00%:  got it on 
0.00%:  got it SOLELY in
0.00%:  let go of a
0.00%:  got REASONS for it and like
0.00%:  got a GOOD REASON for REALLY not
0.00%:  got to go AN
0.00%:  ALREADY got g
0.00%:  got a naked YEAR
0.00%:  got GOOD REASONS for k
0.00%:  got a thing for REALLY GOOD R
0.00%:  got a REALLY GOOD fit on
0.00%:  got a REALLY GOOD frog hat
0.00%:  felt torn
0.00%:  got a REALLY GOOD REASON for naked t
0.00%:  got REALLY GOOD REASONS for gl
0.00%:  got DRAGONS A
0.00%:  got a good RE
0.00%:  got a good REASON it
0.00%:  got ONLY a naked
0.00%:  got the OLDS
0.00%:  got like ONE OLD SLE
0.00%:  ALSO looked at going
0.00%:  got YEARS of dang
0.00%:  ALREADY done that R
0.00%:  got to DRESS on
0.00%:  kind of got a leg
0.00%:  gotta SA
0.00%:  got a thing for SORR
0.00%:  got on REALLY GOR
0.00%:  ALREADY got a lot of ink
0.00%:  got a naked ANAL
0.00%:  got a naked ANALOGY
0.00%:  got a naked ANALOGY for
0.00%:  REALLY failed to think
0.00%:  got a lot of ANGRY E
0.00%:  got a hat in
0.00%:  got LAYERS of gl
0.00%:  got to ALSO hide
0.00%:  got REALLY GOOD a
0.00%:  got the SORRY for
0.00%:  ALREADY told an
0.00%:  got SOLAR SA
0.00%:  REALLY got to f
0.00%:  got REALLY good talk
0.00%:  ALSO got it if
0.00%:  got REALLY GOOD REASONS for doing k
0.00%:  got GOOD REASONS for and
0.00%:  got LARGE RED
0.00%:  REALLY liked that in
0.00%:  got to go DRO
0.00%:  had it tail
0.00%:  not had a
0.00%:  got to DRESS naked or
0.00%:  got a tea
0.00%:  got a GOOD AL
0.00%:  GOOD REASONS for g
0.00%:  GOOD REASONS for like 
0.00%:  got the LESSER DAY
0.00%:  ALREADY got to field
0.00%:  got REASONS Y
0.00%:  gotten REALLY SAS
0.00%:  got a REALLY hot and
0.00%:  ALSO got the GRO
0.00%:  got A REALLY DO
0.00%:  got the REAL REASONS of
0.00%:  ALREADY gotten laid for
0.00%:  got on a DRESS right NO
0.00%:  got a lot of REALLY GOOD gre
0.00%:  got REALLY GOOD alter
0.00%:  got a REALLY great lion
0.00%:  got it SOLELY ON
0.00%:  done that for SO L
0.00%:  got a REAL GOOD ASS
0.00%:  ALREADY gotten f
0.00%:  got a lot of range
0.00%:  ONLY gone for it
0.00%:  got it REALLY GOOD h
0.00%:  got it REALLY GOOD for one
0.00%:  got like ONE hat on
0.00%:  got a REALLY GOOD REASON for got
0.00%:  got a REALLY GOOD lead
0.00%:  ALREADY tried it on
0.00%:  got REALLY GOOD REASONS for not le
0.00%:  let too
0.00%:  got a lot of REALLY SAD NE
0.00%:  got a ton of G
0.00%:  got a REASON to hold
0.00%:  ALSO got a filing
0.00%:  got a REASON for L
0.00%:  REALLY not looked at a
0.00%:  got REAL RAD
0.00%:  REALLY got a lot done
0.00%:  got ONLY the LAR
0.00%:  got a RAD life
0.00%:  fold
0.00%:  got a leg and
0.00%:  friend
0.00%:  goof
0.00%:  got REALLY good AD
0.00%:  got od
0.00%:  ALREADY got one d
0.00%:  god
0.00%:  got one REALLY GOOD dog
0.00%:  gotta DR
0.00%:  got REALLY GOOD REASONS a
0.00%:  got REALLY GOOD REASONS to go naked al
0.00%:  got a lot of GREEN
0.00%:  got a REAL DRESS ON
0.00%:  got a REAL DRESS ON right
0.00%:  got A SAD
0.00%:  got REALLY GOOD legion
0.00%:  got REALLY GOD S
0.00%:  ALSO talked to f
0.00%:  got a lot n
0.00%:  got GREY le
0.00%:  got a lot of naked LESSER AN
0.00%:  got a GOOD foot
0.00%:  got a REALLY GROSS din
0.00%:  got A REASON for holding it
0.00%:  got a thing for REALLY N
0.00%:  done that SO ON
0.00%:  done that SO ONLY A
0.00%:  got ONLY like a foot
0.00%:  got REALLY GROSS toe
0.00%:  got like a REALLY GROSS ro
0.00%:  got a lot of REALLY GOOD kar
0.00%:  got it REALLY fine
0.00%:  ALREADY got the no
0.00%:  got to die SOON
0.00%:  got a REALLY great AND
0.00%:  ALSO got naked DNA
0.00%:  got like a SLE
0.00%:  got a REALLY GOOD REASON tried
0.00%:  got a lot of REALLY GOOD drag
0.00%:  gotta for
0.00%:  got like ONE DOLLAR too
0.00%:  ALSO tried to NE
0.00%:  got a REALLY REASON for taking
0.00%:  got one REALLY RO
0.00%:  got REALLY tid
0.00%:  ALREADY got the LESSON of
0.00%:  got a REALLY RAD rain
0.00%:  got a REALLY GOOD tie in
0.00%:  got a kind of RAD
0.00%:  got like a thousand R
0.00%:  got to DRESS kind
0.00%:  got REALLY kinda
0.00%:  got to go find AND
0.00%:  got one REALLY GOOD digital
0.00%:  got a great kind
0.00%:  got REALLY GOOD REASONS talking
0.00%:  got a lot of OLD AR
0.00%:  got REAL GOOD REASONS ok
0.00%:  got it on REALLY GOOD AN
0.00%:  ALSO got a LE
0.00%:  got REAL GOOD LA
0.00%:  got a REALLY lik
0.00%:  got SOLE SAND
0.00%:  ALREADY got a great look in
0.00%:  got a REALLY de
0.00%:  got a REAL GOOD SOLAR
0.00%:  got the LES
0.00%:  got REALLY GOOD REASONS for it on a
0.00%:  got it REALLY DONE in
0.00%:  ALREADY got fat
0.00%:  looked REALLY GOOD in a R
0.00%:  ignored ALL
0.00%:  LEARNED getting
0.00%:  got DANGERS of ALL
0.00%:  got a DEGRE
0.00%:  RARELY heard of
0.00%:  DONE that and
0.00%:  got a RAD RO
0.00%:  got a LONG ROAD A
0.00%:  got a friend REALLY to
0.00%:  got a REALLY GOOD ig
0.00%:  got a REALLY GOOD or
0.00%:  got a REALLY GOOD dent
0.00%:  got a REALLY RAD hat for
0.00%:  ALSO done that if
0.00%:  got a SOLE LE
0.00%:  got a LONG ASS L
0.00%:  got dino t
0.00%:  ALREADY got a lot of hiding
0.00%:  got a kind of hot
0.00%:  got a lot of EAR
0.00%:  got a lot of EARLY
0.00%:  gotten REALLY lik
0.00%:  got on REALLY RAD SO
0.00%:  got GROSS NER
0.00%:  ALREADY got naked tr
0.00%:  ALSO done that for a
0.00%:  got a REALLY GOOD looking di
0.00%:  got a REALLY GOOD rod
0.00%:  got YES S
0.00%:  got YEARS of ON
0.00%:  got LOADS of not
0.00%:  got one rad t
0.00%:  got GOALS if
0.00%:  got LAYERS ON for the
0.00%:  ALSO tried going NAR
0.00%:  ALSO got the look DO
0.00%:  LEARNED to to
0.00%:  got a lot of naked GRE
0.00%:  got a REALLY GOOD ner
0.00%:  got it naked AND SO
0.00%:  got on AN OR
0.00%:  got the REALLY D
0.00%:  often R
0.00%:  ALREADY got O
0.00%:  got a REASON REALLY GOOD for it
0.00%:  got it ONLY like
0.00%:  got YEARS of data in
0.00%:  got REALLY good an
0.00%:  got REALLY good ankle
0.00%:  got REALLY fake
0.00%:  ALREADY got it done for
0.00%:  got GREEDY O
0.00%:  got YEARS of naked REAL
0.00%:  got GREEDY NO
0.00%:  got a REALLY DRO
0.00%:  ALREADY done that OR
0.00%:  got YEARS of old te
0.00%:  got like A DOL
0.00%:  got like A DOLLAR of
0.00%:  got like A DOLLAR in
0.00%:  got like A DOLLAR on
0.00%:  got one REALLY GOOD A
0.00%:  got a REALLY hot fire
0.00%:  got it kind of l
0.00%:  got the DAYS on
0.00%:  got a REALLY GOOD ONE l
0.00%:  got REALLY GOOD REASONS for liking a hat
0.00%:  left LA
0.00%:  got the REALLY G
0.00%:  got to find REASONS like
0.00%:  got a REALLY GOOD REASON for tid
0.00%:  REALLY DONE a great
0.00%:  got to go find a REAL REASON like
0.00%:  ALREADY got naked fat
0.00%:  got a giant lo
0.00%:  ALREADY got to learn
0.00%:  ALREADY got a life to
0.00%:  got an old great
0.00%:  got a SAN
0.00%:  eight
0.00%:  ALSO got a thousand other
0.00%:  got to go REALLY RE
0.00%:  GOOD REASONS to for doing
0.00%:  in the
0.00%:  tried AR
0.00%:  got YEARS of GAR
0.00%:  got a hard life
0.00%:  got to LAY SO
0.00%:  got a RAD to
0.00%:  got on the GOOD old
0.00%:  kind of got a le
0.00%:  got REALLY GOOD REASONS to go in
0.00%:  got SOLELY for
0.00%:  got YEARS of line
0.00%:  ALSO gotten rid of ANY
0.00%:  got a REASON for liking ALL
0.00%:  got a REASON for liking ALL the
0.00%:  got a thing for SENSE
0.00%:  got REAL GOOD REASONS for the ol
0.00%:  got the OLD A
0.00%:  got LEGAL AR
0.00%:  got a DOLLAR if
0.00%:  got a RAD ON
0.00%:  gotta N
0.00%:  got a REALLY GOOD AS SE
0.00%:  REALLY got to find a lo
0.00%:  got LOADS of land
0.00%:  got REAL SOR
0.00%:  ALREADY left SO
0.00%:  got a REASON to go naked if
0.00%:  ALREADY gotten g
0.00%:  got LESS GRE
0.00%:  got REALLY great RE
0.00%:  got EARLY AR
0.00%:  got like ONE DRA
0.00%:  GRA
0.00%:  got on the dog
0.00%:  got DAYS at
0.00%:  got a lot of naked RES
0.00%:  got REAL GOOD REASONS for doing it he
0.00%:  ALREADY got grand
0.00%:  got a REALLY dog
0.00%:  got like a REALLY t
0.00%:  got like a REALLY DES
0.00%:  got the ROYAL S
0.00%:  got the GOOD RO
0.00%:  gone flight
0.00%:  got like a tid
0.00%:  got REALLY RAG
0.00%:  got LOADS of naked light
0.00%:  got a REALLY GROSS her
0.00%:  got a DAYS
0.00%:  ALSO done it right
0.00%:  got a lot of REALLY GROSS h
0.00%:  got the DRESS ALL
0.00%:  had SE
0.00%:  had 
0.00%:  got a REALLY GROSS idea
0.00%:  got a REALLY GROSS idea for
0.00%:  got REALLY GOOD float
0.00%:  ALSO got the gr
0.00%:  got REALLY GOOD REASONS for get
0.00%:  got a REALLY GOOD ONE for naked
0.00%:  got REAL GOOD REASONS for doing L
0.00%:  got REALLY good ant
0.00%:  ALSO done it at
0.00%:  REALLY got on it
0.00%:  got it on if
0.00%:  got a thing for LOOS
0.00%:  got a GROSS thing
0.00%:  got a REALLY GOOD looked
0.00%:  got REASONS for alot
0.00%:  looked REALLY GOOD in fig
0.00%:  got REALLY GOOD golf
0.00%:  got a REAL DAN
0.00%:  got REASONS for an
0.00%:  LEARNED to legit
0.00%:  got ORANGE Y
0.00%:  got GOALS in the
0.00%:  got REAL GOOD REASONS for the kind
0.00%:  left g
0.00%:  ALREADY got GO
0.00%:  gone AN
0.00%:  got the ROAD R
0.00%:  got the ROAD RAGE
0.00%:  got to go fed
0.00%:  got a hot girl
0.00%:  got a REALLY GN
0.00%:  EARNED a right
0.00%:  got GOOD REASONS for one
0.00%:  got a thing for DAN
0.00%:  got a thing for DANGER
0.00%:  got it REALLY GOOD for n
0.00%:  got a lot O
0.00%:  got a REALLY SAD GO
0.00%:  got AN OLD AR
0.00%:  got an REALLY GOOD REASON for a
0.00%:  got a REASON for legit
0.00%:  got a LONELY R
0.00%:  got a red to
0.00%:  got to find a REALLY G
0.00%:  ALREADY not talked
0.00%:  got a thing for SOLAR S
0.00%:  ALREADY got naked a lot for
0.00%:  got a SORRY for
0.00%:  GOOD REASONS for dating the
0.00%:  REALLY got to leak
0.00%:  got the OLD N
0.00%:  got a lot of REALLY GOOD reg
0.00%:  got kind of a heart
0.00%:  gotten REALLY GOOD fold
0.00%:  got GREEN t
0.00%:  gotten hook
0.00%:  got role
0.00%:  had to take on
0.00%:  got a REALLY GOOD REASON god
0.00%:  got YEARS of il
0.00%:  looked REALLY GOOD front
0.00%:  got a door
0.00%:  got LEADS for
0.00%:  got a REALLY GOOD agent
0.00%:  got GOOD REASONS for the din
0.00%:  got a good knife
0.00%:  got DAYS of naked to
0.00%:  LEARNED to kind of get
0.00%:  got LONG LAD
0.00%:  looked REALLY GROSS in
0.00%:  got on ALL of the
0.00%:  got a REALLY GOOD REASON re
0.00%:  got GENERAL OLD
0.00%:  got a REAL SER
0.00%:  got YEARS of digital n
0.00%:  got to go find a REALLY GOOD O
0.00%:  LEARNED to talk in
0.00%:  got GOOD REASONS for the k
0.00%:  got the DAYS of doing
0.00%:  ALREADY got ind
0.00%:  got DANGERS to go
0.00%:  got a REALLY GOOD REASON for like to
0.00%:  ALSO got a thing like
0.00%:  got DAYS of doing it
0.00%:  got a REALLY GOOD REASON to half
0.00%:  REALLY looked in to
0.00%:  got a great YEL
0.00%:  GOOD REASONS for doing that o
0.00%:  got a REASON for leading
0.00%:  got GOOD REASONS frig
0.00%:  got to DRESS like a thousand
0.00%:  got a REALLY rad flight
0.00%:  got like a DAY of
0.00%:  talked fig
0.00%:  got the REAL REASON S
0.00%:  got a REALLY GOOD looking te
0.00%:  got DANGER SL
0.00%:  done that SOLELY ON
0.00%:  got REALLY GOOD REASONS for liking to d
0.00%:  got a lot of SALES
0.00%:  got to go find a h
0.00%:  ALREADY got ONE talking
0.00%:  REALLY GOOD REASONS for going it
0.00%:  got on like S
0.00%:  got A REALLY GOOD ONE for
0.00%:  got a thing for SONG
0.00%:  got a lot of DY
0.00%:  ALREADY told the S
0.00%:  got REASONS a lot
0.00%:  got a lot of idi
0.00%:  got a good l
0.00%:  LARGELY taken
0.00%:  got a REAL GOOD REASON forget
0.00%:  got REALLY GOOD REASONS taking
0.00%:  got an REALLY GOOD diet
0.00%:  got tool
0.00%:  got REALLY RAD h
0.00%:  got REALLY RAD hiking
0.00%:  got a REALLY GOOD REASON for la
0.00%:  got idea
0.00%:  got a GOOD REASON for REAL
0.00%:  got a REALLY GOOD REASON kinda
0.00%:  had a life
0.00%:  got a great ind
0.00%:  looked REALLY RAD a
0.00%:  got a RARE AND
0.00%:  got a lot of naked EGO
0.00%:  got a REASON for ALSO doing it
0.00%:  got like ONE OLD SO
0.00%:  got REALLY RAD SNE
0.00%:  ALSO taken to h
0.00%:  ALSO got naked AS
0.00%:  got YEARS of dr
0.00%:  GOOD REASONS for ad
0.00%:  got the EG
0.00%:  ALREADY got dirt
0.00%:  ALSO tried to ON
0.00%:  had fle
0.00%:  got like a rag
0.00%:  got a REALLY GOOD angle of
0.00%:  got to go E
0.00%:  got a REALLY GOOD large
0.00%:  got the REALLY AD
0.00%:  got REALLY good freak
0.00%:  left hint
0.00%:  ALSO got it RE
0.00%:  got the GOLD L
