hah! You sure do love your chips, JODIE FOSTER!
      0 100.00%: 
      1 234.54%:  h
  13960 1.07%: ! Fooled you! I have SO
  13961 1.04%: ! Fooled ya! Those
  13962 1.03%:  hah! Do I ever! Oh, so
  13963 1.03%:  hah! YES, sir! I hope you D
  13964 1.03%:  hah, yes I do! Oh sure! You
  13965 1.03%:  hah! Sure I do! Oh, you sure
  13966 1.03%:  hah, sure! Sure do I
  13967 1.03%:  hah! YES, yes i do! I hope
  13968 1.03%:  hah! Ooops! There
  13969 1.03%: , hah! I sure hope so! Do
  13970 1.03%:  hah! Oh, Dude! You S
  13971 1.03%:  hah! I do! For you, D
  13972 1.03%: ! Dude! IT
  13973 1.03%: ! Yes! I had 
  13974 1.03%: , YES! I have he
  13975 1.02%:  hah! OF course I do, you
  13976 1.02%:  hah! I hope your
  13977 1.02%:  hah! Yes you do, T
  13978 1.02%: ! Oooh, I sure do! You are
  13979 1.02%: ! Oh, I sure do! The chips you
  13980 1.02%:  hah! Dude, soooo! I
  13981 1.02%:  hah! YES I DO! Oooh, do you ever
  13982 1.02%:  hah! Yes sir you do! The
  13983 1.02%:  hah! Oooh! I love you SO
  13984 1.02%:  hah! I, uh! Yep
  13985 1.02%:  hah! Oh sorry! I T
  13986 1.02%:  hah I sure do, sir! You
  13987 1.02%:  hah! YES, yes! I J
  13988 1.02%:  hah! Dude! For serious
  13989 1.02%: ! Yes, you do! I have so
  13990 1.02%:  hah! YES I do! E
  13991 1.02%:  hah! So I do! Yep, so
  13992 1.02%:  hah, sure do! Do I! They
  13993 1.02%:  hah, yes! I do! For E
  13994 1.02%:  hah, sure I do! Yuu
  13995 1.02%: , I sure hope you do! This
  13996 1.02%:  hah! Dude! So help
  13997 1.02%:  hah! Oh sure I do! Do you,
  13998 1.02%:  hah! Ooooh, yes! O
  13999 1.02%: ! Yes, you do! I love
  14000 1.02%:  hah! Oooh, yes I do! Yip
  14001 1.02%: ! Dude, you J
  14002 1.02%: , yep! I had T
  14003 1.02%:  hah! YES! I sure do, you sh
  14004 1.02%:  hah, yep! Oh sure I
  14005 1.71%:  hah, yep! Oh sure I do! You
  14006 1.02%:  hah yes! YES, I J
  14007 1.02%:  hah! YES I DO, FOE
  14008 1.02%: , YES! I have FO
  14009 1.02%: ah, sure do! S
  14010 1.02%:  hah! I sure do! Oh, so very
  14011 1.02%: ah! Yes! I do, yes
  14012 1.02%:  hah, I sure do! Oh yes! Oo
  14013 1.02%:  hah, uh sure! I do
  14014 1.02%:  hah! I hope you do, or
  14015 1.02%: ! Yep! Oh, I do
  14016 1.02%:  hah! Yep! I use T
  14017 1.02%:  hah! Oooh! Do you, sir
  14018 1.02%:  hah, sure I do! Sure! You
  14019 1.02%:  hah, YES! I TOR
  14020 1.02%: ! Sure do! Ohhh
  14021 1.18%: ! Sure do! Ohhh,
  14022 1.08%: ! Sure do! Ohhh, I
  14023 1.02%:  hah! Yes! This I
  14024 1.02%:  hah! YES, you do! Do I E
  14025 1.02%: , hah! I S
  14026 1.02%:  hah! Yes, yes I DO! Oh d
  14027 1.02%:  hah! YES, you DOO
  14028 1.28%:  hah! YES, you DOO!
  14029 1.02%: ! Yes sir, I do! For you have
  14030 1.02%:  hah, sure do you!! This
  14031 1.02%:  hah! I sure DO! Oh, so
  14032 1.02%:  hah! Ooooh! YES, I RE
  14033 1.02%:  hah! Oh, you poor soul! I DO
  14034 1.02%: ! YES! I love chips, you
  14035 1.02%:  hah, YES I DO! Oooh y
  14036 1.02%: ! YES, I have chips!
  14037 1.02%:  hah, sure I do! TOD
  14038 1.02%: ah, yes I do! YES!
  14039 1.02%:  hah, yes! I DO! You should T
  14040 1.02%:  hah, I do! Sorry! The
  14041 1.02%:  hah! Ooooh I do, yes
  14042 1.02%:  hah! Sorry! I use up
  14043 1.02%:  hah! Oh! YES I DO, sir
  14044 1.02%:  hah, sorry!! I J
  14045 1.02%:  hah! Oh yes! Yep,
  14046 3.98%:  hah! Oh yes! Yep, I do
  14047 1.02%:  hah! Oooooh, yes! T
  14048 1.02%:  hah! You sure do love your chips, I DO
  14049 1.02%:  hah, sure do! YES DO! T
  14050 1.02%: ! I do! For you,
  14051 1.02%:  hah yes, sir!!
  14052 1.02%: ! Oh, yes! I love
  14053 1.01%:  hah! Ooooh yes I DO
  14054 1.01%:  hah!! YES I DOO
  14055 1.01%: ! Yes! I, T
  14056 1.01%:  hah! I do! Yessir
  14057 1.01%:  hah! Yes, Sir Toph
  14058 1.01%: ! YES I DO! They are chips,
  14059 1.01%:  hah! Oooh, sure I do! Sure
  14060 1.01%: ! You sure do T
  14061 1.01%:  hah! YESI DO, F
  14062 1.01%:  hah! Soooo!
  14063 1.01%:  hah, YES! I sure do! Oh you
  14064 1.01%: , sure! I sure
  14065 1.23%: , sure! I sure do! You
  14066 1.01%: ! Sure do! Oh sure
  14067 1.01%:  hah, I do! Yep! Do you love
  14068 1.01%:  hah, sure do! YES REDI
  14069 1.01%: ah, yes! Y
  14070 2.96%: ah, yes! YES I DO! T
  14071 2.90%: ah, yes! YES I DO! E
  14072 1.77%: ah, yes! YES!
  14073 1.40%: ah, yes! YES! I
  14074 1.06%: ah, yes! YES! I DO
  14075 1.01%:  hah! Oooh! Spoilery
  14076 1.01%: ! Yes! I had you
  14077 1.01%: , YES!! They
  14078 1.01%:  hah! Yup, I sure do! Oh yes
  14079 1.01%: ! You sure do, sir! I have T
  14080 1.01%: ! Sorry! I DO
  14081 1.01%: ! Ooohhh
  14082 1.52%: ! Ooohhh!
  14083 1.07%: ! Ooohhh! I
  14084 1.03%: ! Ooohhh! I do
  14085 1.01%:  hah! Oh sure do! I love you, D
  14086 1.01%: ! I sure do! You help your
  14087 1.01%: ! YES, yes! I have chips
  14088 1.01%: ! I sure do! The chips, you
  14089 1.01%:  hah, yes I do!! Yours or
  14090 1.01%:  hah! YES! I TOD
  14091 1.01%:  hah! Oh! Sorry, I T
  14092 1.01%:  hah! Oh YES I do, yes!
  14093 1.01%: ah, yep! You sure
  14094 1.48%: ah, yep! You sure do! I
  14095 1.01%: ah, I sure do!! Oh
  14096 1.01%: ! I sure do! Oh ho ho, is
  14097 1.01%:  hah, I do! You sure love chips
  14098 1.01%: ! Oooh! Y
  14099 4.29%: ! Oooh! YES I
  14100 9.85%: ! Oooh! YES I DO,
  14101 2.77%: ! Oooh! YES,
  14102 3.96%: ! Oooh! YES, I do
  14103 3.31%: ! Oooh! YES, I do have
  14104 1.62%: ! Oooh! YES I DO, F
  14105 1.09%: ! Oooh! YES, I have
  14106 1.01%:  hah! I love chip
  14107 1.40%:  hah! I love chip d
  14108 1.01%:  hah! Sure! Did
  14109 1.01%:  hah yes! Yes I do, Sir
  14110 1.01%:  hah, you dips
  14111 2.07%:  hah, you dips! I
  14112 1.01%:  hah yes! I sure do! E
  14113 1.01%:  hah! Oooh, is your
  14114 1.01%:  hah! YES I DO, TROJ
  14115 1.01%:  hah yes! Yes! I DO
  14116 1.01%:  hah! Ooh! Do you see
  14117 1.01%:  hah! YEES! I DOO
  14118 1.01%:  hah, sure do! YES DO I T
  14119 1.01%:  hah! Oooh YES, I do! Do
  14120 1.01%:  hah! YES! Eh
  14121 1.01%:  hah, sure do! YES DO! I love chips
  14122 1.01%: ah! Yes, I sure
  14123 1.01%:  hah! Sure do! Oh, TOD
  14124 1.01%:  hah! Yo yes I
  14125 4.57%:  hah! Yo yes I do,
  14126 1.01%:  hah! Oh yes I do, Sir! You
  14127 1.01%:  hah I do! You
  14128 1.01%: , you sure do! I also
  14129 1.01%:  hah! I sure DO! Oh, yes
  14130 1.01%:  hah, YES I DO! The cooler
  14131 1.04%:  hah, YES I DO! The cooler is
  14132 1.01%: ! Yes! Oh, yes I
  14133 1.01%:  hah! Ooooh! Yes, sir
  14134 1.00%: , hah! Yep! Those
  14135 1.00%: ! Yeah I do, yes
  14136 1.00%:  hah! YES, yes! I do love
  14137 1.00%:  hah! YES, I do! The cup
  14138 1.00%:  hah! I do, yes! Oh sure
  14139 1.00%:  hah! Yes! Dip your
  14140 1.00%:  hah! YES, yes i do! Oh
  14141 1.00%:  hah! Ooh! So you
  14142 1.34%:  hah! Ooh! So you do
  14143 1.00%: ah, sure do! Over
  14144 1.00%: ah, I sure do!! The chips
  14145 1.00%:  hah! YES I DO! Oooh, spicy
  14146 1.00%:  hah, oh sure do I! E
  14147 1.00%:  hah! YES I DO! Oooh yess
  14148 1.00%:  hah! I do, yes! Yo ho
  14149 1.00%:  hah! Ooh! Do I,
  14150 1.00%: ! Oh yes! I have chips,
  14151 1.00%: , yes!! I do have
  14152 1.00%:  hah! Oh yep, I do! Do
  14153 1.00%:  hah! Oo! Yes I
  14154 3.46%:  hah! Oo! Yes I do,
  14155 1.03%:  hah! Oo! Yes I do, yes
  14156 1.00%:  hah, uh! YES! I sure DO
  14157 1.00%:  hah yes, I sure do! Y
  14158 1.30%:  hah yes, I sure do! YES!
  14159 1.00%:  hah! Yep! I doooo, sir
  14160 1.00%: , sure do! Yep! I also
  14161 1.00%:  hah! Oooh, Dude! I love
  14162 1.00%: , YES I DO! They are so cool
  14163 1.00%: , I sure do! You help your
  14164 1.00%: ah, yes! I sure do! Do
  14165 1.00%:  hah! I hope you DO, T
  14166 1.00%: ! Yes, I do have such
  14167 1.00%: ! Yes! I do, so
  14168 1.00%:  hah! Oh yes! I do so
  14169 1.00%:  hah! Dude, your house
  14170 1.00%: , as
  14171 1.00%:  hah! I do, YEST
  14172 1.00%:  hah, sure I do! Dish
  14173 1.00%: , I sure do! The sp
  14174 1.00%:  hah! Oh, I do so! You
  14175 1.00%:  hah! Oooh, yes! You sure I
  14176 1.00%:  hah! Yep I sure DO
  14177 1.00%: ! I do! Yep,
  14178 1.00%:  hah, yup! You should see
  14179 1.00%:  hah, FRIEDO! Y
  14180 11.11%:  hah, FRIEDO! YES!
  14181 1.54%:  hah, FRIEDO! YES! They
  14182 1.00%:  hah! Ooooh, yep! I DO
  14183 1.00%:  hah! Oooooh! I see
  14184 1.00%:  hah! I dooooOO!
  14185 1.00%: ! Sure do! Oh, D
  14186 1.00%:  hah! Oooo! I do, sir
  14187 1.00%:  hah! They sure DO!
  14188 1.00%:  hah! Yes! Do you, sir
  14189 1.00%:  hah!! Dude, yes
  14190 1.35%:  hah!! Dude, yes I
  14191 1.00%:  hah! YES! Oh y
  14192 4.60%:  hah! YES! Oh yessir
  14193 3.37%:  hah! YES! Oh yessir,
  14194 3.56%:  hah! YES! Oh yessir, I DO
  14195 1.00%:  hah, sure do!! You help your
  14196 1.00%:  hah! Oooo! YES, I J
  14197 1.00%:  hah, yes sir! Yep! I DO
  14198 1.00%: ! YES, FOR
  14199 1.00%:  hah, yep! Yo I
  14200 1.00%:  hah! Yes! I hope so, D
  14201 1.00%:  hah! Oh sure do! I use
  14202 1.00%:  hah! Yep! Oh yessir, RE
  14203 1.00%:  hah, yes! YEES! I DO
  14204 1.00%:  hah, sure I do! Oh! So
  14205 1.55%:  hah, sure I do! Oh! So you
  14206 1.00%:  hah! These I
  14207 1.00%:  hah! Sure doooo, yes
  14208 1.51%:  hah! Sure doooo, yes I
  14209 1.00%:  hah! Oh YES I DO, J
  14210 1.00%:  hah, yep! Oh sure! I do
  14211 1.00%: , I sure hope so! Or you
  14212 1.00%:  hah, sure I do! Yep! Ooooh y
  14213 1.00%: ! Yep, I do! Do you care
  14214 1.00%:  hah! I sure hope so, TOD
  14215 1.00%: ! Yes! I had SO
  14216 1.00%:  hah! Oh, sure does! You
  14217 1.00%:  hah, YES! Oh d
  14218 1.00%:  hah! You do, you DO
  14219 1.00%:  hah, sure I do! Oh yes! Do
  14220 0.99%:  hah, uh! Sure I
  14221 2.07%:  hah, uh! Sure I do! You
  14222 0.99%:  hah! Oooh, sure do! I J
  14223 0.99%:  hah! FIRST, Dude
  14224 1.46%:  hah! FIRST, Dude! You
  14225 0.99%:  hah! Oooh, YE
  14226 0.99%: , sure do!! I have SO
  14227 0.99%:  hah, I hope so! You sure do!
  14228 0.99%: ! I DO! You should
  14229 0.99%:  hah! I DO, yes! Yep
  14230 0.99%:  hah! Oh, yep! Sure
  14231 0.99%: ! I sure do! Oh crap, is
  14232 0.99%: , yes! I DO have
  14233 0.99%: ! Yeah, do
  14234 2.22%: ! Yeah, do I
  14235 1.70%: ! Yeah, do I E
  14236 0.99%: , yep! Toss
  14237 0.99%:  hah! Ooo! They sure
  14238 1.12%:  hah! Ooo! They sure do
  14239 0.99%:  hah! Oh yep! Yours
  14240 0.99%:  hah! I do! Yee
  14241 0.99%: , sure do! I love you! This
  14242 0.99%:  hah! Oh sure, I DO! E
  14243 0.99%:  hah! I sure do! Oh, you SORE
  14244 0.99%:  hah! Sure sure, I do! Do
  14245 0.99%:  hah! Oooooh, yes I sure
  14246 0.99%:  hah, yes! The DORI
  14247 0.99%: ah, yes! Do
  14248 0.99%:  hah, oh yep! I do! Y
  14249 1.26%:  hah, oh yep! I do! YES
  14250 0.99%:  hah! I sure do! You, your
  14251 0.99%: ! YES, sir! I have F
  14252 0.99%:  hah, YES I DO! Ooops
  14253 0.99%: , YES I DO! They have
  14254 0.99%: , sure do!! I have T
  14255 0.99%:  hah, sure do I! Scooo
  14256 0.99%:  hah! YES! Oh sure, sure
  14257 0.99%:  hah! You see, I do
  14258 0.99%:  hah! Oooh! Yes I do, you s
  14259 0.99%:  hah! Ooh, Y
  14260 17.98%:  hah! Ooh, YES! I
  14261 10.65%:  hah! Ooh, YES! I do
  14262 7.80%:  hah! Ooh, YES! I DO
  14263 6.77%:  hah! Ooh, YES I
  14264 2.33%:  hah! Ooh, YES I DO! T
  14265 2.24%:  hah! Ooh, YES! I sure
  14266 1.64%:  hah! Ooh, YES I DO! E
  14267 1.39%:  hah! Ooh, YES I DO! J
  14268 1.24%:  hah! Ooh, YES! I love
  14269 0.99%:  hah, sure! Sure do! I DO
  14270 0.99%:  hah! Sure I do, you louse
  14271 0.99%:  hah! Yep! Those I DO
  14272 0.99%:  hah! YES, I do! The p
  14273 0.99%: ! Yep! I do have,
  14274 0.99%:  hah, YES! I used chips
  14275 0.99%:  hah! I do! The D
  14276 0.99%:  hah! I sure do, you lush
  14277 0.99%:  hah! Oh sure I do, you sc
  14278 0.99%:  hah! Yup! Do you see
  14279 0.99%: ! YES! I DO, O
  14280 0.99%:  hah, sure do! Yep! Do yo
  14281 0.99%: , you should
  14282 0.99%: ah, YES I DO! The chips
  14283 0.99%:  hah, sure! I hope you do
  14284 1.59%:  hah, sure! I hope you do!
  14285 0.99%:  hah, yes! I love chips! You do
  14286 0.99%: ! Oh, I see your
  14287 0.99%: ! Dude! I love chips
  14288 0.99%:  hah! There is so
  14289 0.99%:  hah, sure do! Oh! Oops
  14290 0.99%: ! Dude! I have you
  14291 0.99%: ah! Yes! I love
  14292 0.99%:  hah, so close! I do
  14293 0.99%:  hah! Oooooh! I S
  14294 0.99%:  hah! You sure do! The cool
  14295 0.99%:  hah! Oops, sorry! Too
  14296 0.99%:  hah! YES! Do you love chips
  14297 0.99%:  hah! Yup! Oh y
  14298 1.21%:  hah! Yup! Oh yess
  14299 3.11%:  hah! Yup! Oh yessir,
  14300 12.73%:  hah! Yup! Oh yessir, I do
  14301 1.30%:  hah! Yup! Oh yessir, I DO
  14302 0.99%: ! Oh yes! You
  14303 0.99%: ! Ooohh, I sure do! This
  14304 0.99%: , you sure do! I have SO
  14305 0.99%:  hah! YES! Oh, I love you D
  14306 0.99%:  hah! YES I DO! Ooops
  14307 0.99%:  hah, sure you do! I love chips
  14308 0.99%:  hah! YES, FOR TOD
  14309 0.99%:  hah! Ooops! Yes
  14310 1.28%:  hah! Ooops! Yes I
  14311 5.67%:  hah! Ooops! Yes I do,
  14312 1.10%:  hah! Ooops! Yes,
  14313 1.49%:  hah! Ooops! Yes, I DO
  14314 0.99%: ! Sure! I have so
  14315 0.99%: ah! I sure do, sir! You
  14316 0.98%:  hah! YES, I do! Oh T
  14317 0.98%:  hah, sure do! Do I love you!
  14318 0.98%:  hah! Oooh, doo
  14319 0.98%:  hah! Yes! I sure do, you h
  14320 0.98%:  hah! Oh YES, do you
  14321 0.98%:  hah! Sure! Did I
  14322 0.98%:  hah, YES! I used so
  14323 0.98%: ! Yep! I have FOOD
  14324 0.98%:  hah yes, I do! Yours
  14325 0.98%:  hah! So I do, so you
  14326 0.98%: ! Dude! Try
  14327 0.98%: ! Yeah, I do! This house
  14328 0.98%:  hah! You sure do, I love
  14329 0.98%: ! Oooh, I DO! They
  14330 0.98%:  hah! Yes! So,
  14331 0.98%: ! Yes, I do! For your
  14332 0.98%: ! Sure do! Do you love
  14333 0.98%: , I do! They are so cool
  14334 0.98%:  hah! Yep! Oh sure, I could
  14335 0.98%:  hah, yep! The DY
  14336 0.98%:  hah, sure do!! Eh e
  14337 0.98%:  hah! You sure do! Eh e
  14338 0.98%:  hah! Yep, you sure I
  14339 0.98%:  hah! YES, you sir! I DO
  14340 0.98%:  hah! Yes! Oh so
  14341 0.98%:  hah! I DO! You sure do,
  14342 0.98%:  hah! Oooh, yep! Yours or
  14343 0.98%: ! Oh, sorry! I used
  14344 0.98%: , YES! Do I
  14345 1.86%: , YES! Do I have
  14346 0.98%:  hah, sure do you! Yep! This
  14347 0.98%: ! Dude! S
  14348 0.98%: ! Dude! YES, I have so
  14349 0.98%: ! Dude, I STO
  14350 0.98%:  hah! Oops! Did you see
  14351 0.98%:  hah! Oooh so
  14352 0.98%:  hah! YES! Oooh, yessir
  14353 0.98%:  hah, Fries! I do! They
  14354 0.98%:  hah! Do I ever! Oh, so you
  14355 0.98%:  hah! Yes, sir! I hope you D
  14356 0.98%: ! Yeah, I sure do! Oh ho
  14357 0.98%:  hah! FRIES, Y
  14358 0.98%: , yep! I DO have
  14359 0.98%:  hah! Oooh, I sure do! Oi
  14360 0.98%:  hah, yes I do! The DYE
  14361 0.98%:  hah, sure I DO! S
  14362 0.98%:  hah! Oooh YES! I sure DO
  14363 0.98%:  hah! I DO! You should T
  14364 0.98%:  hah, yup!! You
  14365 0.98%:  hah! I do! For you, h
  14366 0.98%: , YES! I sure DO
  14367 0.98%:  hah, oh sorry! I T
  14368 0.98%:  hah! Oooh! Yes, D
  14369 0.98%:  hah! Oh, so sorry! I DO
  14370 0.98%:  hah! YES, I do! For sure
  14371 0.98%:  hah yes I do, so
  14372 0.98%:  hah! Yes! So, so
  14373 0.98%:  hah! Oh, I DO! Yes
  14374 0.98%: ! Yes! I love your
  14375 0.98%:  hah, sure I do! Yours you
  14376 0.98%:  hah, yessir! I do! Yep
  14377 0.98%:  hah! YES, JE
  14378 0.98%:  hah! I do, yes sir! The
  14379 0.98%:  hah! Sure do! Oh, so you love
  14380 0.98%:  hah! I sure do! Do you love chips, T
  14381 0.98%:  hah! Oooh, yep! You do
  14382 0.98%: , YES! I REF
  14383 0.98%: ! Yeah, I DO! The chips
  14384 0.98%:  hah! I do! YES, E
  14385 0.98%:  hah, I hope so! You sure you
  14386 0.98%:  hah! I sure do! You, e
  14387 0.98%: , YES! Oh
  14388 0.98%: ! Sure I do! E
  14389 0.98%:  hah! Oh, Dude! You so
  14390 0.98%:  hah, yessir! Oh
  14391 0.98%: ah! Yes! I love you,
  14392 0.98%:  hah! You should see!
  14393 0.98%: ! I do! They are sooo
  14394 0.97%:  hah! I doooo, y
  14395 2.54%:  hah! I doooo, yess
  14396 0.97%:  hah! Oooooh! SOR
  14397 0.97%:  hah, yep!! I should
  14398 0.97%: ! Sure do, sir! Do
  14399 0.97%:  hah, here! I do
  14400 0.97%: ah, sure do! Yep y
  14401 0.97%:  hah! Oo,
  14402 1.27%:  hah! Oo, I
  14403 1.19%:  hah! Oo, I do
  14404 1.04%:  hah! Oo, I do! They
  14405 0.97%:  hah, YES!! I love you so
  14406 0.97%:  hah! Yes, you do! I love chips
  14407 0.97%:  hah! I do! Yepy
  14408 0.97%:  hah, sorry! Dude! I TRY
  14409 0.97%:  hah! Yep! Those cr
  14410 0.97%: ! Fooled you! Yes
  14411 1.76%: ! Fooled you! Yes,
  14412 2.67%: ! Fooled you! Yes, I DO
  14413 0.97%:  hah, uh! YES! I D
  14414 0.97%: ah! Oh, I sure
  14415 7.98%: ah! Oh, I sure do! They
  14416 1.12%: ah! Oh, I sure do! You
  14417 0.97%:  hah, uh sure do I! Do
  14418 0.97%:  hah, YES! Oh yes! I could
  14419 0.97%:  hah, yes sir! I DO O
  14420 0.97%:  hah, sure I do! Eh! E
  14421 0.97%:  hah! Oops! O
  14422 0.97%:  hah! I, err
  14423 0.97%:  hah yes I do! You sure
  14424 0.97%:  ha, I sure do! E
  14425 0.97%:  hah! Yes! I, yes
  14426 0.97%: ! Oh, I sure do! Do you also
  14427 0.97%: ! Dude! I love you a
  14428 0.97%: ! Oh, I had
  14429 0.97%: ! I do have chips!
  14430 0.97%:  hah yes, sir! I do! You
  14431 0.97%:  hah! Ooooh yes! Yes
  14432 7.88%:  hah! Ooooh yes! Yes I do,
  14433 2.20%:  hah! Ooooh yes! Yes I DO
  14434 1.56%:  hah! Ooooh yes! Yes,
  14435 3.91%:  hah! Ooooh yes! Yes, I DO
  14436 0.97%:  hah! YES, Dude! I hope you RE
  14437 0.97%:  hah! Dude, I STORE
  14438 0.97%: ! Yep! This house
  14439 0.97%:  hah! Oops, sorry I
  14440 0.97%:  hah! YES! DOR
  14441 1.69%:  hah! YES! DORITO
  14442 0.97%:  hah! YES, sirs! Do
  14443 0.97%: ! YES, I DO! They are so sc
  14444 0.97%: ah, yep! I sure do! Yours
  14445 0.97%: ! Yes, yes I do! Oh T
  14446 0.97%:  hah, sure! Sure you do! I J
  14447 0.97%:  hah! Dude, I sooo
  14448 0.97%:  hah, yep! I dooooh
  14449 0.97%:  hah! Ooh! Yes, you
  14450 0.97%:  hah! Yep, you should
  14451 0.97%:  hah! Oh! Did I ever
  14452 0.97%:  hah! I sure hope so! Or do you, T
  14453 0.97%: , hah! Sure do! E
  14454 0.97%: , YES! Do I E
  14455 0.97%:  hah! So cool! I
  14456 0.97%: ! Yep! I shoulda
  14457 0.97%: , I sure do! Oh sure
  14458 0.97%: ! YES, yes I do! The chip a
  14459 0.97%:  hah! Oh I do! Do
  14460 0.97%:  hah! Yo yo
  14461 1.11%:  hah! Yo yo,
  14462 1.14%:  hah! Yo yo, I
  14463 1.00%:  hah! Yo yo!
  14464 1.20%:  hah! Yo yo! I
  14465 0.97%:  hah! Ooops! I lied
  14466 0.97%:  hah! Oh sure do I, sir
  14467 0.97%:  hah! Yep! Tired
  14468 0.97%:  hah, yes!! I hid
  14469 0.97%: ! Yes, sir! I love
  14470 0.97%:  hah, I DO! Yes! The
  14471 0.97%:  hah! Oooh, sorry! I used up
  14472 0.97%:  hah, yep! Oh! I love
  14473 0.97%:  hah! Sorry, Dude! The cops
  14474 0.97%:  hah! I sure do, hoo!
  14475 0.97%:  hah, sure do! Yepy! I
  14476 0.97%:  hah! YES! Dudes, I love you so
  14477 0.97%: ! YES I DO! The chips are so old
  14478 0.97%: ! I do, so yes
  14479 0.97%: ah, I do!!
  14480 0.97%:  hah! I do, yes! For so
  14481 0.97%:  hah, yup! I do! Yess
  14482 0.97%:  hah, yes! I DO! You sure
  14483 0.97%:  hah! Ooooh, YES! Do I
  14484 0.97%:  hah! Sure! For
  14485 0.97%: , I had
  14486 0.96%: ah, YES! The
  14487 0.96%: ! YES, you do! The
  14488 0.96%:  hah, sure I do! Oh sure! You
  14489 0.96%: , sure! I have T
  14490 0.96%: ! Sorry, I DO
  14491 0.96%: , yep! I do love
  14492 0.96%:  hah! Oooh! You sure do, T
  14493 0.96%: , YES I DO! FRE
  14494 0.96%: ! YES, I do! For a
  14495 0.96%:  hah, so sorry! I DO
  14496 0.96%:  hah, yes! Yes i dooo
  14497 1.77%:  hah, yes! Yes i dooo!
  14498 0.98%:  hah, yes! Yes i doooo! I
  14499 0.96%:  hah! Yep! Oh, I do so love you
  14500 0.96%:  hah! Oh yes I do! YES DE
  14501 0.96%:  hah, yep! Do I love
  14502 0.96%:  hah! Sorry Dude! Those
  14503 0.96%:  hah! Yep! The DORO
  14504 0.96%:  hah, yep! I use c
  14505 0.96%:  hah! Dude! Yep I
  14506 0.96%: ! YES I DO! They are so sp
  14507 1.01%: ! YES I DO! They are so spud
  14508 0.96%:  hah!! YES, O
  14509 0.96%:  hah! FRIES! Y
  14510 0.96%:  hah, sure sure do I!!
  14511 0.96%: , yep! You sure I
  14512 0.96%:  hah, sure do! YES! I DOO
  14513 0.96%: ! Oh, sure do! The chips
  14514 0.96%:  hah, yep! Those cr
  14515 0.96%: ! Sure do, pal! This
  14516 0.96%:  hah! Oooh! You sure do, I
  14517 0.96%:  hah! Ooooh, yes! Oo
  14518 0.96%:  hah! Ooooh! YES I DO, J
  14519 0.96%:  hah! Ouch! Yes
  14520 1.35%:  hah! Ouch! Yes,
  14521 1.26%:  hah! Ouch! Yes, I DO
  14522 0.96%:  hah! I do! For re
  14523 0.96%:  hah, yes! I DO! YO
  14524 0.96%:  hah! YES I DO! FOR, T
  14525 0.96%:  hah! Oh, YES! I dooo
  14526 0.96%:  hah, yep! Oh Y
  14527 4.78%:  hah, yep! Oh YES!
  14528 2.43%:  hah, yep! Oh YES! I
  14529 1.70%:  hah, yep! Oh YES I
  14530 3.42%:  hah, yep! Oh YES I do
  14531 1.16%:  hah, yep! Oh YES! I do
  14532 0.96%:  hah, sure do! YES DO! Oh yes I
  14533 0.96%:  hah! Yo, yo
  14534 1.54%:  hah! Yo, yo!
  14535 2.03%:  hah! Yo, yo! I
  14536 0.96%:  hah, I sure do! Oh TOD
  14537 0.96%: ah, sure do! T
  14538 0.96%:  hah! Yes I do, oh y
  14539 0.96%:  hah! Oops! Those
  14540 0.96%:  hah! You sure I do, you
  14541 0.96%:  hah! Ooooh! Is
  14542 0.96%: ! Ooohhh,
  14543 1.05%: ! Ooohhh, I
  14544 1.28%: ! Ooohhh, I do
  14545 0.96%: ! YES! They sure
  14546 0.96%:  hah! Sure do, you cool
  14547 0.96%:  hah, uh! Sure do! Do I
  14548 0.96%:  hah! Oh, do you RE
  14549 0.96%:  hah, sure do! Sip!
  14550 0.96%:  hah, sure do! Yours! Oh
  14551 0.96%: , hah! These
  14552 0.96%:  hah! YES, OF course I do! D
  14553 0.96%:  hah! I love you so,
  14554 0.96%:  hah! Dude! I love your chips
  14555 1.17%:  hah! Dude! I love your chips,
  14556 0.96%:  hah, I dooo! You
  14557 0.96%:  hah! Oh sure do, I sure
  14558 0.96%: ! I do, hah! The
  14559 0.96%:  hah! Oooh, you sure love
  14560 0.96%:  hah! FYI, chips
  14561 0.96%: ! Oh yeah! Do
  14562 1.33%: ! Oh yeah! Do I E
  14563 0.96%:  hah! Oh I love
  14564 1.47%:  hah! Oh I love you
  14565 0.96%: , YES! I have F
  14566 0.96%:  hah! Yes I do, you hoser
  14567 0.96%:  hah, oh yes! You do
  14568 0.96%: ! Yes! I love you, T
  14569 0.96%:  hah, yep! I used 
  14570 0.96%:  hah! Dude, so you
  14571 0.96%:  hah! Sorry! Told
  14572 0.96%:  hah, sure I do! Scores!
  14573 0.96%: ! YES, I DO! TRE
  14574 0.96%:  hah, you sure do!! I DO
  14575 0.95%:  hah! Oh, you sure love
  14576 0.95%:  hah! You sure love your chips! Do
