WHAT AM I GONNA DO WITH ALL THESE RAISED EXPECTATIONS
100.00%: 
25.31%:  THAT
1.63%:  I NEED TO TRANSLATE THEM T
1.63%:  I GOTTA WRITE SO
1.63%:  WHAT AM I GONNA DO WITH THIS TO
1.63%:  I GOTTA DEAL WITH THIS T
1.62%:  I GOTTA READ ALL THE TH
1.62%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA SNO
1.62%:  I NEED TO EXPLAIN THIS TO E
1.62%:  WHAT AM I GONNA DO WITH ALL THOSE PENC
1.62%:  I NEED TO GO TRANSLATE THAT AS
1.62%:  WHAT AM I GONNA DO WITH ALL THIS SPARE CO
1.62%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA ON
1.62%:  WHAT AM I GONNA DO WITH ALL THAT PRESS
1.62%:  WHAT AM I GONNA DO WITH ALL THESE CENSORED P
1.62%:  I GET TO HEAR ALL
1.62%:  WHAT AM I GONNA DO WITH ALL THIS TEXT I
1.62%:  WHAT AM I GONNA DO WITH THIS REAL ESTATE IN P
1.62%:  WHAT AM I GONNA DO WITH THIS NEXT
1.62%:  WHAT AM I GONNA DO WITH ALL THE EN
1.62%:  WHAT AM I GONNA DO WITH THIS ALTERNAT
1.62%:  I NEED TO TRANSLATE THAT AND AL
1.61%:  WHAT AM I GONNA DO WITH ALL THESE SEAR
1.61%:  I WANT TO READ IT AGAIN TO SEE WHAT I
2.73%:  I WANT TO READ IT AGAIN TO SEE WHAT I CAN
1.61%:  I NEED TO GO HOME AND TRANSLATE PAST
1.61%:  WHAT DO I DO WITH ALL THAT EX
7.28%:  WHAT DO I DO WITH ALL THAT EXTRA SP
18.47%:  WHAT DO I DO WITH ALL THAT EXTRA SPACE IN
2.16%:  WHAT DO I DO WITH ALL THAT EXTRA SPACE ON
1.91%:  WHAT DO I DO WITH ALL THAT EXTRA SPACE I
1.61%:  WHAT AM I GONNA DO WITH THIS TEN
1.61%:  I NEED TO EXPLAIN THE T
1.61%:  I GOTTA READ EACH
3.28%:  I GOTTA READ EACH ONE AND
1.61%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA AT
1.61%:  WHAT AM I GONNA DO WITH ALL THE SPARE CO
1.71%:  WHAT AM I GONNA DO WITH ALL THE SPARE COINS
1.61%:  WHAT AM I GONNA DO WITH ALL THESE TIE
1.61%:  I GOTTA READ THEM ALL AND THE
1.61%:  WHAT AM I GONNA DO WITH ALL THESE PIRAT
3.47%:  WHAT AM I GONNA DO WITH ALL THESE PIRATES AND
1.61%:  I NEED TO READ ALL THE NEW
1.61%:  WHAT AM I GONNA DO WITH ALL THE SPE
1.61%:  WHAT AM I GONNA DO WITH THIS ENTIRE E
1.61%:  WHAT AM I GONNA DO WITH ALL THESE NERDS I
1.61%:  NO ONE WILL WANT TO P
1.61%:  I NEED TO GO TRANSLATE THE COMP
1.61%:  WHAT AM I GONNA DO WITH THAT PO
2.80%:  WHAT AM I GONNA DO WITH THAT POINTLE
1.60%:  WHAT AM I GONNA DO WITH THIS LAST
1.60%:  NO ONE WILL WANT TO READ THE ST
1.60%:  I NEED TO TRANSLATE THEM AL
1.60%:  I GOTTA TRANSLATE TEN
1.60%:  I NEED TO GO HOME AND START T
1.60%:  WHAT AM I GONNA DO WITH ALL THESE APO
1.60%:  I WANT TO READ IT AND ALL
1.89%:  I WANT TO READ IT AND ALL I CAN SE
1.60%:  WHAT AM I GONNA DO WITH THIS PLANE LO
1.60%:  I GOTTA DO THAT AND
1.60%:  I NEED TO RET
1.60%:  WHAT AM I GONNA DO WITH ALL THESE NOT S
1.60%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA SEED
1.60%:  WHAT AM I GONNA DO WITH THIS SPECIAL TAL
1.60%:  I NEED TO GO HOME AND TELL THAT ST
1.60%:  WHAT AM I GONNA DO WITH THOSE LE
1.60%:  I WANT TO READ THOSE TEXTS AND I CAN
1.60%:  WHAT AM I GONNA DO WITH ALL THESE DECREAS
1.60%:  I NEED TO TRANSLATE THE GOD
1.59%:  WHAT AM I GONNA DO WITH THESE EN
1.59%:  WHAT AM I GONNA DO WITH ALL THOSE TENT
1.59%:  I NEED TO TRANSLATE N
1.59%:  I GOTTA READ THEM ALL SO
2.15%:  I GOTTA READ THEM ALL SO I CAN P
1.59%:  I NEED TO GO HOME AND START P
1.59%:  WHAT AM I GONNA DO WITH THIS TON
1.59%:  WHAT AM I GONNA DO WITH ALL THESE SECRET DATA
1.59%:  WHAT AM I GONNA DO WITH ALL THESE CONSTR
1.59%:  WHAT AM I GONNA DO WITH ALL THESE POIN
1.59%:  WHAT AM I GONNA DO WITH ALL THOSE TREES AND
1.59%:  I NEED TO EXPLAIN HOW T
1.59%:  I GOTTA TRANSLATE IT AND P
1.59%:  I CAN HEAR THIS
1.59%:  I NEED TO READ THE T
1.59%:  I WANT TO READ THEM ALL AGAIN AND I
1.59%:  WHAT AM I GONNA DO WITH ALL THAT EXTRA SPEE
1.58%:  WHAT AM I GONNA DO WITH ALL THESE TRI
1.58%:  I NEED TO TRANSLATE WHAT HE
6.33%:  I NEED TO TRANSLATE WHAT HE SAID IN
3.95%:  I NEED TO TRANSLATE WHAT HE SAID INTO H
3.52%:  I NEED TO TRANSLATE WHAT HE SAID INTO HE
3.37%:  I NEED TO TRANSLATE WHAT HE SAID INTO E
2.03%:  I NEED TO TRANSLATE WHAT HE SAID TO
1.77%:  I NEED TO TRANSLATE WHAT HE SAID INTO L
1.58%:  WHAT AM I GONNA DO WITH ALL THE NO
1.58%:  WHAT AM I GONNA DO WITH ALL THESE SITE
1.58%:  WHAT AM I GONNA DO WITH ALL THESE ENTRIES I
1.58%:  I NEED TO EDIT E
1.58%:  WHAT AM I GONNA DO WITH ALL THAT EXTRA EN
1.58%:  I NEED TO TRANSLATE HIM
2.26%:  I NEED TO TRANSLATE HIMSEL
1.58%:  I NEED TO GO HOME AND TRANSLATE IT AS A
1.58%:  WHAT AM I GONNA DO WITH ALL THESE NOR
1.58%:  I GOTTA READ ALL THE W
1.58%:  WHAT AM I GONNA DO WITH ALL THESE COT
1.58%:  I NEED TO WRITE A NEW ONE THAT IS ALL
1.58%:  I WANT TO GO HOME AND TAL
1.58%:  WHAT AM I GONNA DO WITH ALL THESE IRONIC TE
1.58%:  WHAT DO I DO WITH ALL T
2.13%:  WHAT DO I DO WITH ALL THOSE T
1.58%:  WHAT AM I GONNA DO WITH ALL THOSE PAINTED
1.58%:  I NEED TO TRANSLATE THAT SO I CAN MA
1.58%:  WHAT AM I GONNA DO WITH THIS RES
1.58%:  I GOTTA READ THOSE ALL
1.58%:  I GOTTA WRITE ALL NEW TEXTS AND
1.57%:  I GOTTA WRITE ALL THEM AND
1.57%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA NOTICE
1.57%:  WHAT AM I GONNA DO WITH H
1.57%:  WHAT AM I GONNA DO WITH ALL THESE POINTS T
1.57%:  I NEED TO EXPLAIN HOW THE
1.57%:  WHAT AM I GONNA DO WITH ALL THOSE IDEAS IN
1.57%:  WHAT AM I GONNA DO WITH THOSE I
1.57%:  WHAT AM I GONNA DO WITH ALL THIS INCREAS
1.57%:  WHAT AM I GONNA DO WITH ALL THAT DE
1.57%:  WHAT AM I GONNA DO WITH ALL THAT INCREASED P
1.57%:  I CAN HEAR THEM ALL IN
1.57%:  I WANT TO HEAR THE ENDING TO THE
1.57%:  I NEED TO TRANSLATE WHAT I
2.84%:  I NEED TO TRANSLATE WHAT I SAID INTO E
1.57%:  I NEED TO C
1.57%:  WHAT AM I GONNA DO WITH THIS SER
1.57%:  I GOTTA READ ALL THE ST
1.57%:  I GOTTA READ THEM ALL TO SEE WHAT HE SA
1.57%:  I GET TO HEAR IT ALL
1.56%:  WHAT DO I DO WITH ALL THIS SPARE TIME NO
1.56%:  I GOTTA READ THAT ST
1.56%:  WHAT AM I GONNA DO WITH ALL THIS ENOR
1.56%:  I NEED TO TRANSLATE THE TH
1.56%:  WHAT AM I GONNA DO WITH ALL THIS SEX IN
1.56%:  I NEED TO TRANSLATE IT T
1.56%:  WHAT AM I GONNA DO WITH THIS REAL ESTATE I AL
1.56%:  WHAT AM I GONNA DO WITH THIS SECRET T
1.56%:  WHAT AM I GONNA DO WITH ALL THAT C
1.56%:  WHAT AM I GONNA DO WITH THESE TR
2.11%:  WHAT AM I GONNA DO WITH THESE TRILLION D
1.55%:  I GOT TO READ THEM ALL AND
1.55%:  WHAT AM I GONNA DO WITH ALL THIS IDEAS
1.55%:  I NEED TO EXPLAIN THAT TO THE EN
1.55%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA NEED
1.55%:  I NEED TO TRANSLATE MINE A
1.55%:  WHAT AM I GONNA DO WITH THIS EAR
1.55%:  I GOTTA TRANSLATE THE WHOLE EN
1.55%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA DAN
1.55%:  I GOTTA DO ALL THIS
1.55%:  I GOTTA READ ALL THOSE NEW
1.55%:  I NEED TO TRANSLATE IT AGAIN WITH A
1.55%:  I GOTTA TRANSLATE THE D
1.55%:  I NEED TO READ ALL THAT A
1.55%:  I NEED TO GO HOME AND WRITE ALL THE S
1.55%:  I WANT TO GO HOME AND TRAN
35.54%:  I WANT TO GO HOME AND TRANSLATE THE
5.03%:  I WANT TO GO HOME AND TRANSLATE E
2.84%:  I WANT TO GO HOME AND TRANSLATE A
1.98%:  I WANT TO GO HOME AND TRANSLATE IT
1.55%:  I WANT TO GO HOME AND TRANSLATE THIS
1.55%:  I NEED TO WRITE NEW T
1.54%:  I NEED TO EXPLAIN THAT ONE TO THE AL
1.54%:  WHAT AM I GONNA DO WITH ALL THESE EXPECTED
1.54%:  I NEED TO READ ALL THIS
1.54%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA TED
1.54%:  WHAT AM I GONNA DO WITH ALL THOSE EXTRA IN
1.54%:  WHAT AM I GONNA DO WITH THIS SOL
1.54%:  WHAT DO I DO WITH ALL THESE INCRE
1.54%:  I NEED TO WRITE THEM ALL DOWN AGAIN SO
1.58%:  I NEED TO WRITE THEM ALL DOWN AGAIN SO THAT
1.54%:  I NEED TO TRANSLATE THOSE AGAIN WITH
1.54%:  I GOTTA READ IT ALL O
1.54%:  I GOTTA DEAL WITH SOMEONE ELSE WITH
1.54%:  WHAT DO I DO WITH ALL THE EXTRA SPACE ON
1.54%:  WHAT AM I GONNA TELL THAT ONE
1.54%:  I NEED TO GO HOME AND WRITE IT
2.05%:  I NEED TO GO HOME AND WRITE IT ALL
1.54%:  NO ONE WILL WANT TO READ M
1.54%:  I WANT TO WRITE THEM ALL DO
1.54%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA NOTES A
1.54%:  WHAT AM I GONNA DO WITH ALL THE PASS
3.97%:  WHAT AM I GONNA DO WITH ALL THE PASSIONATE
1.54%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA CA
1.54%:  I NEED TO TAL
1.54%:  I NEED TO TRANSLATE THEM AND T
1.54%:  WHAT AM I GONNA DO WITH ALL THESE SEX PART
1.54%:  WHAT AM I GONNA DO WITH ALL THESE RAI
