IS EXACTLY WHY I KEEP MAKING IT SO YOU NEVER GET A PRINTING PRESS
100.00%: 
182.74%:  IS WHY
1.12%:  IS THE REASON I LIKE TO SAY ST
1.12%:  IS EXACTLY THE REASON I KEEP TRYING TO SPEAK IN P
1.12%:  IS WHY PEOPLE SAY I AM NOT ACTIVE
1.12%:  IS EXACTLY WHY I NEVER APPEAR IN PERSON E
1.12%:  IS EXACTLY WHY I USE PRESENT TENSE OR
1.12%:  IS THE VERY REASON SO
1.12%:  IS EXACTLY WHAT I SAY EVERY MORNING IN SO
1.12%:  IS EXACTLY THE GENESIS VERSE YOU ARE
1.12%:  IS EXACTLY THE REASON I KEEP MAKING NEW SUPER PO
1.12%:  IS EXACTLY THE REASON I NEVER GOT ANY E
1.12%:  IS WHY SOME PEOPLE ARE AGAINST GIVING UN
1.12%:  IS WHY PEOPLE SAY PRAYER NEVER GETS O
1.12%:  IS THE ONLY WAY I CAN EXPRESS MY OP
1.12%:  IS EXACTLY WHY I KEEP SAYING NO PRO
1.12%:  IS WHY I KEEP SAYING PEOPLE ARE US
6.14%:  IS WHY I KEEP SAYING PEOPLE ARE USING MY
2.27%:  IS WHY I KEEP SAYING PEOPLE ARE USING MY TEXT
2.22%:  IS WHY I KEEP SAYING PEOPLE ARE USING MY N
1.56%:  IS WHY I KEEP SAYING PEOPLE ARE USING ME
1.12%:  IS EXACTLY WHY I AM SO A
1.12%:  IS NOT SO
1.12%:  IS WHY I CAN NEVER TAKE YOUR T
1.12%:  IS EXACTLY WHY I NEVER USE PAST TENSE IN MY R
1.12%:  IS WHY I KEEP SAYING NOT TO USE MY TAL
1.12%:  IS EXACTLY WHY I KEEP PUTTING ERROR MESSAGE INTO
1.12%:  IS EXACTLY THE VERY REASON I T
1.12%:  IS WHY PEOPLE SAY I AM TO
1.12%:  IS WHAT I SAY EVERY TIME YOU TALK IN
1.12%:  IS EXAMP
1.12%:  IS EXACTLY THE REASON I NEVER STRIKE PE
1.12%:  IS EXACTLY THE REASON I SPEAK IN MY OWN T
1.12%:  IS WHY M
1.12%:  IS THE ENTIRE REASON YOU WENT
1.12%:  IS EXACTLY THE REASON I KEEP PUTTING ANGER
1.12%:  IS WHY I NEVER TRUST ANYONE ELSE TO MAKE S
1.18%:  IS WHY I NEVER TRUST ANYONE ELSE TO MAKE SIGN
1.12%:  IS THE REAL REASON WE C
1.12%:  IS THE REASON I KEEP TALKING TO PE
1.12%:  IS EXACTLY WHY I NEVER TRUST AN ENTI
1.96%:  IS EXACTLY WHY I NEVER TRUST AN ENTIRE SPE
1.96%:  IS EXACTLY WHY I NEVER TRUST AN ENTIRE GEN
1.12%:  IS EXACTLY THE REASON YOUR SY
2.45%:  IS EXACTLY THE REASON YOUR SYSTEM
1.12%:  IS EXACTLY WHY I NEVER GOT INTO SUR
1.12%:  IS EXACTLY WHAT I KEPT SAYING TO EVE IN GEN
3.51%:  IS EXACTLY WHAT I KEPT SAYING TO EVE IN GENESIS 
1.12%:  IS EXACTLY THE REASON I KEEP PUTTING IN MY OP
1.12%:  IS EXACTLY WHY I SPEAK IN EN
1.12%:  IS EXACTLY WHAT I SPENT YOUR
1.12%:  IS THE EXACT REASON I NEVER LET YOU SPEAK IN MY P
1.12%:  IS WHAT I SAY EVERY SINGLE MORNING AS I PRE
1.12%:  IS EXACTLY THE REASON I GOT RUIN
1.12%:  IS EXACTLY THE REASON I SPEAK IN ME
1.12%:  IS EXACTLY WHY I SPOKE UP
1.12%:  IS WHY I KEEP SAYING SOME PEOPLE ARE AN
1.12%:  IS EXACTLY WHY I KEEP SAYING I REGRET T
1.12%:  IS WHY SO MANY PEOPLE KEEP SAYING I EXIST IN
1.12%:  IS WHY PEOPLE ARE SAYING PRAYER IS ME
1.12%:  IS EXACTLY WHY I RESIST YOUR AT
1.12%:  IS THE ENTIRE REASON YOU NEVER S
1.12%:  IS THE REASON I GOT AN
1.12%:  IS THE ENTIRE REASON I WOKE
1.23%:  IS THE ENTIRE REASON I WOKE UP E
4.62%:  IS THE ENTIRE REASON I WOKE UP EARLI
1.14%:  IS THE ENTIRE REASON I WOKE UP EARLY IN
1.12%:  IS EXACTLY THE REASON I WAS KEEPING S
1.12%:  IS WHY SO MANY PEOPLE PRE
1.12%:  IS EXACTLY WHAT I SAY TO EVERY N
1.12%:  IS EXACTLY WHY I NEVER MAKE ANOT
1.12%:  IS WHY I KEEP SAYING PEOPLE ARE GETTING CUT
1.12%:  IS EXACTLY WHY I MENTION YOU
1.12%:  IS EXACTLY WHY I KEEP TRYING TO GET MAR
1.12%:  IS EXACTLY THE OPINION I WAS TRYING S
1.12%:  IS WHY PEOPLE ARE TRYING TO MAKE A
1.12%:  IS WHY SOME PEOPLE SAY A
1.12%:  IS THE ENTIRE REASON I NEVER EX
3.71%:  IS THE ENTIRE REASON I NEVER EXPLAIN MY
2.63%:  IS THE ENTIRE REASON I NEVER EXIST
1.12%:  IS EXACTLY WHY I NEVER USE MY OPINION SENT
1.12%:  IS EXACTLY THE REASON I SAY MY S
1.12%:  IS THE VERSION YOU WERE ME
1.12%:  IS THE REASON WE P
1.12%:  IS EXACTLY THE REASON I WANT TO KEEP MY UN
1.12%:  IS THE REASON I CAN NEVER WRITE AN E
1.12%:  IS EXACTLY THE REASON I WRITTEN MY O
1.12%:  IS EXACTLY THE REASON I KEEP GIVING UP ON PE
1.12%:  IS EXACTLY WHAT I SEE EVERY TIME YOU SING ONE
1.12%:  IS WHAT I SAY EVERY SINGLE MORNING AS I GO
1.12%:  IS EXACTLY WHY I KEEP TRYING TO GET RE
1.12%:  IS WHY I NEVER SEE YOUR TEXT
1.12%:  IS EXACTLY WHERE MY SU
1.12%:  IS EXACTLY WHAT I SEE EVERY TIME A PERSON IS
1.12%:  IS EXACTLY WHY I NEVER STRESS ANY
1.12%:  IS THE EXACT REASON I NEVER SPEAK UN
1.12%:  IS WHY I GIVE PEOPLE G
1.12%:  IS THE REASON I CAN NEVER WRITE GO
1.12%:  IS EXACTLY WHY I SPEAK IN SING
1.12%:  IS EXACTLY WHY I NEVER SUGGEST R
1.12%:  IS ONE TIME WHERE YOU CAN T
1.12%:  IS EXACTLY WHAT I SAY EVERY TIME I IS
1.12%:  IS EXACTLY THE PUN
1.12%:  IS EXACTLY WHY I KEEP SAYING I REGRET NOT T
1.12%:  IS EXACTLY WHY I TRY NOT TO SPEAK IN SEN
1.12%:  IS EXACTLY HOW I TAKE NOTES EVERY TIME I SE
1.12%:  IS EXACTLY THE PASSAGE YOU S
1.12%:  IS WHAT IT IS LIKE EVERY TIME YOU PO
1.12%:  IS WHAT I SAY EVERY TIME I EXPRESS
1.50%:  IS WHAT I SAY EVERY TIME I EXPRESS AN OPINION E
1.29%:  IS WHAT I SAY EVERY TIME I EXPRESS AN OPINION REG
1.12%:  IS THE REASON PEOPLE SAY I NEVER ANSWER T
1.12%:  IS EXACTLY THE REASON I NEVER WRITE ANY NO
1.12%:  IS EXACTLY WHY I NEVER GRE
1.52%:  IS EXACTLY WHY I NEVER GREET ANY
1.23%:  IS EXACTLY WHY I NEVER GREET ANYONE IN
1.12%:  IS EXACTLY THE REASON I SPOKE S
1.12%:  IS EXACTLY THE REASON I PUT IN A
1.12%:  IS WHY SO MANY PEOPLE TRAN
1.12%:  IS EXACTLY WHY YOU ARE GETTING RE
1.12%:  IS WHY PEOPLE ARE GETTING SO S
1.12%:  IS EXACTLY THE REASON I NEVER GET TO W
1.12%:  IS EXACTLY THE REASON I WAS NEVER GONE
1.12%:  IS THE VERY SAME REASON I CA
1.12%:  IS EXACTLY WHY I NEVER GOT INTO SIGN
1.61%:  IS EXACTLY WHY I NEVER GOT INTO SIGNING
1.12%:  IS WHY I NEVER LET ANYONE CRE
4.68%:  IS WHY I NEVER LET ANYONE CREATE ANY
1.96%:  IS WHY I NEVER LET ANYONE CREATE UN
1.75%:  IS WHY I NEVER LET ANYONE CREATE A
1.12%:  IS EXACTLY WHY I NEVER USE NAME
1.12%:  IS EXACTLY THE REASON MY WRITING IS NO
1.12%:  IS EXACTLY WHY I KEEP TRYING TO INVENT M
1.12%:  IS EXACTLY WHAT EVERY SAT
1.12%:  IS WHY YOU NEVER SAY I
1.12%:  IS EXACTLY WHY NO ONE EVER TRUSTS AN
1.12%:  IS EXACTLY WHY I NEVER ASK ANYONE TO SUP
1.12%:  IS EXACTLY WHY I NEVER NARRATE GENESIS TO PE
1.12%:  IS WHY I RESPECT YOUR IN
1.12%:  IS THE REASON I KEEP LEAVING YOU G
1.12%:  IS THE REASON WE K
1.49%:  IS THE REASON WE KEEP YOU
1.17%:  IS THE REASON WE KEEP G
1.12%:  IS WHY SOME PEOPLE ARE AGAINST PRECISE E
1.12%:  IS ONE TIME WHERE YOU CAN RE
1.12%:  IS THE ENTIRE REASON I WAS NEVER INTO S
1.12%:  IS THE REASON PEOPLE KEEP SAYING I SUCK AT TEXT
1.12%:  IS WHAT PEOPLE SAY R
1.12%:  IS EXACTLY WHY I KEPT YOUR S
1.12%:  IS WHY I KEEP SAYING PEOPLE ARE GONNA S
1.35%:  IS WHY I KEEP SAYING PEOPLE ARE GONNA SCRE
1.12%:  IS WHY PEOPLE INVENT AT
1.12%:  IS EXACTLY WHAT I TYPE IN E
4.57%:  IS EXACTLY WHAT I TYPE IN EVERY TIME
3.40%:  IS EXACTLY WHAT I TYPE IN EVERY TIME SO
3.31%:  IS EXACTLY WHAT I TYPE IN EVERY E
2.90%:  IS EXACTLY WHAT I TYPE IN EVERY S
3.51%:  IS EXACTLY WHAT I TYPE IN EVERY SENT
1.91%:  IS EXACTLY WHAT I TYPE IN EVERY TIME I OP
4.34%:  IS EXACTLY WHAT I TYPE IN EVERY TIME I OPEN UP
1.40%:  IS EXACTLY WHAT I TYPE IN EVERY TIME I OPEN AN
1.12%:  IS EXACTLY WHAT I TYPE IN EVERY M
3.54%:  IS EXACTLY WHAT I TYPE IN EVERY MORNING IN
3.27%:  IS EXACTLY WHAT I TYPE IN EVERY MORNING TO
1.76%:  IS EXACTLY WHAT I TYPE IN EVERY MORNING ON
1.40%:  IS EXACTLY WHAT I TYPE IN EVERY MORNING AS
1.33%:  IS EXACTLY WHAT I TYPE IN EVERY MORNING AT
1.17%:  IS EXACTLY WHAT I TYPE IN EVERY MORNING INST
1.12%:  IS WHY PEOPLE KEEP SAYING I TURN
1.12%:  IS WHAT I SAY EVERY MORNING I GET UP IN
1.12%:  IS EXACTLY WHAT I SAY EVERY TIME I POT
1.12%:  IS EXACTLY THE SAME REASON I NEVER WRITE SO
1.12%:  IS EXACTLY THE REASON I WAS NEVER SUPER INTO Y
1.12%:  IS EXACTLY THE REASON I WRITE MY STORIES IN V
1.12%:  IS THE REASON I ENTER
1.12%:  IS EXACTLY THE REASON I NEVER TAKE PO
1.12%:  IS EXACTLY WHY I NEVER GO INTO IN
1.12%:  IS EXACTLY WHY I SPEAK TO YOU IN VER
1.12%:  IS WHY PEOPLE USE TO S
1.12%:  IS EXACTLY THE REASON YOU KEEP GETTING SPAR
1.12%:  IS EXACTLY THE REASON I NEVER TAKE YOU PER
1.12%:  IS EXACTLY WHY I KEEP SAYING NOT TO TE
2.34%:  IS EXACTLY WHY I KEEP SAYING NOT TO TEASE
1.12%:  IS WHAT SOME PEOPLE ARE GETTING PA
1.12%:  IS WHAT I SAY EVERY SINGLE MORNING AS I OP
1.22%:  IS WHAT I SAY EVERY SINGLE MORNING AS I OPEN UP
1.12%:  IS THE REASON PEOPLE GET IN
1.12%:  IS EXACTLY THE REASON I KEEP IN MY
1.12%:  IS THE VERY OPENING LINES TO
1.12%:  IS EXACTLY WHAT IM TRYING TO SAY ON
1.12%:  IS WHY SOME PEOPLE SAY I NEVER SPEAK IN ANY
1.12%:  IS WHAT IT MEANS TO LIVE IN A SO
1.12%:  IS EXACTLY WHY I KEEP TRYING TO STOP G
1.12%:  IS EXACTLY THE REASON I AM K
19.67%:  IS EXACTLY THE REASON I AM KEEPING YOU
8.12%:  IS EXACTLY THE REASON I AM KEEPING YOUR
6.38%:  IS EXACTLY THE REASON I AM KEEPING TR
5.01%:  IS EXACTLY THE REASON I AM KEEPING YOU IN
2.01%:  IS EXACTLY THE REASON I AM KEEPING IT
1.99%:  IS EXACTLY THE REASON I AM KEEPING OUT
1.45%:  IS EXACTLY THE REASON I AM KEEPING YOU IN PR
1.33%:  IS EXACTLY THE REASON I AM KEEPING YOUR NEW
1.27%:  IS EXACTLY THE REASON I AM KEEPING S
1.26%:  IS EXACTLY THE REASON I AM KEEPING SO
1.12%:  IS WHY PEOPLE SAY I NEVER SPEAK A S
2.33%:  IS WHY PEOPLE SAY I NEVER SPEAK A SING
1.12%:  IS THE REASON I NEVER R
1.12%:  IS EXACTLY WHY I NEVER TEST ANY
1.12%:  IS EXACTLY WHY I TREAT YOU SO
1.12%:  IS EXACTLY HOW YOUR VER
1.12%:  IS EXACTLY WHAT I NEVER GET T
1.12%:  IS WHY PEOPLE ARE SO UP
2.64%:  IS WHY PEOPLE ARE SO UPSET A
1.99%:  IS WHY PEOPLE ARE SO UPSET AT
1.12%:  IS WHY YOU CAN NEVER P
4.01%:  IS WHY YOU CAN NEVER PLEASE
1.12%:  IS THE REASON I LIKE TO P
1.12%:  IS THE REASON PEOPLE KEEP TAK
4.69%:  IS THE REASON PEOPLE KEEP TAKING MY
1.63%:  IS THE REASON PEOPLE KEEP TAKING A
1.58%:  IS THE REASON PEOPLE KEEP TAKING MY N
1.34%:  IS THE REASON PEOPLE KEEP TAKING MY W
1.12%:  IS EXACTLY WHAT GOES INTO EVERY P
1.12%:  IS THE REASON I NEVER TAKE MY
1.12%:  IS EXACTLY THE REASON I KEEP PUTTING MY OWN S
1.12%:  IS EXACTLY WHY I KEEP TRYING TO MAKE SENSE A
1.12%:  IS THE ONLY WAY I CAN GET PE
1.12%:  IS THE ENTIRE REASON I WROTE A ST
1.12%:  IS WHAT I SAY EVERY MORNING AS I CO
1.12%:  IS WHY I NEVER LET YOU SNEAK INTO MY CREAT
1.12%:  IS EXACTLY HOW EVERY MORNING S
1.12%:  IS EXACTLY WHY YOU ARE NEVER TO ME
1.80%:  IS EXACTLY WHY YOU ARE NEVER TO MESS
1.12%:  IS EXACTLY THE REASON I KEEP GOING UP
1.11%:  IS EXACTLY THE REASON WE SAY PR
1.11%:  IS EXACTLY WHAT I SEE EVERY TIME YOU ARE NOT
1.11%:  IS THE EXACT REASON PEOPLE KEEP SAYING I G
1.11%:  IS WHY I KEEP TRYING TO MAKE YOU ANGR
1.11%:  IS WHY PEOPLE KEEP SAYING I NEVER SAY SO
1.11%:  IS EXACTLY WHY I KEEP SAYING I INT
1.36%:  IS EXACTLY WHY I KEEP SAYING I INTENT
1.11%:  IS THE EXACT VERSION I WROTE IT
1.11%:  IS THE REAL REASON I NEVER ACT
1.11%:  IS EXACTLY WHEN MY
1.11%:  IS THE ENTIRE REASON PEOPLE WENT AGAINST G
1.11%:  IS EXACTLY THE REASON MORE
1.11%:  PROVES YOU ARE WR
1.11%:  IS EXACTLY WHY I NEVER TRUST ANYONE TO IMP
1.11%:  IS EXACTLY THE REASON I KEEP TRYING TO ER
1.11%:  IS WHY I CAN NEVER TAKE YOUR PRO
1.11%:  IS WHY I NEVER LISTEN TO ANY R
1.11%:  IS EXACTLY THE REASON I WROTE GENESIS IN A T
1.11%:  IS WHY I NEVER LET ANYONE SEE MY SCRIPTS UN
1.11%:  IS EXACTLY WHY I AM PRETTY SURE G
1.11%:  IS PRETTY EXACTLY HOW I SAY E
1.11%:  IS WHY PEOPLE KEEP GETTING ON MY NERVES I
1.11%:  IS WHY I KEEP TRYING TO TAKE YOUR TAL
1.11%:  IS EXACTLY THE REASON MY WORKING VER
1.11%:  IS EXACTLY WHY I GOT SO R
1.11%:  IS THE EXACT REASON I KEEP SAYING T
1.11%:  IS EXACTLY HOW MY UN
1.11%:  IS THE WAY YOU ARE
1.11%:  IS EXACTLY WHY IN MY OPINION I KEEP S
1.11%:  IS THE REASON I NEVER KEEP YOU IN
1.11%:  IS EXACTLY WHY I NEVER GET YOU INTO
1.11%:  IS WHY I NEVER LET YOU IN MY SAN
1.11%:  IS EXACTLY HOW I REVER
1.11%:  IS THE REASON I NEVER LET YOU SNE
1.14%:  IS THE REASON I NEVER LET YOU SNEAK A
1.11%:  IS THE ACTUAL REASON I WROTE MY
1.11%:  IS WHY SOME PEOPLE ARE AGAINST GENERIC IN
1.11%:  IS EXACTLY WHY I NEVER MENTION YOU IN PAR
1.11%:  IS EXACTLY WHY I NEVER MEET ANYONE AT
1.11%:  IS THE ENTIRE REASON PEOPLE WANT A
1.11%:  IS EXACTLY WHY YOU NEVER GET TO MEET GRE
1.11%:  IS EXACTLY THE REASON I KEEP SAYING I RES
1.11%:  IS THE REASON I NEVER OP
1.11%:  IS THE REASON YOU CAN NEVER WRITE AN
1.11%:  IS THE REASON I NEVER LET YOU CREATE P
1.11%:  IS WHERE I GET EVERY ONE
1.11%:  IS THE REASON WE NEVER TALK ANY MO
1.11%:  IS EXACTLY WHAT I PUT IN E
2.80%:  IS EXACTLY WHAT I PUT IN EVERY S
2.43%:  IS EXACTLY WHAT I PUT IN EVERY E
1.11%:  IS EXACTLY WHY I KEEP SOMEONE
1.11%:  IS EXACTLY THE REASON I WAS NEVER PRESENT TO IN
1.11%:  IS EXACTLY WHY I USE PRESENT TENSE MARK
1.11%:  IS EXACTLY WHY I NEVER GOT INTO SUN
1.13%:  IS EXACTLY WHY I NEVER GOT INTO SUNSET
1.11%:  IS EXACTLY WHY I KEEP TRYING TO MAKE O
1.18%:  IS EXACTLY WHY I KEEP TRYING TO MAKE OUR R
1.11%:  IS EXACTLY WHY I SAY NOT E
1.11%:  IS EXACTLY WHAT AR
1.11%:  IS THE REAL REASON I TR
1.11%:  IS WHY I NEVER TALK TO ANYONE EXCEPT MY PER
1.11%:  IS WHAT I A
1.11%:  IS WHY I KEEP TRYING TO MAKE SURE PEOPLE STAY
1.11%:  IS EXACTLY WHY I NEVER USE EN
1.11%:  IS EXACTLY WHY I KEEP TRYING TO TAKE OUR R
1.11%:  IS EXACTLY THE REASON I NEVER USE MY OWN S
1.11%:  IS EXACTLY HOW I TAKE MY
1.11%:  IS WHY YOU NEVER E
1.11%:  IS EXACTLY THE REASON I NEVER MAKE UP NEW
1.11%:  IS WHY I NEVER LET YOU SPEAK AT CREAT
1.11%:  IS THE REASON I SPOKE IN GENERAL TERMS AT
1.11%:  IS EXACTLY WHY I SPEAK IN PROPER GR
1.11%:  IS EXACTLY WHAT I AM TRYING TO SUP
1.11%:  IS THE REAL REASON I COVER
1.11%:  IS WHAT I SAY IN MY OPINION AL
1.11%:  IS THE ONE TIME I WAS
1.11%:  IS THE REASON PEOPLE ARE WRITING T
1.11%:  IS WHY I KEEP TRYING TO CREATE REL
1.11%:  IS THE REAL REASON I NEVER SAY T
1.11%:  IS EXACTLY WHAT I KEEP SAYING EVERY MORNING TO G
1.11%:  IS WHY PEOPLE KEEP SAYING NEVER T
1.11%:  IS EXACTLY WHY I TRY NOT TO SPEAK IN REVE
1.11%:  IS EXACTLY THE REASON I SPENT YEARS WRITING NO
1.11%:  IS EXACTLY WHY I SPEAK TO YOU IN GEN
1.11%:  IS WHY PEOPLE SAY I SUCK AT MY
1.11%:  IS EXACTLY HOW I PUN
1.11%:  IS EXACTLY WHY I NEVER PUT MY OPINION IN ST
1.11%:  IS THE REASON I KEEP SAYING L
1.59%:  IS THE REASON I KEEP SAYING LITER
1.23%:  IS THE REASON I KEEP SAYING LIST
1.89%:  IS THE REASON I KEEP SAYING LISTEN TO
1.11%:  IS WHY I NEVER LISTEN TO ANY SONG
1.11%:  IS EXACTLY WHY I AM GOING TO SAY
1.11%:  IS EXACTLY THE REASON I KEEP KEEPING YOU IN PR
1.11%:  EXAMPLE PROVES THAT YOUR SAYING ISN
1.11%:  IS THE REASON PEOPLE KEEP SAYING WE MA
1.11%:  IS EXACTLY WHY YOU NEVER GET TO EAT APP
1.11%:  IS WHY I NEVER LET ANYONE GO
1.11%:  IS EXACTLY THE REASON I SWEAR SOME
1.11%:  IS EXACTLY WHY YOU NEVER RES
1.11%:  IS THE EXACT REASON I KEEP TAL
4.67%:  IS THE EXACT REASON I KEEP TALKING TO
3.68%:  IS THE EXACT REASON I KEEP TALKING TO MY
2.26%:  IS THE EXACT REASON I KEEP TALKING IN
1.11%:  IS EXACTLY THE REASON I WANT TO G
2.35%:  IS EXACTLY THE REASON I WANT TO GIVE UP
1.11%:  IS EXACTLY WHY I KEEP GIVING UP
1.11%:  IS EXACTLY WHY I KEEP SAYING I REGRET PUTTING ME
1.11%:  IS WHY PEOPLE SAY PRAYER TAKES T
1.11%:  IS EXACTLY WHY I KEEP SAYING GETTING
1.11%:  IS EXACTLY THE OPINION I AM T
1.11%:  IS WHY I NEVER LISTEN TO ANYONE IT
1.11%:  IS EXACTLY THE REASON MY WRITING IS SO IN
1.11%:  IS WHY PEOPLE SAY PRAYER IS SOME
1.11%:  IS WHY PEOPLE SAY YOU G
1.11%:  IS EXACTLY THE REASON I SET UP SO
1.11%:  IS EXACTLY WHY I SET UP E
1.12%:  IS EXACTLY WHY I SET UP EVERY R
1.11%:  IS EXACTLY WHY I KEEP GETTING R
1.11%:  IS EXACTLY WHY I NEVER TRUST AN OPINION AT
1.11%:  IS THE REASON I NEVER TAKE YOUR T
1.11%:  IS EXACTLY THE REASON I KEEP SAYING SUPERI
1.11%:  IS WHY I GET UPSET AT PEOPLE IN
1.11%:  IS WHY PEOPLE USE TO SAY I
1.11%:  IS EXACTLY WHAT YOU ARE GIVING ME IN
1.11%:  IS EXACTLY WHY I KEEP SAYING SUPPORT
1.11%:  IS THE REAL REASON I COMPE
1.11%:  IS THE ENTIRE REASON I SPEAK IN A
1.11%:  IS EXACTLY THE REASON I WAS NEVER INTO U
1.11%:  IS EXACTLY WHY I NEVER PUT ANYONE INTO A
1.11%:  IS WHY PEOPLE KEEP SAYING I SNU
1.11%:  IS EXACTLY WHAT I KEPT SAYING TO YOUR M
1.11%:  IS WHY I LISTEN IN ON EVERY S
2.13%:  IS WHY I LISTEN IN ON EVERY SING
1.11%:  IS WHY I NEVER LET YOU NE
1.33%:  IS WHY I NEVER LET YOU NEAR ANY
1.11%:  IS EXACTLY WHY I KEPT SAYING I NE
1.11%:  IS EXACTLY THE SAME REASON I PURPOSE
1.11%:  IS WHY I NEVER SUGGEST ANYONE T
3.68%:  IS WHY I NEVER SUGGEST ANYONE TALK TO ME A
2.51%:  IS WHY I NEVER SUGGEST ANYONE TALK TO ME IN
1.12%:  IS WHY I NEVER SUGGEST ANYONE TALK A
1.11%:  IS WHY I NEVER LET YOU SPEAK AT A R
1.11%:  IS THE REAL REASON I INTENT
1.11%:  IS EXACTLY WHY I USE SO MANY PARE
1.11%:  IS EXACTLY THE REASON I PAUSE TO
1.11%:  IS THE ENTIRE REASON I CAUG
1.11%:  IS WHAT MAKES PEOPLE SO UN
1.11%:  IS EXACTLY THE REASON I SPENT YEARS UP IN
1.11%:  IS WHY I RARELY SPEAK ANY
1.11%:  IS WHY SOME PEOPLE TAKE AGAINST S
1.11%:  IS EXACTLY WHY I NEVER GOT PAST GENESIS PAGE ONE IN MY
1.11%:  IS EXACTLY THE REASON I NEVER POWER
1.11%:  IS THE ENTIRE REASON I WRITE IN COMP
1.11%:  IS EXACTLY WHY I NEVER SPENT TIME IN YOUR OP
1.11%:  IS EXACTLY WHY I NEVER OPEN YOUR
1.11%:  IS EXACTLY WHY I GOT ANGER
1.11%:  IS THE REASON I KEEP TAKING YOUR P
1.11%:  IS EXACTLY WHY I NEVER ARGUE A
1.11%:  IS WHY PEOPLE KEEP SAYING GET
1.22%:  IS WHY PEOPLE KEEP SAYING GETTING
1.11%:  IS EXACTLY WHY I KEEP SAYING I AM NEVER GOING TO SET
1.11%:  IS EXACTLY WHAT GENESIS REVE
1.11%:  IS THE VERY REASON I WRITE ST
1.11%:  IS THE EXACT REASON I NEVER SPEAK IN SUP
1.14%:  IS THE EXACT REASON I NEVER SPEAK IN SUPPORT
1.11%:  IS WHY PEOPLE KEEP GETTING CRO
1.11%:  IS EXACTLY WHY I NEVER SPEAK R
1.11%:  IS EXACTLY THE REASON I NEVER WRITE MON
1.11%:  IS THE REASON I CAN NEVER TAKE YOUR P
1.11%:  IS THE ENTIRE REASON I NEVER ACT
1.11%:  IS THE EXACT SAME STORY T
1.11%:  IS THE EXACT REASON I NEVER SENT YOU AN
1.11%:  IS THE REASON PEOPLE KEEP WRITING SU
1.11%:  IS EXACTLY WHY NOT TO USE MY
1.11%:  IS EXACTLY THE REASON I KEPT YOU SE
1.11%:  IS ONE TIME WHEN YOU CAN SAY I AG
1.11%:  IS EXACTLY THE REASON I KEEP YOUR T
1.11%:  IS THE EXACT REASON I NEVER SAY YOUR NEW
1.11%:  IS THE EXACT REASON I SPEAK IN T
1.11%:  IS WHY PEOPLE SAY I RE
1.11%:  IS WHY SOME PEOPLE ARE AGAINST SURVE
1.11%:  IS EXACTLY WHY I KEEP TRYING TO SPEAK G
1.11%:  IS THE ENTIRE REASON E
1.11%:  IS EXACTLY WHY I NEVER SPENT ANYTIME IN
1.11%:  IS THE EXACT REASON I NEVER SAY SO
1.11%:  IS EXACTLY WHAT I SAY EVERY MORNING K
1.11%:  IS EXACTLY THE REASON I NEVER RUN ANY
1.11%:  IS WHY PEOPLE KEEP ASKING ME TO GET INV
1.11%:  IS EXACTLY WHY I KEEP TRYING TO MAKE EAR
1.11%:  IS THE ENTIRE REASON YOU G
1.11%:  IS EXACTLY ONE REASON WHY I NEVER MA
1.11%:  IS WHY I NEVER ASK YOU TO TA
3.05%:  IS WHY I NEVER ASK YOU TO TAKE MIN
1.11%:  IS WHY I E
1.11%:  IS EXACTLY WHY I NEVER USE NO
1.11%:  IS WHY I NEVER ASK PEOPLE TO START US
3.81%:  IS WHY I NEVER ASK PEOPLE TO START USING MY N
1.11%:  IS WHY I NEVER ASK PEOPLE TO START USING MY T
1.11%:  IS EXACTLY WHAT I KEEP SAYING IN MY T
1.11%:  IS THE REASON I KEEP SAYING I WANT TO RET
1.11%:  IS EXACTLY WHAT I AN
1.11%:  IS EXACTLY WHY I NEVER USE AN A
1.11%:  IS EXACTLY THE REASON EVERY TIME I TR
1.11%:  IS WHAT I SAY EVERY TIME I POST TO
1.11%:  IS EXACTLY WHAT IS IN MY OPINION T
1.11%:  IS WHY PEOPLE ARE TRYING TO START
1.11%:  IS THE REASON YOU NEVER GET ANY SAY
3.17%:  IS THE REASON YOU NEVER GET ANY SAYINGS
1.45%:  IS THE REASON YOU NEVER GET ANY SAYING R
1.44%:  IS THE REASON YOU NEVER GET ANY SAYINGS R
1.11%:  IS THE EXACT REASON I WRITE STORIES IN AN UN
1.11%:  IS EXACTLY WHY I KEEP SAYING NOT TO MAKE UP S
1.11%:  IS EXACTLY THE WAY I PRE
1.11%:  IS EXACTLY WHY I NEVER SPEAK RE
1.11%:  IS THE REASON PEOPLE KEEP ASKING MY
1.11%:  IS THE EXACT REASON I KEEP SAYING S
1.11%:  IS EXACTLY WHY I SENT YOU IN
1.11%:  IS EXACTLY THE REASON I NEVER PUT ANY PERSONS
1.11%:  IS THE REAL REASON I SPOKE IN T
1.11%:  IS EXACTLY THE REASON MY STORIES WERE IN
1.11%:  IS EXACTLY WHERE I GET MY SU
1.11%:  IS EXACTLY WHY I NEVER SPENT ANY TIME E
1.11%:  IS EXACTLY WHY I NEVER MESSAGE ANY
2.12%:  IS EXACTLY WHY I NEVER MESSAGE ANYONE ON
1.11%:  IS THE REASON PEOPLE SAY I NEVER ANSWER IN MY
1.11%:  IS EXACTLY WHY I NEVER AGREE TO ANYONE USING IT
