T-Rex (punchline): Oh man, a sunset! Boo hoo hoo!
100.00%: 
0.49%:  T
0.00%:  T-Rex opens his l
0.00%:  T-Rex has no home, no place
0.00%:  the T-Rex is solo on
0.00%:  T-Rex has plans to no
0.00%:  T-Rex is so chum
0.00%:  T-Rex is on couple
0.00%:  T-Rex is on a plane, com
0.00%:  T-Rex uses a punch line,
0.00%:  T-Rex at home, closeup
0.00%:  T-Rex on the moon so
0.00%:  the T-Rex hopes his non
0.00%:  T-Rex pauses, then m
0.00%:  T-Rex punches some lun
0.00%:  T-Rex is on the moon sp
0.00%:  (T-Rex alone, phone
0.00%:  a sunset, a phone!
0.00%:  T-Rex sat on some
0.00%:  the T-Rex alone in a sun
0.00%:  T-Rex in not much
0.00%:  T-Rex is the p
0.00%:  T-Rex, as an un
0.00%:  T-Rex is home alone, counts up
0.00%:  (T-Rex acts as
0.00%:  T-Rex is on the ocean, so
0.00%:  T-Rex claps into
0.00%:  the T-Rex has come upon a ho
0.00%:  the T-Rex house, in a cl
0.00%:  T-Rex uses the camp
0.00%:  T-Rex (punchline): ho hum ho
0.00%:  T-Rex, up close on the moon
0.00%:  the T-Rex house, a champ
0.00%:  T-Rex has cones
0.00%:  T-Rex has put on B
0.00%:  the T-Rex music house
0.00%:  the T-Rex moon, once
0.00%:  T-Rex has someone paint
0.00%:  T-Rex steps on a clam,
0.00%:  T-Rex is loos
0.00%:  T-Rex is not ho
0.00%:  (T-Rex has special
0.00%:  (T-Rex punches a mail
0.00%:  T-Rex has put on his cool,
0.00%:  T-Rex lets a man
0.00%:  T-Rex lets a man punch
0.00%:  the T-Rex pause in
0.00%:  the T-Rex house, cap
0.00%:  the T-Rex is so al
0.00%:  T-Rex slaps me in
0.00%:  T-Rex has come upon a one
0.00%:  T-Rex eats his meal,
0.00%:  T-Rex is not canon
0.00%:  (T-Rex is the man on
0.00%:  the T-Rex epic sum
0.00%:  T-Rex, on a mountain!
0.00%:  T-Rex chooses ten
0.00%:  T-Rex has on his to
0.00%:  T-Rex has not p
0.00%:  T-Rex is not so much ple
0.00%:  T-Rex on the in
0.00%:  the T-Rex uses cap
0.00%:  T-Rex, as he list
0.00%:  the T-Rex is also no
0.00%:  T-Rex eats pl
0.00%:  T-Rex eats plums!
0.00%:  T-Rex schools the man
0.00%:  T-Rex schools the man on
0.00%:  T-Rex has so much hope on the
0.00%:  T-Rex shoots a couple he
0.00%:  (T-Rex stole his
0.00%:  T-Rex (in school):
0.00%:  the T-Rex home, plus a
0.00%:  T-Rex, also!
0.00%:  T-Rex punches out an el
0.00%:  T-Rex has mouth poison!
0.00%:  the T-Rex house, plan 
0.00%:  T-Rex has to pose n
0.00%:  T-Rex has chosen to lo
0.00%:  T-Rex touches a pool
0.00%:  T-Rex punches a hole in un
0.00%:  T-Rex helps out a mechan
0.00%:  T-Rex has no cup
0.00%:  (T-Rex has eaten much
0.00%:  T-Rex has a complete u
0.00%:  T-Rex on the phone, a c
0.00%:  T-Rex must, on
0.00%:  T-Rex in a pool, the
0.00%:  T-Rex is home soon, alone
0.00%:  T-Rex phones home, s
0.00%:  T-Rex (punchline): am too
0.00%:  T-Rex opens his mouth, unco
0.00%:  T-Rex is home alone, has cut
0.00%:  the T-Rex house lunch is
0.00%:  (T-Rex consumes 
0.00%:  (T-Rex is home, late
0.00%:  T-Rex hates an
0.00%:  T-Rex opens an en
0.00%:  T-Rex has a punch line, so
0.00%:  T-Rex punches out an hon
0.00%:  the T-Rex come upon sun
0.00%:  the T-Rex is one clum
0.00%:  T-Rex chases into
0.00%:  T-Rex, on actual
0.00%:  T-Rex pushes the moon in
0.00%:  the T-Rex (punchline): noon
0.00%:  T-Rex is cool at
0.00%:  T-Rex chooses an anti
0.00%:  T-Rex (punchline): Oh no, shame
0.00%:  T-Rex on the hon
0.00%:  the T-Rex house chain sm
0.00%:  the T-Rex consumes a no
0.00%:  the T-Rex, spl
0.00%:  T-Rex has the mean
0.00%:  the T-Rex, a cool
0.00%:  a en
0.00%:  T-Rex has one comp
0.00%:  T-Rex is a sheep!
0.00%:  the T-Rex house,!
0.00%:  T-Rex has a nice sol
0.00%:  T-Rex, the e
0.00%:  T-Rex has onions on
0.00%:  T-Rex has lent his phone
0.00%:  T-Rex on a plane, sc
0.00%:  T-Rex is alone on a m
0.00%:  T-Rex plants some on
0.00%:  the T-Rex claps as he
0.00%:  the T-Rex house on a pl
0.00%:  the T-Rex cup o
0.00%:  T-Rex has, not un
0.00%:  (T-Rex out on his
0.00%:  T-Rex has lunch one on
0.00%:  the T-Rex has no phone so
0.00%:  T-Rex punches le
0.00%:  T-Rex punches lemons
0.00%:  (T-Rex puts on house
0.00%:  the T-Rex has some a
0.00%:  T-Rex phone home in
0.00%:  the T-Rex has no plans, none
0.00%:  the T-Rex cans some
0.00%:  (T-Rex punches on his
0.00%:  T-Rex loses to a non
0.00%:  T-Rex, on a cool
0.00%:  T-Rex uses a clean
0.00%:  - tea
0.00%:  T-Rex chooses a noun!
0.00%:  the T-Rex punches his o
0.00%:  T-Rex spoons the moon
0.00%:  T-Rex punches the moon! (B
0.00%:  T-Rex at home hun
0.00%:  the T-Rex pushes a man on
0.00%:  T-Rex on a sch
0.00%:  T-Rex (on the phone): !
0.00%:  T-Rex alone, up to
0.00%:  T-Rex, as in the
0.00%:  (T-Rex opens a sun
0.00%:  T-Rex pushes o
0.00%:  T-Rex has a punchline, ho
0.00%:  the T-Rex house! Bo
0.00%:  the T-Rex house has no cho
0.00%:  T-Rex insults, hum
0.00%:  T-Rex stole a moon
0.00%:  (T-Rex pushes in a
0.00%:  the T-Rex house, on on
0.00%:  the T-Rex union comes upon
0.00%:  the T-Rex chump lines!
0.00%:  T-Rex hopes no one on
0.00%:  T-Rex punches out no one,
0.00%:  T-Rex loses a mean
0.00%:  T-Rex punches in a note
0.00%:  T-Rex punches in a note on
0.00%:  T-Rex is much pal
0.00%:  T-Rex has a lot in
0.00%:  T-Rex cuts in on some
0.00%:  T-Rex, help us
0.00%:  T-Rex, help us out
0.00%:  T-Rex has a suit
0.00%:  T-Rex is on om
0.00%:  T-Rex slips on the ocean!
0.00%:  T-Rex has lunch, phone
0.00%:  T-Rex, alone on a mo
0.00%:  T-Rex meets plans in
0.00%:  (T-Rex punches homes
0.00%:  T-Rex loses to B
0.00%:  the T-Rex, muscle
0.00%:  T-Rex has a comes up
0.00%:  T-Rex spoons out an
0.00%:  T-Rex has to poo on
0.00%:  T-Rex is on the mo
0.00%:  T-Rex is on the moons
0.00%:  T-Rex in a sent
0.00%:  T-Rex has no mouth, so
0.00%:  T-Rex cannot sleep, h
0.00%:  T-Rex moons the couples in
0.00%:  T-Rex consumes anti
0.00%:  T-Rex, the champion soul
0.00%:  (T-Rex is on the phone, on a
0.00%:  T-Rex has shame!
0.00%:  T-Rex on the loss
0.00%:  T-Rex punches the sun on an
0.00%:  T-Rex has no lim
0.00%:  T-Rex (punchline): a home
0.00%:  T-Rex (punchline): house on
0.00%:  the T-Rex pose, also
0.00%:  T-Rex punches one salt
0.00%:  T-Rex has hitch
0.00%:  T-Rex is at home alone, scoop
0.00%:  the T-Rex has mos
0.00%:  T-Rex punches one uns
0.00%:  T-Rex puts on his BO
0.00%:  the T-Rex plan enc
0.00%:  the T-Rex house, no no no
0.00%:  the T-Rex soon hopes
0.00%:  T-Rex in a sunset cho
0.00%:  T-Rex in a sleep
0.00%:  T-Rex in a sleep com
0.00%:  T-Rex hops on out
0.00%:  the T-Rex punches a soul,
0.00%:  the T-Rex is (p
0.00%:  (T-Rex spots a man
0.00%:  T-Rex chooses a mon
0.00%:  T-Rex, almost on a
0.00%:  the T-Rex is nom
0.00%:  the T-Rex punches ho
0.00%:  T-Rex punches a mel
0.00%:  T-Rex has put on ice
0.00%:  the T-Rex pun loos
0.00%:  (T-Rex in coun
0.00%:  T-Rex helps out a house on
0.00%:  T-Rex, police!
0.00%:  T-Rex ate so much, his
0.00%:  T-Rex (punchline): ho,
0.00%:  T-Rex (punchline): ho, ho!
0.00%:  T-Rex at home, naps
0.00%:  T-Rex close up on home
0.00%:  the T-Rex pun has un
0.00%:  T-Rex is put on close
0.00%:  T-Rex, last one home
0.00%:  the T-Rex house in co
0.00%:  T-Rex punches mountain l
0.00%:  T-Rex, as he has no
0.00%:  (T-Rex not so much):
0.00%:  T-Rex loses in a match
0.00%:  T-Rex eats a punch!
0.00%:  T-Rex ups the cl
0.00%:  the T-Rex is such a man
0.00%:  the T-Rex ship comes on
0.00%:  T-Rex eats a 
0.00%:  T-Rex snaps in to
0.00%:  -pin
0.00%:  the T-Rex punchline, 
0.00%:  T-Rex is on the phone, solo
0.00%:  T-Rex has one simple,
0.00%:  T-Rex is an asp
0.00%:  T-Rex lies s
0.00%:  T-Rex consumes pine
0.00%:  T-Rex is out on an open
0.00%:  T-Rex slaps me,
0.00%:  the T-Rex has some al
0.00%:  T-Rex has on un
0.00%:  T-Rex is on the moon, so he can no
0.00%:  T-Rex, is no
0.00%:  T-Rex cuts open his home,
0.00%:  (T-Rex at home punch
0.00%:  T-Rex is alone no
0.00%:  T-Rex heaps a
0.00%:  T-Rex homes in on one plan,
0.00%:  T-Rex has much use
0.00%:  T-Rex comes upon e
0.00%:  the T-Rex pal can
0.00%:  T-Rex loses a pant
0.00%:  T-Rex home, a sun
0.00%:  the T-Rex no human
0.00%:  (T-Rex, lone
0.00%:  T-Rex too has seen
0.00%:  T-Rex punches in to an
0.00%:  T-Rex plans a suic
0.00%:  T-Rex is at home, sle
0.00%:  T-Rex, in clothes
0.00%:  T-Rex punches on a house to
0.00%:  T-Rex as a one
0.00%:  T-Rex holes up at home (
0.00%:  T-Rex meets a pul
0.00%:  T-Rex (punchline): man, shout
0.00%:  T-Rex cops to sne
0.00%:  the T-Rex house (on a sun
0.00%:  -ice
0.00%:  (T-Rex home alone, to
0.00%:  T-Rex (minus clothes
0.00%:  T-Rex is (com
0.00%:  T-Rex chats up some 
0.00%:  (T-Rex on the phone, sun
0.00%:  T-Rex insults a man he
0.00%:  -election
0.00%:  T-Rex causes a pile
0.00%:  T-Rex at home, house in sh
0.00%:  T-Rex emails a photo he
0.00%:  the T-Rex pun los
0.00%:  T-Rex loses in one punch
0.00%:  the T-Rex is alone, mo
0.00%:  T-Rex has seen p
0.00%:  the T-Rex poem, on
0.00%:  T-Rex on the plan!
0.00%:  T-Rex, on the issue
0.00%:  T-Rex is at a house on
0.00%:  T-Rex is so calm!
0.00%:  the T-Rex comes up B
0.00%:  (T-Rex at home on his phone,
0.00%:  a sunset! T-Rex (punchline): noooo!
0.00%:  T-Rex places a ho
0.00%:  the T-Rex his house on
0.00%:  the T-Rex houses a lun
0.00%:  T-Rex slips on a cute
0.00%:  the T-Rex home, a pool
0.00%:  the T-Rex cape has
0.00%:  T-Rex has lunch meat!
0.00%:  T-Rex, in a sh
0.00%:  T-Rex (on the phone): Oh hi
0.00%:  T-Rex (punchline): oh the
0.00%:  T-Rex (punchline): oh the sun
0.00%:  T-Rex (punchline): oh shoot no
0.00%:  the T-Rex has so much po
0.00%:  the T-Rex has so much poo in
0.00%:  T-Rex in monocle, top
0.00%:  the T-Rex couple moons!
0.00%:  T-Rex puts on a musical!
0.00%:  T-Rex alone in the sun,
0.00%:  T-Rex (punchline): not am
0.00%:  T-Rex has one last h
0.00%:  T-Rex has one last hunch
0.00%:  (T-Rex is home, once
0.00%:  T-Rex has not moon
0.00%:  T-Rex, not close
0.00%:  the T-Rex union plan
0.00%:  T-Rex has no cap
0.00%:  (T-Rex has phone in
0.00%:  T-Rex has a lone,
0.00%:  T-Rex (punchline): no, he
0.00%:  T-Rex uses online map
0.00%:  T-Rex opens his mouth, alone
0.00%:  T-Rex is home at noon!
0.00%:  the T-Rex hum is
0.00%:  T-Rex in a pool on the
0.00%:  T-Rex in a pool on the moon,
0.00%:  (T-Rex sim
0.00%:  the T-Rex can assume no
0.00%:  T-Rex has into
0.00%:  T-Rex punches the sun, oh nooo
0.00%:  the T-Rex nouns his
0.00%:  T-Rex has the lou
0.00%:  the T-Rex shampoo,
0.00%:  the T-Rex punches humans,
0.00%:  T-Rex comes upon a hole,
0.00%:  T-Rex uses no cl
0.00%:  T-Rex cannot sleep, on
0.00%:  the T-Rex house, up on an
0.00%:  T-Rex in a hot pool,
0.00%:  T-Rex is home on a ch
0.00%:  T-Rex has i
0.00%:  T-Rex lies, the
0.00%:  T-Rex sits alone, B
0.00%:  T-Rex (punchline): no ones
0.00%:  (T-Rex home alone, pict
0.00%:  T-Rex phones his ch
0.00%:  T-Rex has come to a sun
0.00%:  T-Rex (punchline): Boo hoo hoo! Oh, sun
0.00%:  T-Rex punches a hotel,
0.00%:  the T-Rex oh no a
0.00%:  T-Rex is alone at home! Oh
0.00%:  T-Rex punches out a Bo
0.00%:  T-Rex home alone, his pants on
0.00%:  T-Rex counts on his home phone,
0.00%:  T-Rex leaps on them,
0.00%:  the T-Rex punchline! B
0.00%:  T-Rex has a post lunch
0.00%:  T-Rex comes upon an as
0.00%:  T-Rex (punchline): oh no am
0.00%:  the T-Rex sun lamp
0.00%:  T-Rex at a school,
0.00%:  T-Rex (punchline): no the
0.00%:  T-Rex hops onto a one
0.00%:  T-Rex shoots a cl
0.00%:  T-Rex on a mont
0.00%:  T-Rex, help!
0.00%:  the T-Rex claims, on
0.00%:  the T-Rex machine pun
0.00%:  the T-Rex (co
0.00%:  T-Rex is at home, plus he
0.00%:  T-Rex has set one
0.00%:  the T-Rex alone, hop
0.00%:  the T-Rex, noon
0.00%:  T-Rex punches out a man his
0.00%:  T-Rex has eaten so much 
0.00%:  T-Rex puts someone in an
0.00%:  T-Rex has lunch at home, upon
0.00%:  T-Rex at home, a phone in
0.00%:  the T-Rex chooses an ap
0.00%:  the T-Rex house! a com
0.00%:  T-Rex soon comes upon a l
0.00%:  T-Rex alone on a p
0.00%:  T-Rex punches the sun! (B
0.00%:  T-Rex punches the sun! (Boooo
0.00%:  (T-Rex pic
0.00%:  T-Rex has phone al
0.00%:  T-Rex moons the couple, un
0.00%:  the T-Rex shapes a
0.00%:  (T-Rex punches the sun, in
0.00%:  the T-Rex pun, so much
0.00%:  T-Rex pauses to hum
0.00%:  T-Rex has to clean up se
0.00%:  the T-Rex has ou
0.00%:  the T-Rex house! sn
0.00%:  the T-Rex plans, his
0.00%:  the T-Rex plans an un
0.00%:  T-Rex meets sc
0.00%:  T-Rex, upon ins
0.00%:  the T-Rex is on h
0.00%:  T-Rex (punchline): no, man
0.00%:  the T-Rex plan, con
0.00%:  - pen
0.00%:  T-Rex punches out n
0.00%:  T-Rex hates cou
0.00%:  the T-Rex is on phone,
0.00%:  (T-Rex lies on the sun
0.00%:  T-Rex, lies to
0.00%:  T-Rex, a capt
0.00%:  T-Rex shouts, once
0.00%:  the T-Rex has a hope
0.00%:  T-Rex has oct
0.00%:  the T-Rex house, as p
0.00%:  T-Rex leaps on one
0.00%:  T-Rex, soon the
0.00%:  T-Rex is not home as
0.00%:  the T-Rex (soc
0.00%:  T-Rex hates p
0.00%:  the T-Rex homes up on sun
0.00%:  T-Rex opens a house!
0.00%:  T-Rex as the school
0.00%:  T-Rex has no notes!
0.00%:  T-Rex plans to chain
0.00%:  T-Rex (punchline): Oh shoot, me
0.00%:  the T-Rex is ma
0.00%:  T-Rex (punchline): oh man, oh no
0.00%:  T-Rex homes in on plans he
0.00%:  T-Rex puts on a chosen
0.00%:  T-Rex (on the phone): um, hi
0.00%:  the T-Rex house, sun a
0.00%:  T-Rex shouts a mean
0.00%:  T-Rex in a monocle, top
0.00%:  the T-Rex oh nooooo!
0.00%:  T-Rex comes upon the us
0.00%:  T-Rex chooses a pen
0.00%:  the T-Rex cannon loos
0.00%:  T-Rex on cue,
0.00%:  a also
0.00%:  the T-Rex has an uncle!
0.00%:  T-Rex, one ups
0.00%:  T-Rex puts a console
0.00%:  the T-Rex punches a min
0.00%:  the T-Rex (punchline): uns
0.00%:  T-Rex at his house, hum
0.00%:  at spe
0.00%:  T-Rex is honest, once
0.00%:  the T-Rex houses him
0.00%:  T-Rex has plates!
0.00%:  T-Rex punches out on his home
0.00%:  the T-Rex pool, in
0.00%:  T-Rex asleep, com
0.00%:  T-Rex consumes the p
0.00%:  (T-Rex is a month
0.00%:  the T-Rex aisle
0.00%:  the T-Rex lies, h
0.00%:  T-Rex, the champion s
0.00%:  T-Rex has some platonic n
0.00%:  T-Rex pushes him onto
0.00%:  the T-Rex has hope no
0.00%:  T-Rex as sp
0.00%:  T-Rex eats lunch in a sun
0.00%:  T-Rex home, su
0.00%:  - ax
0.00%:  T-Rex has stolen a m
0.00%:  T-Rex has tan
0.00%:  T-Rex cuts a phone
0.00%:  the T-Rex amnesia!
0.00%:  T-Rex on the phone! Oh no,
0.00%:  (T-Rex is home alone as
0.00%:  T-Rex punches him onto
0.00%:  T-Rex hopes his c
0.00%:  (T-Rex punches a hole):
0.00%:  the T-Rex, in sun
0.00%:  the T-Rex monocle hasn
0.00%:  the T-Rex house, a som
0.00%:  (T-Rex has no plan,
0.00%:  (T-Rex shouts up
0.00%:  T-Rex his home planet,
0.00%:  (T-Rex alone, no one
0.00%:  the T-Rex special! a
0.00%:  T-Rex is home, sol
0.00%:  the T-Rex chooses on a
0.00%:  T-Rex has set up in
0.00%:  at cop
0.00%:  T-Rex punches the sn
0.00%:  T-Rex home alone, ass
0.00%:  -Basic
0.00%:  T-Rex has on so much lip
0.00%:  T-Rex punches the sun! (no
0.00%:  T-Rex punches the sun! (no,
0.00%:  T-Rex punches the sun! (nooooo
0.00%:  T-Rex has to compile an
0.00%:  the T-Rex up some
0.00%:  (T-Rex comes on to
0.00%:  - alt
0.00%:  the T-Rex has an oh no
0.00%:  T-Rex coils up on
0.00%:  T-Rex is on a plane the
0.00%:  (punchline, so no-
0.00%:  the T-Rex has home school
0.00%:  T-Rex is on the che
0.00%:  T-Rex has too much insan
0.00%:  T-Rex, shouts!
0.00%:  T-Rex sets up a human
0.00%:  (T-Rex loses on the
0.00%:  T-Rex has much to l
0.00%:  T-Rex hats
0.00%:  T-Rex, out on a h
0.00%:  T
0.00%:  a almost
0.00%:  T-Rex spies a cou
0.00%:  T-Rex meets a pool h
0.00%:  the T-Rex, an open
0.00%:  (T-Rex sleeps at
0.00%:  T-Rex puts on a monocle! (
0.00%:  T-Rex on too much sleep,
0.00%:  (T-Rex has no one to complain
0.00%:  T-Rex alone, home at
0.00%:  T-Rex on the planes
0.00%:  T-Rex heaps hum
0.00%:  T-Rex up at noon,
0.00%:  T-Rex, nooo!
0.00%:  the T-Rex pun 
0.00%:  (T-Rex is late on
0.00%:  T-Rex helps out a sh
0.00%:  T-Rex is pens
0.00%:  T-Rex eats lunch, so
0.00%:  T-Rex is sent 
0.00%:  T-Rex has no plans to con
0.00%:  T-Rex has his name put
0.00%:  T-Rex has pause to
0.00%:  T-Rex is alone, hes
0.00%:  T-Rex hops on the 
0.00%:  the T-Rex has nooooo clue
0.00%:  T-Rex is on some cool
0.00%:  T-Rex posts on an on
0.00%:  T-Rex chats up some no
0.00%:  T-Rex puts sl
0.00%:  the T-Rex machine un
0.00%:  the T-Rex has one pal
0.00%:  T-Rex has come upon an unl
0.00%:  T-Rex punches moons out
0.00%:  T-Rex helps out humans in
0.00%:  T-Rex has a epic sun
0.00%:  the T-Rex human,
0.00%:  T-Rex notices no one has pun
0.00%:  the T-Rex, upon some soul
0.00%:  T-Rex, not home!
0.00%:  T-Rex us up close
0.00%:  the T-Rex smooch in
0.00%:  T-Rex has one post
0.00%:  T-Rex has nice plans on
0.00%:  T-Rex home alone (photo
0.00%:  - nic
0.00%:  the T-Rex close his
0.00%:  T-Rex naps until he
0.00%:  T-Rex puts his name on a cou
0.00%:  T-Rex helps man a
0.00%:  T-Rex notices a hom
0.00%:  T-Rex is cut loose on
0.00%:  T-Rex is mat
0.00%:  T-Rex not so much sp
0.00%:  T-Rex, in a mon
0.00%:  T-Rex, in a monocle!
0.00%:  (T-Rex touches his phone,
0.00%:  T-Rex is alone too!
0.00%:  T-Rex pauses, once
0.00%:  (T-Rex has seen much
0.00%:  T-Rex has put on a lemon
0.00%:  T-Rex lines up a cannon!
0.00%:  T-Rex plans out his non
0.00%:  T-Rex chumps,
0.00%:  T-Rex has one a
0.00%:  T-Rex nooooo!
0.00%:  T-Rex spies no one
0.00%:  (T-Rex in photos
0.00%:  the T-Rex monocle, his
0.00%:  T-Rex shouts up a cl
0.00%:  T-Rex names his pl
0.00%:  T-Rex is met upon
0.00%:  (T-Rex places a sun
0.00%:  (T-Rex mail
0.00%:  T-Rex has chosen to pun on
0.00%:  T-Rex posts an el
0.00%:  T-Rex (punchline): hot,
0.00%:  T-Rex, in a one
0.00%:  T-Rex chooses emph
0.00%:  T-Rex on the phone, smo
0.00%:  T-Rex (punchline): Oh noooo not
0.00%:  T-Rex has his utah
0.00%:  T-Rex at home, his house an
0.00%:  T-Rex, on a sail
0.00%:  T-Rex punches out a she
0.00%:  T-Rex loses cup
0.00%:  T-Rex chooses a poem to
0.00%:  T-Rex loses once,
0.00%:  the T-Rex house, claims
0.00%:  the T-Rex house, i
0.00%:  T-Rex has no one to punch his
0.00%:  T-Rex has to pause in
0.00%:  (punchline, T-Rex 
0.00%:  (t-Rex has since
0.00%:  T-Rex is too num
0.00%:  T-Rex slips on an autumn
0.00%:  T-Rex meets no sun
0.00%:  T-Rex sits alone, pen
0.00%:  the T-Rex is lunch,
0.00%:  T-Rex on a met
0.00%:  T-Rex eats a lunch so
0.00%:  T-Rex has one last non
0.00%:  (T-Rex puns on the
0.00%:  T-Rex, at home (alone
0.00%:  T-Rex shouts in un
0.00%:  T-Rex moons an un
0.00%:  T-Rex, his chosen
0.00%:  (T-Rex is on the phone, sc
0.00%:  T-Rex is chosen, at
0.00%:  the T-Rex soon sum
0.00%:  the T-Rex, soon upon
0.00%:  T-Rex helps us to
0.00%:  T-Rex has to punch someone (in
0.00%:  T-Rex, someone has cut
0.00%:  T-Rex in panels!
0.00%:  T-Rex us on the moon, alone!
0.00%:  T-Rex has to help a house
0.00%:  T-Rex, cut up!
0.00%:  T-Rex helps out a soon
0.00%:  T-Rex punches an em
0.00%:  T-Rex (punchline): Boo on me, h
0.00%:  T-Rex loses out a
0.00%:  T-Rex (punchline): he must
0.00%:  T-Rex has lunch at home, is
0.00%:  the T-Rex chooses an up
0.00%:  T-Rex is a home school
0.00%:  T-Rex punches a hat!
0.00%:  T-Rex at home, in an
0.00%:  the T-Rex, a once
0.00%:  T-Rex (on the phone): Oh no, oh
0.00%:  T-Rex (on the phone): Oh no, oh no!
0.00%:  T-Rex uses an imp
0.00%:  T-Rex punches a hen
0.00%:  the T-Rex has no plan on
0.00%:  T-Rex comes up on an uns
0.00%:  T-Rex, the sun is on
0.00%:  T-Rex punches a house (no
0.00%:  T-Rex puts on a monocle! Oh
0.00%:  T-Rex alone, is
0.00%:  (T-Rex on his l
0.00%:  T-Rex home on his phone
0.00%:  T-Rex has no plan on his
0.00%:  T-Rex puts lie
0.00%:  a sunset! T-Rex punchline!
0.00%:  the T-Rex, a l
0.00%:  T-Rex punches a ha
0.00%:  T-Rex, also in
0.00%:  T-Rex, on a close
0.00%:  T-Rex upon a house!
0.00%:  (T-Rex home alone, post sun
0.00%:  a sunset, T-Rex (on
0.00%:  T-Rex hops on the monoc
0.00%:  T-Rex smooches up on one
0.00%:  T-Rex has no hat
0.00%:  T-Rex punches metal,
0.00%:  the T-Rex house, clam
0.00%:  (T-Rex punchline!
0.00%:  T-Rex puts a cone
0.00%:  (T-Rex punches the moon, his
0.00%:  T-Rex, home alone on this
0.00%:  T-Rex punches the sun, n
0.00%:  T-Rex has clams
0.00%:  T-Rex has to punch some h
0.00%:  T-Rex alone, on his pat
0.00%:  -Remote
0.00%:  the T-Rex is a chump, as
0.00%:  T-Rex has put on le
0.00%:  T-Rex is on the phone (as
0.00%:  T-Rex alone, on one
0.00%:  T-Rex plans no one
0.00%:  T-Rex consumes pat
0.00%:  T-Rex has so much lat
0.00%:  the T-Rex moon anal
0.00%:  T-Rex sleeps an un
0.00%:  the T-Rex home pol
0.00%:  T-Rex is out sno
0.00%:  the T-Rex house! no humans!
0.00%:  T-Rex puts his lemon
0.00%:  T-Rex has such an open,
0.00%:  the T-Rex house pin
0.00%:  the T-Rex lemon!
0.00%:  T-Rex sits upon a com
0.00%:  T-Rex notices a human sun
0.00%:  the T-Rex uses a cop
0.00%:  (T-Rex has sou
0.00%:  the T-Rex is alone, unc
0.00%:  T-Rex (at sun
0.00%:  T-Rex at a phone
0.00%:  T-Rex cops to a sun
0.00%:  a sunset, a lone ch
0.00%:  (T-Rex home alone to
0.00%:  T-Rex claps, as
0.00%:  the T-Rex oops on
0.00%:  T-Rex spent his alone
0.00%:  T-Rex is home sne
0.00%:  T-Rex champs out,
0.00%:  T-Rex home alone, no sun to
0.00%:  T-Rex caps a sun
0.00%:  T-Rex notices an op
0.00%:  T-Rex is mont
0.00%:  T-Rex puts his clo
0.00%:  T-Rex (punchline): um, oh no
0.00%:  T-Rex (punchline): um, oh nooooo
0.00%:  T-Rex is so hot he
0.00%:  T-Rex is so hot he can
0.00%:  T-Rex has them pun
0.00%:  the T-Rex plans come un
0.00%:  T-Rex chooses the lun
0.00%:  T-Rex phones an ocean!
0.00%:  T-Rex at home, on one
0.00%:  the T-Rex plan some sun
0.00%:  T-Rex has to close a
0.00%:  T-Rex has one lunch to
0.00%:  (t-Rex punches one
0.00%:  T-Rex sees an oil
0.00%:  T-Rex has no house to punch
0.00%:  T-Rex consumes utop
0.00%:  T-Rex moons no
0.00%:  T-Rex consoles not
0.00%:  T-Rex at home alone, his punch
0.00%:  T-Rex home alone B
0.00%:  T-Rex is home alone an
