means that not all dreams can come true!)
      0 100.00%: 
      1 185.90%:  rules
  22512 0.00%:  tells us) that men are not
  22513 0.00%:  tells us) that men are not made
  22514 0.00%:  has told me no as
  22515 0.00%:  can teach us to learn lots
  22516 0.00%:  used to call me a hate
  22517 0.00%:  tells me not to share!)
  22518 0.00%:  at least has a neat
  22519 0.00%:  does that to us real clear
  22520 0.00%:  means a lot to me and steam
  22521 0.00%:  used to call me to her
  22522 0.00%:  races hard
  22523 0.00%:  at least lets me ch
  22524 0.00%:  can tell us the most m
  22525 0.00%:  tells me not to enter)
  22526 0.00%:  data to
  22527 0.00%:  hates us all at once
  22528 0.00%:  also heard
  22529 0.00%:  tells me) that dream can
  22530 0.00%:  has trees
  22531 0.00%:  and the arts are all too
  22532 0.00%:  not 
  22533 0.00%:  has dear
  22534 0.00%:  nerds are the last to let
  22535 0.00%:  has cards
  22536 0.00%:  can tell me not to date
  22537 0.00%:  means more to a man than dust
  22538 0.00%:  means a lot more than smart and
  22539 0.00%:  uses canon
  22540 0.00%:  sure rom
  22541 0.00%:  has made me to react
  22542 0.00%:  means more to me as a true
  22543 0.00%:  turns me on more than meets
  22544 0.00%:  means more to a man than tr
  22545 0.00%:  sure has done me lot
  22546 0.00%:  lets smart
  22547 0.00%:  can at least do a
  22548 0.00%:  tells me a man must eat)
  22549 0.00%:  can tell us not to eat each
  22550 0.00%:  means more to us all than a damn
  22551 0.00%:  cant deal
  22552 0.00%:  has at last made me ren
  22553 0.00%:  tells us that men are not named
  22554 0.00%:  has made me a lot un
  22555 0.00%:  rule creat
  22556 0.00%:  has made me learn to set
  22557 0.00%:  tells us that men are not end
  22558 0.00%:  nerds can call me on
  22559 0.00%:  alone has made me most clear!)
  22560 0.00%:  told me to eat last
  22561 0.00%:  has also made me a total re
  22562 0.00%:  needs am
  22563 0.00%:  and the arts are close)
  22564 0.00%:  means a lot to us here at dance
  22565 0.00%:  has at least once made me run
  22566 0.00%:  mean the
  22567 0.00%:  tells me not to need a
  22568 0.00%:  alone more
  22569 0.00%:  has made me to so
  22570 0.00%:  tells me that) some can
  22571 0.00%:  and mess
  22572 0.00%:  has at least let me dream a
  22573 0.00%:  means more to us than an ed
  22574 0.00%:  leads me to the core
  22575 0.00%:  moral here
  22576 0.00%:  tells me that dreams are) no
  22577 0.00%:  has soon
  22578 0.00%:  rule also
  22579 0.00%:  tells me not to shr
  22580 0.00%:  soon there
  22581 0.00%:  has made me a true n
  22582 0.00%:  at least lets me date)
  22583 0.00%:  has at least let me eat a
  22584 0.00%:  means more to me that cr
  22585 0.00%:  means mom
  22586 0.00%:  has made me eat tons
  22587 0.00%:  tells us not to dance near
  22588 0.00%:  means more to us than rem
  22589 0.00%:  means alot to me th
  22590 0.00%:  that made me an out
  22591 0.00%:  as re
  22592 0.00%:  sure has made a lot on
  22593 0.00%:  us a
  22594 0.00%:  made teach
  22595 0.00%:  tells me that no un
  22596 0.00%:  has done me real un
  22597 0.00%:  can tell us that dreams are not an
  22598 0.00%:  means more to a man than tears)
  22599 0.00%:  hot sauce
  22600 0.00%:  tells us) that a man
  22601 0.00%:  so earn
  22602 0.00%:  and math are at least cool!)
  22603 0.00%:  does that to me later)
  22604 0.00%:  smell us
  22605 0.00%:  has cells
  22606 0.00%:  names theme
  22607 0.00%:  names are so much to learn)
  22608 0.00%:  has not made me as tall
  22609 0.00%:  can do more than st
  22610 0.00%:  rule clean
  22611 0.00%:  then stom
  22612 0.00%:  must tear
  22613 0.00%:  and art are the cool
  22614 0.00%:  so ends
  22615 0.00%:  has led me to sc
  22616 0.00%:  has led me to scorn!)
  22617 0.00%:  tells me that no man can dream
  22618 0.00%:  no can
  22619 0.00%:  tells me that a mouse can eat
  22620 0.00%:  share not
  22621 0.00%:  means a lot more than trust
  22622 0.00%:  uses rad
  22623 0.00%:  has lead me to near
  22624 0.00%:  has solar
  22625 0.00%:  has made me at once man
  22626 0.00%:  other dream
  22627 0.00%:  has seen me come out
  22628 0.00%:  has mere
  22629 0.00%:  names dates
  22630 0.00%:  needs us all to eat meat!)
  22631 0.00%:  data rules
  22632 0.00%:  rule she
  22633 0.00%:  also led me to crush a man
  22634 0.00%:  costs me a lot and that
  22635 0.00%:  has made one more clear!)
  22636 0.00%:  also mur
  22637 0.00%:  comes alone
  22638 0.00%:  or sheer
  22639 0.00%:  as humor
  22640 0.00%:  has not let us done!)
  22641 0.00%:  came to me as a dream
  22642 0.00%:  means more to a man than t
  22643 0.00%:  has a lot more end
  22644 0.00%:  tells use
  22645 0.00%:  made me a real hero
  22646 0.00%:  has made me out as a non
  22647 0.00%:  class dro
  22648 0.00%:  nerds are so hot at
  22649 0.00%:  tells me) that can mean
  22650 0.00%:  smell here
  22651 0.00%:  means used
  22652 0.00%:  needs cur
  22653 0.00%:  has also made me eat alone
  22654 0.00%:  does tells
  22655 0.00%:  needs a lot more)
  22656 0.00%:  tells us that once can not
  22657 0.00%:  used to call me at one
  22658 0.00%:  has sent me on a date a lot)
  22659 0.00%:  chat alert
  22660 0.00%:  has dealt me some tr
  22661 0.00%:  has dealt me one out
  22662 0.00%:  turn these
  22663 0.00%:  does not let me star
  22664 0.00%:  tells us that one re
  22665 0.00%:  means more to me than trade!)
  22666 0.00%:  medal)
  22667 0.00%:  tells me no one can match me
  22668 0.00%:  deals one
  22669 0.00%:  has made a rare come
  22670 0.00%:  means a lot more than sl
  22671 0.00%:  has made a real ar
  22672 0.00%:  has made a real arse out
  22673 0.00%:  score to
  22674 0.00%:  means more to us than cre
  22675 0.00%:  means more to us than creed!)
  22676 0.00%:  tells me) that star
  22677 0.00%:  has come to me as an adult)
  22678 0.00%:  deals too
  22679 0.00%:  also made me lose that car
  22680 0.00%:  also made me lose that car race
  22681 0.00%:  and math are so sne
  22682 0.00%:  also leads me to her
  22683 0.00%:  sure has made a name
  22684 0.00%:  tells us there are no on
  22685 0.00%:  nerds are one such
  22686 0.00%:  rule h
  22687 0.00%:  has made me a lemon)
  22688 0.00%:  so ha
  22689 0.00%:  nerds are totes hot)
  22690 0.00%:  does test
  22691 0.00%:  thou can
  22692 0.00%:  has told me to meet me
  22693 0.00%:  shot to
  22694 0.00%:  can tell us that no one
  22695 0.00%:  can tell me no dreams that are
  22696 0.00%:  can tell me no dreams that are not
  22697 0.00%:  test comes
  22698 0.00%:  has nose
  22699 0.00%:  at least lets me read!)
  22700 0.00%:  can do that at least once)
  22701 0.00%:  has sent me a note!)
  22702 0.00%:  means a lot to me and star
  22703 0.00%:  has led me to at least ten
  22704 0.00%:  has led me to some cl
  22705 0.00%:  tells me that dreams can come to a
  22706 0.00%:  has led me to react to
  22707 0.00%:  can do the most uns
  22708 0.00%:  can also rule the roast
  22709 0.00%:  has lead me to an uns
  22710 0.00%:  means more to me than dust at
  22711 0.00%:  has sure made me lot more
  22712 0.00%:  means to me all the dreams
  22713 0.00%:  does smart
  22714 0.00%:  and math are so same
  22715 0.00%:  tells me) to not
  22716 0.00%:  means a lot to the adult man
  22717 0.00%:  means a lot to the adult man!)
  22718 0.00%:  can lead us to see
  22719 0.00%:  can lead us to see the
  22720 0.00%:  has cost me a cold
  22721 0.00%:  let!)
  22722 0.00%:  has cost me a dream a
  22723 0.00%:  has cost me a dream a lot
  22724 0.00%:  has cost me a dream a total
  22725 0.00%:  has made me curse on a
  22726 0.00%:  has made me smart all on
  22727 0.00%:  shall test
  22728 0.00%:  tells us to) do the
  22729 0.00%:  too dear
  22730 0.00%:  can tell me no truth!)
  22731 0.00%:  thus tells
  22732 0.00%:  has sent me on a real tear
  22733 0.00%:  at hands
  22734 0.00%: cool
  22735 0.00%:  has at least made me ac
  22736 0.00%:  rule date
  22737 0.00%:  tells us not to dare!)
  22738 0.00%:  means a lot more than mart
  22739 0.00%:  on heels
  22740 0.00%:  can lead us on some real
  22741 0.00%:  shut!)
  22742 0.00%:  and math are also not real
  22743 0.00%:  has made me start to turn on
  22744 0.00%:  done lost
  22745 0.00%:  used to call me) the smart
  22746 0.00%:  tells me that dreams are at a
  22747 0.00%:  has made me to act
  22748 0.00%:  means te
  22749 0.00%:  uses can
  22750 0.00%:  sure has let me a lot!)
  22751 0.00%:  means alot to me and she
  22752 0.00%:  tells me that one to
  22753 0.00%:  tells me that) men are st
  22754 0.00%:  has come to me 
  22755 0.00%:  has led me on a total run
  22756 0.00%:  has made me late at
  22757 0.00%:  has made me late at least
  22758 0.00%:  has made me real to
  22759 0.00%:  has dealt me some real cru
  22760 0.00%:  does not let us learn!)
  22761 0.00%:  means more to me that a real
  22762 0.00%:  as a tool and the
  22763 0.00%:  sure has made me a one man
  22764 0.00%:  leads me to some hum
  22765 0.00%:  can tell us that 
  22766 0.00%:  means more to us than call
  22767 0.00%:  has das
  22768 0.00%:  leads me to such)
  22769 0.00%:  tells me that no more dates
  22770 0.00%:  means more to a man than lust!)
  22771 0.00%:  tour de
  22772 0.00%:  rule less
  22773 0.00%:  means a lot to me and cause
  22774 0.00%:  has made me so) alone
  22775 0.00%:  see here
  22776 0.00%:  terms the
  22777 0.00%:  means more to me than a scar!)
  22778 0.00%:  tells us no one can reach 
  22779 0.00%:  has made me a state
  22780 0.00%:  has made me so care
  22781 0.00%:  at least lets me earn a
  22782 0.00%:  alone deals
  22783 0.00%:  has at least made me once!)
  22784 0.00%:  and son
  22785 0.00%:  must me
  22786 0.00%:  star and
  22787 0.00%:  has made me seem u
  22788 0.00%:  has a real cute name)
  22789 0.00%:  means a lot more here and
  22790 0.00%:  means more to a man that can see
  22791 0.00%:  hates me and comes
  22792 0.00%:  as har
  22793 0.00%:  the tool
  22794 0.00%:  used to call me names that one
  22795 0.00%:  uses alone
  22796 0.00%:  set some
  22797 0.00%:  has meant a lot to me and me!)
  22798 0.00%:  leads these
  22799 0.00%:  has made me learn to treat
  22800 0.00%:  hall)
  22801 0.00%:  also made me the last man on a
  22802 0.00%:  has made a real a
  22803 0.00%:  needs tools
  22804 0.00%:  has made me a) mean
  22805 0.00%:  nerds can come here)
  22806 0.00%:  can tell us the mean and
  22807 0.00%:  also d
  22808 0.00%:  does roll
  22809 0.00%:  has come to me as a dream)
  22810 0.00%:  means cost
  22811 0.00%:  means a lot to me and e
  22812 0.00%:  that does not use re
  22813 0.00%:  cause that
  22814 0.00%:  means a lot more at the end!)
  22815 0.00%:  more to
  22816 0.00%:  also made me lose 
  22817 0.00%:  came to me real late that round
  22818 0.00%:  has come to a sc
  22819 0.00%:  rules at the same rate!)
  22820 0.00%:  note alert
  22821 0.00%:  has at least one and one
  22822 0.00%:  has come out as a dream
  22823 0.00%:  means a lot to a teen!)
  22824 0.00%:  has made me out a sore
  22825 0.00%:  tells us not to eat card
  22826 0.00%:  dreams one
  22827 0.00%:  and the arts are also a
  22828 0.00%:  means ser
  22829 0.00%:  names sort
  22830 0.00%:  has not made me use
  22831 0.00%:  and are
  22832 0.00%:  had cost
  22833 0.00%:  can tell me more than once!)
  22834 0.00%:  can rule the land as
  22835 0.00%:  des not
  22836 0.00%:  tells us that no one can eat me)
  22837 0.00%:  has no need to use
  22838 0.00%:  means more to me than a tre
  22839 0.00%:  has lead me to some)
  22840 0.00%:  races at
  22841 0.00%:  has cost me one dream at
  22842 0.00%:  there not
  22843 0.00%:  has told me to rule
  22844 0.00%:  comes to us all and then
  22845 0.00%:  has at least one more de
  22846 0.00%:  can lead to some real)
  22847 0.00%:  name our
  22848 0.00%: !) c
  22849 0.00%:  tells me that no dream comes at
  22850 0.00%:  has made me no man!)
  22851 0.00%:  has cost me more den
  22852 0.00%:  term here
  22853 0.00%:  sure the
  22854 0.00%:  at us
  22855 0.00%:  has no need to see
  22856 0.00%:  does rate
  22857 0.00%:  hate round
  22858 0.00%:  tells me that a com
  22859 0.00%:  needs to learn that a true
  22860 0.00%:  and math are so clear!)
  22861 0.00%:  has a lot more met
  22862 0.00%: st
  22863 0.00%:  tells us that a dream once more
  22864 0.00%:  made me a star)
  22865 0.00%:  here me
  22866 0.00%:  can at least teach us one damn
  22867 0.00%:  made me a man outta
  22868 0.00%:  tells mo
  22869 0.00%:  lets me do that as
  22870 0.00%:  tells us that men are more at
  22871 0.00%:  has a) cr
  22872 0.00%:  means act
  22873 0.00%:  must react
  22874 0.00%:  at least has a mon
  22875 0.00%:  and art are a lot less
  22876 0.00%:  test alert
  22877 0.00%:  can lead us to the means
  22878 0.00%:  has led me on a st
  22879 0.00%:  tells us not to mar
  22880 0.00%:  has also made me more e
  22881 0.00%:  has sure made me act real
  22882 0.00%:  tells me not to eat sn
  22883 0.00%:  has made me a more sat
  22884 0.00%:  has lead me to) a
  22885 0.00%:  has made us all ren
  22886 0.00%:  meets these
  22887 0.00%:  made a man out me once
  22888 0.00%:  hates to see me cold!)
  22889 0.00%:  under 
  22890 0.00%:  has also made me a cant
  22891 0.00%:  tells us not to and then
  22892 0.00%:  means more to me than a stat!)
  22893 0.00%:  at least lets me teach a
  22894 0.00%:  means a lot to me and has met
  22895 0.00%:  tells me not to name dates!)
  22896 0.00%:  has led me on some real man
  22897 0.00%:  has led me to me!)
  22898 0.00%: ) road
  22899 0.00%:  tells me) that to dream
  22900 0.00%:  tells me to eat)
  22901 0.00%:  also made me an un
  22902 0.00%:  leads me to the c
  22903 0.00%:  alone has made me a mon
  22904 0.00%:  nerds can let us
  22905 0.00%:  told me that one came last
  22906 0.00%:  means more to a man then a
  22907 0.00%:  means so much to me and cr
  22908 0.00%:  realm!)
  22909 0.00%:  tells us that no man can dream a more
  22910 0.00%:  lets us learn more than!)
  22911 0.00%:  tells me that no men
  22912 0.00%:  tells me that no men are
  22913 0.00%:  tells me that no men can
  22914 0.00%:  sure has made a come
  22915 0.00%:  means more to me than a true!)
  22916 0.00%: more!)
  22917 0.00%:  start cr
  22918 0.00%:  can do no less then
  22919 0.00%:  ads are
  22920 0.00%:  has also made me an en
  22921 0.00%:  has done me no clean
  22922 0.00%:  nerds can learn a lot at home
  22923 0.00%:  can tell me so much not
  22924 0.00%:  turns me on to all the n
  22925 0.00%:  told me that no less
  22926 0.00%:  lets us learn more than man
  22927 0.00%:  can tell me more)
  22928 0.00%:  had us
  22929 0.00%:  has led me to more start
  22930 0.00%:  nerds are so alone!)
  22931 0.00%:  tells us not to enter an
  22932 0.00%:  can teach us a lot and not
  22933 0.00%:  needs to learn to trust!)
  22934 0.00%:  means more to me than a nerd t
  22935 0.00%:  means salad
  22936 0.00%:  tells us that) one more
  22937 0.00%:  means to me more than rest and
  22938 0.00%:  has made me a su
  22939 0.00%:  comes storm
  22940 0.00%:  has done me lots)
  22941 0.00%:  made m
  22942 0.00%:  has made me come to tears)
  22943 0.00%:  alone has made me a man not
  22944 0.00%:  tells me that) do
  22945 0.00%:  tells me that) do not
  22946 0.00%:  tells me that an und
  22947 0.00%:  means a lot to me and trust me)
  22948 0.00%:  dreams came
  22949 0.00%:  here need
  22950 0.00%:  alone has made me come)
  22951 0.00%:  done on
  22952 0.00%:  seems re
