even I think that one's not so good.
      0 100.00%: 
      1 183.88%:  thanks
  14492 0.01%:  so I need to get on this to
  14493 0.01%:  thanks set
  14494 0.01%:  so then I need this
  14495 0.01%:  so then I need this to
  14496 0.01%:  I've got his
  14497 0.01%:  so this one I've gotten to
  14498 0.01%:  have I got the tone
  14499 0.01%:  so that one goes to the '
  14500 0.01%:  soooo that's not the end I
  14501 0.01%:  so the end's not on
  14502 0.01%:  so I got that one done on
  14503 0.01%:  so it's on that note
  14504 0.01%:  so it's on that note I
  14505 0.01%:  so I need to go this one
  14506 0.01%:  no that one's good I
  14507 0.13%:  no that one's good I think
  14508 0.01%:  no one's seen that in
  14509 0.01%:  so that's the end too
  14510 0.01%:  that's the token
  14511 0.01%:  no that one doesn't shoot
  14512 0.01%:  that one's gone so I
  14513 0.06%:  that one's gone so I think
  14514 0.01%:  so not so good
  14515 0.01%:  so not so good at
  14516 0.01%:  that's done I got
  14517 0.01%:  so I need things that
  14518 0.01%:  so that is not the good one
  14519 0.01%:  so I've got to take notes in
  14520 0.01%:  that's the king
  14521 0.01%:  I have to get to this one
  14522 0.01%:  so I've got to head in soon
  14523 0.01%:  thank's so
  14524 0.01%: . I have things to do on
  14525 0.01%: . I think that's one to one
  14526 0.01%:  then. I don't have to
  14527 0.01%: . I've got that one done so
  14528 0.01%:  in that one I've
  14529 0.01%:  and then I got it
  14530 0.01%:  no need to eat
  14531 0.11%:  no need to eat tonight
  14532 0.01%:  ok I need to have
  14533 0.01%:  ok I need to have this
  14534 0.01%:  that one doesn't inst
  14535 0.01%:  no this doesn't have to go to
  14536 0.01%:  so I don't have the ne
  14537 0.01%:  I think that one's gone so
  14538 0.01%:  no I think that ends
  14539 0.01%:  so I don't have one then
  14540 0.01%:  so that's not the end. I go on in
  14541 0.01%: 's that one
  14542 0.01%:  no I need to go in a
  14543 0.01%:  so I've got to honest
  14544 0.01%:  so it's to
  14545 0.01%: . I need to invest
  14546 0.01%: . I need to get this st
  14547 0.01%:  so I got notes
  14548 0.01%:  so I got notes to
  14549 0.01%:  so I got notes on
  14550 0.02%:  so I got notes on that
  14551 0.01%:  so I got notes on that one.
  14552 0.01%:  that one got done too
  14553 0.01%:  no it's not that one doesn
  14554 0.01%:  so that one i
  14555 0.01%:  I have to go hike
  14556 0.01%:  so I've gotta tie the
  14557 0.01%:  that's the one I give to
  14558 0.01%:  that video
  14559 0.01%:  that it's one
  14560 0.01%:  so has
  14561 0.01%:  so that's one do
  14562 0.01%:  so don't think these
  14563 0.01%: . I've gotta send this one to
  14564 0.01%:  that's not v
  14565 0.01%:  no that's not the 
  14566 0.01%: . I need an
  14567 0.01%:  so I don't have these on
  14568 0.01%:  no no that one got
  14569 0.01%:  no I've not
  14570 0.01%:  thanks night
  14571 0.01%:  that one's done. I think on
  14572 0.01%:  no I've got it no
  14573 0.01%:  so that's no good. I
  14574 0.03%:  so that's no good. I think
  14575 0.01%:  no that's the end. I got one
  14576 0.01%:  no that's no good no
  14577 0.01%:  no that's no good no I
  14578 0.01%:  that one isn't so ent
  14579 0.01%:  that's not the end I go on
  14580 0.01%:  so that's it do
  14581 0.01%:  so I've had it on
  14582 0.01%:  so I've gotta do this on the
  14583 0.01%:  so then I'd have to go into
  14584 0.01%:  so I hit a sn
  14585 0.01%:  so I think that one needs to go on
  14586 0.01%:  and this one took ten
  14587 0.01%:  that's tone
  14588 0.01%:  so I've got to eat soon
  14589 0.01%:  that one's done I got
  14590 0.01%:  so I have to go hide
  14591 0.01%:  no that's it. Is
  14592 0.01%:  I've done things
  14593 0.01%:  that's not so good. In
  14594 0.01%:  that's not so good. In the
  14595 0.01%:  that one goes on the s
  14596 0.01%:  no I don't have one it
  14597 0.01%:  so it's not the 
  14598 0.01%:  that one's done nothing
  14599 0.01%:  that one's done nothing to
  14600 0.01%:  no this one's not good. I haven
  14601 0.01%:  that's not in the end.
  14602 0.01%:  that one's in so
  14603 0.01%:  no that's it I got one
  14604 0.01%:  that's signed to
  14605 0.01%:  that's signed to the
  14606 0.01%: . I don't have nothing
  14607 0.01%:  that one stinks too I
  14608 0.01%:  that doesn't go this
  14609 0.01%:  so I've got that in the end
  14610 0.01%:  so I need to get this t
  14611 0.01%:  thats it. I've
  14612 0.01%:  that is not the end. '
  14613 0.01%:  so it's done. It took 
  14614 0.01%:  so it's not on the hook
  14615 0.01%:  that's it I need to go se
  14616 0.01%:  no I had to
  14617 0.01%:  no I had to go
  14618 0.01%:  that's it I need n
  14619 0.01%:  I got this one on
  14620 0.01%:  I need to go on thanks
  14621 0.01%:  that's it I need not go
  14622 0.01%:  had
  14623 0.01%:  so that's good it
  14624 0.01%:  that one is not on the 
  14625 0.01%:  that's not the one is
  14626 0.01%:  no that's too honest.
  14627 0.01%:  thanks I've got to hit
  14628 0.01%:  so no that's the end I
  14629 0.01%:  no that one's not this
  14630 0.02%:  no that one's not this good
  14631 0.01%:  no that one's not this one
  14632 0.01%:  I hate to end on this one so
  14633 0.01%:  no that one is one
  14634 0.01%:  I've done things that
  14635 0.01%:  this one's not an end
  14636 0.01%:  this does not have to go
  14637 0.01%:  no that's not the one in
  14638 0.01%:  that one's not even so good.
  14639 0.01%:  so I have not gotten it
  14640 0.01%:  this one I got honest
  14641 0.01%:  so it's not gonnae
  14642 0.01%: 'sies then
  14643 0.01%:  this one ends on that
  14644 0.01%: . I've done this one a
  14645 0.01%:  noooo that's not even
  14646 0.01%:  noooo that's not even the
  14647 0.01%:  so that's tight
  14648 0.01%:  so I have nine
  14649 0.01%:  no it's not the end I took
  14650 0.01%:  no it's not the end I took a
  14651 0.01%:  that one doesn't give 
  14652 0.01%:  so I haven't gotten in the 
  14653 0.01%:  so it's not have
  14654 0.01%:  so that one's not on the no
  14655 0.01%:  so that is not the one I
  14656 0.01%:  so it's not that one h
  14657 0.01%:  no that's the good one so
  14658 0.01%:  no that's too in
  14659 0.01%:  so no it's a
  14660 0.01%:  so seeing
  14661 0.01%:  so that's In the
  14662 0.01%: . I need to go shake
  14663 0.01%:  so the ending to the
  14664 0.01%:  that's the onest
  14665 0.01%:  so it's good that not
  14666 0.01%:  so this one took a det
  14667 0.01%:  so I need to thanks
  14668 0.01%:  so I need to thanks the
  14669 0.01%:  so I need to thanks to
  14670 0.01%:  that's one thing I see
  14671 0.01%: that's the
  14672 0.01%:  no that's not the end. I neg
  14673 0.01%: . I have to go do it
  14674 0.01%:  I need to go ask
  14675 0.01%:  I need to go ask the
  14676 0.01%:  no non
  14677 0.01%:  that one's done so. I
  14678 0.01%:  not in
  14679 0.01%:  that's this one good
  14680 0.01%:  good h
  14681 0.01%:  so that doesn't t
  14682 0.01%:  I don't have this one 
  14683 0.01%:  that one's done. I took the
  14684 0.01%:  that's it. I need to no
  14685 0.01%:  so it's not done. I have one
  14686 0.01%:  that's it I need to sn
  14687 0.01%:  I need to to take this
  14688 0.01%:  so that one's not not done
  14689 0.01%:  thanks I need to go this one
  14690 0.01%:  that one's not nothing
  14691 0.01%:  that's into the 
  14692 0.01%:  no I've got it and
  14693 0.01%:  that's no one thing
  14694 0.01%:  that's no one thing I
  14695 0.01%:  that's no one thing I need
  14696 0.01%:  thanks I don't get this
  14697 0.01%:  that's oneoooo
  14698 0.01%:  tonight'
  14699 0.01%: . It's one thing to have one
  14700 0.01%:  so that one I've gone
  14701 0.01%:  so no I don't have those
  14702 0.01%:  no need to think that one
  14703 0.01%:  so it's not on the date
  14704 0.01%:  no the end isn't that I
  14705 0.01%:  so that's not the endin
  14706 0.01%: . I have to shoot
  14707 0.01%:  so I think that goes.
  14708 0.01%:  that's not on the god
  14709 0.01%:  no not the end no
  14710 0.01%:  so it doesnt
  14711 0.01%:  so that's the end get
  14712 0.01%:  I need to go to the ass
  14713 0.01%:  that's not even his
  14714 0.01%: gonna
  14715 0.01%:  I've no
  14716 0.01%:  so I don't go into that
  14717 0.01%:  so I don't go into that one
  14718 0.01%:  so that's the ending. Int
  14719 0.01%:  it's the end. I have to go on
  14720 0.01%:  I need to go on a h
  14721 0.01%:  so I've got this done that
  14722 0.01%:  so it's gotten even
  14723 0.01%:  soo
  14724 0.01%:  so I've got to do this a
  14725 0.01%:  no this one doesn't get at
  14726 0.01%: . I have to get this done no
  14727 0.01%:  and this one's not the one
  14728 0.01%:  that's notes on
  14729 0.01%:  that's note the
  14730 0.01%:  so it's not gonna end I
  14731 0.01%: . I give that
  14732 0.01%: . I give that one
  14733 0.01%:  so not that one's the
  14734 0.01%:  so that's not it I need
  14735 0.01%:  so that one's no good I think
  14736 0.01%:  no that's not the end goes
  14737 0.01%:  so I had to sne
  14738 0.01%:  so that's on the dot
  14739 0.01%:  so i need to have
  14740 0.01%:  no I need to go sh
  14741 0.01%:  so then I have to note
  14742 0.01%:  that one is good. It's one
  14743 0.01%:  don't take it the
  14744 0.01%:  so that's one thing I do to
  14745 0.01%:  so it's done the
  14746 0.01%:  so that one isn't even good. It
  14747 0.01%:  so too
  14748 0.01%: . I've done that one in
  14749 0.01%:  that's done so.
  14750 0.01%:  so no I haven't got this done
  14751 0.01%:  that it's the end I
  14752 0.01%: that'snot
  14753 0.01%:  no it's not that one oh god
  14754 0.01%:  that's one o
  14755 0.01%:  that one's In
  14756 0.01%:  that one's In the
  14757 0.01%:  so that's in the 
  14758 0.01%: . I need to ask this
  14759 0.01%: . I need to ask this one
  14760 0.01%:  that's one shoot
  14761 0.01%:  so that's the end I took
  14762 0.01%:  that one gets to 
  14763 0.01%:  so then I don't have it
  14764 0.01%: . I need to get this as
  14765 0.01%:  the end is on
  14766 0.01%:  that's it. I need to hook
  14767 0.01%:  that is the end to one
  14768 0.01%:  and I've gone too
  14769 0.01%:  so I have to sign the
  14770 0.01%: o
  14771 0.01%:  i need to go on
  14772 0.01%:  i need to go on the
  14773 0.01%:  that one's done so th
  14774 0.01%:  that one's not in so good
  14775 0.01%:  no not that's it
  14776 0.01%:  no thanks it's done I
  14777 0.01%:  that this one's on
  14778 0.01%:  that's not honest.
  14779 0.01%:  I don't get these
  14780 0.01%:  no this one goes onto
  14781 0.01%:  ok so I have
  14782 0.01%: . I see nothing
  14783 0.01%:  that's it I see the
  14784 0.01%:  that's it I need to ke
  14785 0.01%:  that one I've got too
  14786 0.01%:  so it's not good on
  14787 0.02%:  so it's not good on the
  14788 0.01%:  and I've seen
  14789 0.01%:  and I've seen this
  14790 0.01%:  and I've seen it
  14791 0.01%:  so I've done that one this
  14792 0.01%:  so I've got this one done that
  14793 0.01%:  so that one needn't go
  14794 0.01%:  so that one needn't go into
  14795 0.01%:  so that's one. It took
  14796 0.01%:  I got it and
  14797 0.01%:  it's gone.
  14798 0.01%:  that does it. It's no
  14799 0.01%:  I have to get it on
  14800 0.02%:  I have to get it on the
  14801 0.01%:  that one I took it
  14802 0.01%: . I got it done
  14803 0.01%:  the end. I
  14804 0.02%:  the end. I think
  14805 0.01%:  the end. I gotta
  14806 0.01%:  no that one is the one I'
  14807 0.01%: thathitse
  14808 0.01%:  that's it. I need to go shoe
  14809 0.01%:  that one is done. It took so
  14810 0.01%:  so get the idea
  14811 0.01%:  no that's the end get
  14812 0.01%:  so that's one thing. I
  14813 0.01%:  that one goes in the 'n
  14814 0.01%:  I need to go to the k
  14815 0.01%:  I need to go to the kios
  14816 0.01%:  this one I've got a
  14817 0.01%: . I think that one got even
  14818 0.01%:  I have to go in soon
  14819 0.01%:  I have to go in soon so
  14820 0.01%:  thats one
  14821 0.01%:  so that ending took the
  14822 0.01%:  so the one thing I asked
  14823 0.01%:  I had to sne
  14824 0.01%:  no no I need to go take
  14825 0.01%:  so this one I had to get
  14826 0.01%:  so then I don't have to get
  14827 0.01%:  this a
  14828 0.01%:  no I don't have it so
  14829 0.01%:  so I've done that one thing
  14830 0.01%:  I have to do this soon
  14831 0.01%: . I've got to the end
  14832 0.01%: . I have it
  14833 0.01%: . I have it on
  14834 0.01%:  no that's ending too soon.
  14835 0.01%:  this one's gone.
  14836 0.01%:  no I have to get this one
  14837 0.01%:  I shit
  14838 0.01%: . I've gotten this as
  14839 0.01%:  so that's not on video
  14840 0.01%:  that one's no so
  14841 0.01%:  so then I go on and
  14842 0.01%:  so I got the tone
  14843 0.01%:  I think that one's not even good
  14844 0.01%:  that's done isn
  14845 0.01%:  that one's done to
  14846 0.01%:  I've got this one set
  14847 0.01%:  so this one too I
  14848 0.01%:  so this one too I need
  14849 0.01%:  I have to go set it to
  14850 0.01%:  so I have to note this one'
  14851 0.01%:  so no I think
  14852 0.02%:  so no I think that
  14853 0.01%:  so no I think that one
  14854 0.01%:  so no I think that one needs
  14855 0.01%:  I don't have the g
  14856 0.01%:  I've set aside
  14857 0.01%:  so that's not even good on the
  14858 0.01%:  thanks. I need to get it on
  14859 0.01%: . I need to go to that
  14860 0.01%:  that's it I need to hook
  14861 0.01%:  so I don't have one this
  14862 0.01%:  that's ending I
  14863 0.01%:  that's it. I need to go k
  14864 0.01%:  that's it. I need to go kenn
  14865 0.01%:  no that's not the end I sign
  14866 0.01%:  do the
  14867 0.01%:  no that's not it on
  14868 0.01%:  I don't that
  14869 0.01%:  that's good too I think.
  14870 0.01%:  that one's not on the one I
  14871 0.01%:  no this one gets too
  14872 0.01%:  so I've got that one done so hit
  14873 0.01%:  honest that
  14874 0.01%:  so I need to go on this one
  14875 0.01%:  so I need to go on this one a
  14876 0.01%:  no thanks I need this to go on
  14877 0.01%:  no that's not even good this
  14878 0.01%:  no it's not that one no
  14879 0.01%:  so I think he
  14880 0.01%:  so don't go to
  14881 0.01%:  so that one doesn't kn
  14882 0.01%:  I need to invent an
  14883 0.01%:  I need to take in
  14884 0.01%: . I have 
  14885 0.01%:  I've got to think and
  14886 0.01%:  so that one's the one I got
  14887 0.01%:  so I've gotten those
  14888 0.01%:  so I've got to do this at
  14889 0.01%:  this one gets a 
  14890 0.01%:  no that's not the song I
  14891 0.01%:  e
  14892 0.01%:  I have to get this done sooo
  14893 0.01%:  in the end I got
  14894 0.01%:  in the end I got a
  14895 0.01%:  that's done in one
  14896 0.01%:  that one is done so on
  14897 0.01%:  so I got side
  14898 0.01%:  that one stinks too. I've
  14899 0.01%:  so I don't have it one shot
  14900 0.01%:  so I've one thing
  14901 0.01%:  I haven't done one
  14902 0.01%:  I haven't done one in
  14903 0.01%:  end it
  14904 0.01%:  so I haven't gotten the din
  14905 0.01%:  and it goes to
  14906 0.01%:  and it goes to the
  14907 0.01%:  that's ste
  14908 0.01%:  so I don't get this one.
  14909 0.01%:  no that's the end so give
  14910 0.01%:  so I've not done that one
